seed,scenario,event_id,source_window_uid,source_trace,physical_vehicle,fleet_vehicle_id,is_attack,gt_campaign_id,anomaly_score,attack_type,attack_family
11,strong_campaign,veh_02-w05,Challenge_S::Pre_train_S_2.csv::461::test,Pre_train_S_2.csv,Challenge_S,veh_02,1,0,0.9701178451178452,spoofing,spoofing
11,strong_campaign,veh_02-w06,Challenge_D::Pre_train_D_1.csv::403::test,Pre_train_D_1.csv,Challenge_D,veh_02,1,0,0.981060606060606,spoofing,spoofing
11,strong_campaign,veh_02-w07,Challenge_S::Pre_train_S_2.csv::387::test,Pre_train_S_2.csv,Challenge_S,veh_02,1,0,0.9478114478114478,spoofing,spoofing
11,strong_campaign,veh_02-w08,Challenge_S::Pre_train_S_2.csv::409::test,Pre_train_S_2.csv,Challenge_S,veh_02,1,0,0.9865319865319864,spoofing,spoofing
11,strong_campaign,veh_02-w09,Challenge_D::Pre_train_D_1.csv::479::test,Pre_train_D_1.csv,Challenge_D,veh_02,1,0,0.8686868686868687,spoofing,spoofing
11,strong_campaign,veh_03-w00,Challenge_D::Pre_train_D_2.csv::559::test,Pre_train_D_2.csv,Challenge_D,veh_03,1,0,0.976010101010101,spoofing,spoofing
11,strong_campaign,veh_03-w01,Challenge_D::Pre_train_D_2.csv::441::test,Pre_train_D_2.csv,Challenge_D,veh_03,1,0,0.9128787878787878,spoofing,spoofing
11,strong_campaign,veh_03-w02,Challenge_S::Pre_train_S_2.csv::415::test,Pre_train_S_2.csv,Challenge_S,veh_03,1,0,0.8560606060606061,spoofing,spoofing
11,strong_campaign,veh_03-w03,Challenge_D::Pre_train_D_2.csv::339::test,Pre_train_D_2.csv,Challenge_D,veh_03,1,0,0.9191919191919192,spoofing,spoofing
11,strong_campaign,veh_03-w04,Challenge_S::Pre_train_S_1.csv::439::test,Pre_train_S_1.csv,Challenge_S,veh_03,1,0,0.9297138047138048,spoofing,spoofing
11,strong_campaign,veh_03-w05,Challenge_S::Pre_train_S_2.csv::385::test,Pre_train_S_2.csv,Challenge_S,veh_03,1,0,0.8758417508417509,spoofing,spoofing
11,strong_campaign,veh_03-w06,Challenge_D::Pre_train_D_1.csv::485::test,Pre_train_D_1.csv,Challenge_D,veh_03,1,0,0.8131313131313131,spoofing,spoofing
11,strong_campaign,veh_03-w07,Challenge_S::Pre_train_S_2.csv::509::test,Pre_train_S_2.csv,Challenge_S,veh_03,1,0,0.8274410774410774,spoofing,spoofing
11,strong_campaign,veh_03-w08,Challenge_S::Pre_train_S_2.csv::496::test,Pre_train_S_2.csv,Challenge_S,veh_03,1,0,0.8754208754208754,spoofing,spoofing
11,strong_campaign,veh_03-w09,Challenge_D::Pre_train_D_2.csv::466::test,Pre_train_D_2.csv,Challenge_D,veh_03,1,0,0.914141414141414,spoofing,spoofing
11,strong_campaign,veh_04-w00,Challenge_S::Pre_train_S_2.csv::402::test,Pre_train_S_2.csv,Challenge_S,veh_04,1,0,0.9701178451178452,spoofing,spoofing
11,strong_campaign,veh_04-w01,Challenge_D::Pre_train_D_2.csv::515::test,Pre_train_D_2.csv,Challenge_D,veh_04,1,0,0.9271885521885522,spoofing,spoofing
11,strong_campaign,veh_04-w02,Challenge_D::Pre_train_D_2.csv::471::test,Pre_train_D_2.csv,Challenge_D,veh_04,1,0,0.9621212121212122,spoofing,spoofing
11,strong_campaign,veh_04-w03,Challenge_S::Pre_train_S_2.csv::299::test,Pre_train_S_2.csv,Challenge_S,veh_04,1,0,0.8177609427609428,spoofing,spoofing
11,strong_campaign,veh_04-w04,Challenge_S::Pre_train_S_2.csv::378::test,Pre_train_S_2.csv,Challenge_S,veh_04,1,0,0.9764309764309764,spoofing,spoofing
11,strong_campaign,veh_04-w05,Challenge_D::Pre_train_D_1.csv::591::test,Pre_train_D_1.csv,Challenge_D,veh_04,1,0,0.8438552188552189,spoofing,spoofing
11,strong_campaign,veh_04-w06,Challenge_S::Pre_train_S_2.csv::395::test,Pre_train_S_2.csv,Challenge_S,veh_04,1,0,0.9423400673400674,spoofing,spoofing
11,strong_campaign,veh_04-w07,Challenge_S::Pre_train_S_2.csv::504::test,Pre_train_S_2.csv,Challenge_S,veh_04,1,0,0.8998316498316499,spoofing,spoofing
11,strong_campaign,veh_04-w08,Challenge_S::Pre_train_S_2.csv::356::test,Pre_train_S_2.csv,Challenge_S,veh_04,1,0,0.9398148148148148,spoofing,spoofing
11,strong_campaign,veh_04-w09,Challenge_S::Pre_train_S_2.csv::467::test,Pre_train_S_2.csv,Challenge_S,veh_04,1,0,0.925925925925926,spoofing,spoofing
11,strong_campaign,veh_05-w00,OCSLab_Car::gear_dataset.csv::548::test,gear_dataset.csv,OCSLab_Car,veh_05,0,-1,0.7105156313438896,attack_free,benign_fp
11,strong_campaign,veh_05-w01,OCSLab_Car::DoS_dataset.csv::356::test,DoS_dataset.csv,OCSLab_Car,veh_05,0,-1,0.5659764514819327,attack_free,benign_fp
11,strong_campaign,veh_05-w02,OCSLab_Car::normal_run_data.txt::533::test,normal_run_data.txt,OCSLab_Car,veh_05,0,-1,0.8335363377994316,attack_free,benign_fp
11,strong_campaign,veh_05-w03,OCSLab_Car::normal_run_data.txt::384::test,normal_run_data.txt,OCSLab_Car,veh_05,0,-1,0.9508729192042225,attack_free,benign_fp
11,strong_campaign,veh_05-w04,OCSLab_Car::normal_run_data.txt::782::test,normal_run_data.txt,OCSLab_Car,veh_05,0,-1,0.782785221274868,attack_free,benign_fp
11,strong_campaign,veh_05-w05,OCSLab_Car::gear_dataset.csv::662::test,gear_dataset.csv,OCSLab_Car,veh_05,0,-1,0.8611449451887941,attack_free,benign_fp
11,strong_campaign,veh_05-w06,Challenge_D::Pre_train_D_0.csv::64::test,Pre_train_D_0.csv,Challenge_D,veh_05,0,-1,0.6191077441077442,attack_free,benign_fp
11,strong_campaign,veh_05-w07,Challenge_D::Pre_train_D_0.csv::91::test,Pre_train_D_0.csv,Challenge_D,veh_05,0,-1,0.9621212121212122,attack_free,benign_fp
11,strong_campaign,veh_05-w08,Challenge_D::Pre_train_D_0.csv::167::test,Pre_train_D_0.csv,Challenge_D,veh_05,0,-1,0.6641414141414141,attack_free,benign_fp
11,strong_campaign,veh_05-w09,OCSLab_Car::normal_run_data.txt::334::test,normal_run_data.txt,OCSLab_Car,veh_05,0,-1,0.8725131952902964,attack_free,benign_fp
11,strong_campaign,veh_06-w00,Challenge_D::Pre_train_D_0.csv::207::test,Pre_train_D_0.csv,Challenge_D,veh_06,0,-1,0.8859427609427609,attack_free,benign_fp
11,strong_campaign,veh_06-w01,OCSLab_Car::normal_run_data.txt::10::test,normal_run_data.txt,OCSLab_Car,veh_06,0,-1,0.7137637028014616,attack_free,benign_fp
11,strong_campaign,veh_06-w02,Challenge_S::Pre_train_S_0.csv::142::test,Pre_train_S_0.csv,Challenge_S,veh_06,0,-1,0.7011784511784511,attack_free,benign_fp
11,strong_campaign,veh_06-w03,OCSLab_Car::normal_run_data.txt::294::test,normal_run_data.txt,OCSLab_Car,veh_06,0,-1,0.9857896873731222,attack_free,benign_fp
11,strong_campaign,veh_06-w04,Challenge_D::Pre_train_D_0.csv::215::test,Pre_train_D_0.csv,Challenge_D,veh_06,0,-1,0.8573232323232324,attack_free,benign_fp
11,strong_campaign,veh_06-w05,Challenge_D::Pre_train_D_1.csv::40::test,Pre_train_D_1.csv,Challenge_D,veh_06,0,-1,0.819023569023569,attack_free,benign_fp
11,strong_campaign,veh_06-w06,OCSLab_Car::normal_run_data.txt::250::test,normal_run_data.txt,OCSLab_Car,veh_06,0,-1,0.9618351603735282,attack_free,benign_fp
11,strong_campaign,veh_06-w07,OCSLab_Car::gear_dataset.csv::752::test,gear_dataset.csv,OCSLab_Car,veh_06,0,-1,0.6167275680064962,attack_free,benign_fp
11,strong_campaign,veh_06-w08,Challenge_S::Pre_train_S_1.csv::16::test,Pre_train_S_1.csv,Challenge_S,veh_06,0,-1,0.8640572390572391,attack_free,benign_fp
11,strong_campaign,veh_06-w09,OCSLab_Car::gear_dataset.csv::513::test,gear_dataset.csv,OCSLab_Car,veh_06,0,-1,0.5676004872107187,attack_free,benign_fp
11,strong_campaign,veh_07-w00,OCSLab_Car::normal_run_data.txt::142::test,normal_run_data.txt,OCSLab_Car,veh_07,0,-1,0.9533089727974016,attack_free,benign_fp
11,strong_campaign,veh_07-w01,OCSLab_Car::Fuzzy_dataset.csv::275::test,Fuzzy_dataset.csv,OCSLab_Car,veh_07,0,-1,0.5797807551766139,attack_free,benign_fp
11,strong_campaign,veh_07-w02,OCSLab_Car::normal_run_data.txt::410::test,normal_run_data.txt,OCSLab_Car,veh_07,0,-1,0.976045473000406,attack_free,benign_fp
11,strong_campaign,veh_07-w03,Challenge_D::Pre_train_D_0.csv::236::test,Pre_train_D_0.csv,Challenge_D,veh_07,0,-1,0.5993265993265994,attack_free,benign_fp
11,strong_campaign,veh_07-w04,OCSLab_Car::gear_dataset.csv::665::test,gear_dataset.csv,OCSLab_Car,veh_07,0,-1,0.9155501421031262,attack_free,benign_fp
11,strong_campaign,veh_07-w05,OCSLab_Car::RPM_dataset.csv::105::test,RPM_dataset.csv,OCSLab_Car,veh_07,0,-1,0.5797807551766139,attack_free,benign_fp
11,strong_campaign,veh_07-w06,Challenge_S::Pre_train_S_0.csv::188::test,Pre_train_S_0.csv,Challenge_S,veh_07,0,-1,0.7584175084175084,attack_free,benign_fp
11,strong_campaign,veh_07-w07,OCSLab_Car::gear_dataset.csv::610::test,gear_dataset.csv,OCSLab_Car,veh_07,0,-1,0.6585464880227365,attack_free,benign_fp
11,strong_campaign,veh_07-w08,OCSLab_Car::normal_run_data.txt::682::test,normal_run_data.txt,OCSLab_Car,veh_07,0,-1,0.8233861144945189,attack_free,benign_fp
11,strong_campaign,veh_07-w09,Challenge_S::Pre_train_S_2.csv::619::test,Pre_train_S_2.csv,Challenge_S,veh_07,0,-1,0.9747474747474748,attack_free,benign_fp
11,strong_campaign,veh_08-w00,Challenge_S::Pre_train_S_0.csv::277::test,Pre_train_S_0.csv,Challenge_S,veh_08,0,-1,0.970959595959596,attack_free,benign_fp
11,strong_campaign,veh_08-w01,OCSLab_Car::normal_run_data.txt::505::test,normal_run_data.txt,OCSLab_Car,veh_08,0,-1,0.9772634997969956,attack_free,benign_fp
11,strong_campaign,veh_08-w02,OCSLab_Car::normal_run_data.txt::771::test,normal_run_data.txt,OCSLab_Car,veh_08,0,-1,0.5943970767356882,attack_free,benign_fp
11,strong_campaign,veh_08-w03,OCSLab_Car::normal_run_data.txt::604::test,normal_run_data.txt,OCSLab_Car,veh_08,0,-1,0.9598051157125456,attack_free,benign_fp
11,strong_campaign,veh_08-w04,Challenge_S::Pre_train_S_2.csv::640::test,Pre_train_S_2.csv,Challenge_S,veh_08,0,-1,0.9095117845117844,attack_free,benign_fp
11,strong_campaign,veh_08-w05,OCSLab_Car::gear_dataset.csv::669::test,gear_dataset.csv,OCSLab_Car,veh_08,0,-1,0.7161997563946407,attack_free,benign_fp
11,strong_campaign,veh_08-w06,Challenge_S::Pre_train_S_1.csv::790::test,Pre_train_S_1.csv,Challenge_S,veh_08,0,-1,0.7920875420875421,attack_free,benign_fp
11,strong_campaign,veh_08-w07,OCSLab_Car::normal_run_data.txt::34::test,normal_run_data.txt,OCSLab_Car,veh_08,0,-1,0.9326025172553796,attack_free,benign_fp
11,strong_campaign,veh_08-w08,OCSLab_Car::DoS_dataset.csv::360::test,DoS_dataset.csv,OCSLab_Car,veh_08,0,-1,0.93138449045879,attack_free,benign_fp
11,strong_campaign,veh_08-w09,OCSLab_Car::normal_run_data.txt::21::test,normal_run_data.txt,OCSLab_Car,veh_08,0,-1,0.6865611043442956,attack_free,benign_fp
11,strong_campaign,veh_09-w00,OCSLab_Car::normal_run_data.txt::263::test,normal_run_data.txt,OCSLab_Car,veh_09,0,-1,0.85464880227365,attack_free,benign_fp
11,strong_campaign,veh_09-w01,Challenge_D::Pre_train_D_2.csv::702::test,Pre_train_D_2.csv,Challenge_D,veh_09,0,-1,0.8202861952861953,attack_free,benign_fp
11,strong_campaign,veh_09-w02,OCSLab_Car::gear_dataset.csv::327::test,gear_dataset.csv,OCSLab_Car,veh_09,0,-1,0.7409663012586277,attack_free,benign_fp
11,strong_campaign,veh_09-w03,OCSLab_Car::normal_run_data.txt::643::test,normal_run_data.txt,OCSLab_Car,veh_09,0,-1,0.7742590336987414,attack_free,benign_fp
11,strong_campaign,veh_09-w04,Challenge_D::Pre_train_D_2.csv::55::test,Pre_train_D_2.csv,Challenge_D,veh_09,0,-1,0.9313973063973064,attack_free,benign_fp
11,strong_campaign,veh_09-w05,OCSLab_Car::normal_run_data.txt::640::test,normal_run_data.txt,OCSLab_Car,veh_09,0,-1,0.94884287454324,attack_free,benign_fp
11,strong_campaign,veh_09-w06,OCSLab_Car::gear_dataset.csv::584::test,gear_dataset.csv,OCSLab_Car,veh_09,0,-1,0.6585464880227365,attack_free,benign_fp
11,strong_campaign,veh_09-w07,OCSLab_Car::normal_run_data.txt::91::test,normal_run_data.txt,OCSLab_Car,veh_09,0,-1,0.7726349979699554,attack_free,benign_fp
11,strong_campaign,veh_09-w08,Challenge_D::Pre_train_D_0.csv::260::test,Pre_train_D_0.csv,Challenge_D,veh_09,0,-1,0.8573232323232324,attack_free,benign_fp
11,strong_campaign,veh_09-w09,Challenge_D::Pre_train_D_2.csv::673::test,Pre_train_D_2.csv,Challenge_D,veh_09,0,-1,0.7138047138047138,attack_free,benign_fp
11,strong_campaign,veh_10-w00,Challenge_S::Pre_train_S_0.csv::67::test,Pre_train_S_0.csv,Challenge_S,veh_10,0,-1,0.5606060606060606,attack_free,benign_fp
11,strong_campaign,veh_10-w01,OCSLab_Car::normal_run_data.txt::48::test,normal_run_data.txt,OCSLab_Car,veh_10,0,-1,0.8830694275274056,attack_free,benign_fp
11,strong_campaign,veh_10-w02,Challenge_S::Pre_train_S_2.csv::768::test,Pre_train_S_2.csv,Challenge_S,veh_10,0,-1,0.6893939393939394,attack_free,benign_fp
11,strong_campaign,veh_10-w03,OCSLab_Car::RPM_dataset.csv::616::test,RPM_dataset.csv,OCSLab_Car,veh_10,0,-1,0.6760048721071864,attack_free,benign_fp
11,strong_campaign,veh_10-w04,Challenge_S::Pre_train_S_2.csv::35::test,Pre_train_S_2.csv,Challenge_S,veh_10,0,-1,0.9823232323232324,attack_free,benign_fp
11,strong_campaign,veh_10-w05,OCSLab_Car::gear_dataset.csv::651::test,gear_dataset.csv,OCSLab_Car,veh_10,0,-1,0.949654892407633,attack_free,benign_fp
11,strong_campaign,veh_10-w06,OCSLab_Car::normal_run_data.txt::252::test,normal_run_data.txt,OCSLab_Car,veh_10,0,-1,0.9910678034916768,attack_free,benign_fp
11,strong_campaign,veh_10-w07,OCSLab_Car::normal_run_data.txt::444::test,normal_run_data.txt,OCSLab_Car,veh_10,0,-1,0.926512383272432,attack_free,benign_fp
11,strong_campaign,veh_10-w08,Challenge_S::Pre_train_S_2.csv::596::test,Pre_train_S_2.csv,Challenge_S,veh_10,0,-1,0.872895622895623,attack_free,benign_fp
11,strong_campaign,veh_10-w09,OCSLab_Car::normal_run_data.txt::464::test,normal_run_data.txt,OCSLab_Car,veh_10,0,-1,0.8258221680876979,attack_free,benign_fp
11,strong_campaign,veh_11-w00,OCSLab_Car::normal_run_data.txt::611::test,normal_run_data.txt,OCSLab_Car,veh_11,0,-1,0.976045473000406,attack_free,benign_fp
11,strong_campaign,veh_11-w01,OCSLab_Car::Fuzzy_dataset.csv::417::test,Fuzzy_dataset.csv,OCSLab_Car,veh_11,0,-1,0.5602923264311814,attack_free,benign_fp
11,strong_campaign,veh_11-w02,OCSLab_Car::normal_run_data.txt::546::test,normal_run_data.txt,OCSLab_Car,veh_11,0,-1,0.877791311408851,attack_free,benign_fp
11,strong_campaign,veh_11-w03,Challenge_S::Pre_train_S_2.csv::651::test,Pre_train_S_2.csv,Challenge_S,veh_11,0,-1,0.7015993265993266,attack_free,benign_fp
11,strong_campaign,veh_11-w04,OCSLab_Car::normal_run_data.txt::364::test,normal_run_data.txt,OCSLab_Car,veh_11,0,-1,0.9464068209500608,attack_free,benign_fp
11,strong_campaign,veh_11-w05,OCSLab_Car::normal_run_data.txt::587::test,normal_run_data.txt,OCSLab_Car,veh_11,0,-1,0.976045473000406,attack_free,benign_fp
11,strong_campaign,veh_11-w06,OCSLab_Car::normal_run_data.txt::623::test,normal_run_data.txt,OCSLab_Car,veh_11,0,-1,0.7685749086479903,attack_free,benign_fp
11,strong_campaign,veh_11-w07,OCSLab_Car::normal_run_data.txt::764::test,normal_run_data.txt,OCSLab_Car,veh_11,0,-1,0.8302882663418595,attack_free,benign_fp
11,strong_campaign,veh_11-w08,Challenge_D::Pre_train_D_2.csv::605::test,Pre_train_D_2.csv,Challenge_D,veh_11,0,-1,0.6872895622895623,attack_free,benign_fp
11,strong_campaign,veh_11-w09,OCSLab_Car::normal_run_data.txt::64::test,normal_run_data.txt,OCSLab_Car,veh_11,0,-1,0.9801055623223712,attack_free,benign_fp
11,strong_campaign,veh_12-w00,OCSLab_Car::normal_run_data.txt::215::test,normal_run_data.txt,OCSLab_Car,veh_12,0,-1,0.731628095818108,attack_free,benign_fp
11,strong_campaign,veh_12-w01,Challenge_D::Pre_train_D_1.csv::89::test,Pre_train_D_1.csv,Challenge_D,veh_12,0,-1,0.8476430976430976,attack_free,benign_fp
11,strong_campaign,veh_12-w02,Challenge_D::Pre_train_D_2.csv::745::test,Pre_train_D_2.csv,Challenge_D,veh_12,0,-1,0.9225589225589226,attack_free,benign_fp
11,strong_campaign,veh_12-w03,Challenge_S::Pre_train_S_0.csv::276::test,Pre_train_S_0.csv,Challenge_S,veh_12,0,-1,0.917087542087542,attack_free,benign_fp
11,strong_campaign,veh_12-w04,OCSLab_Car::normal_run_data.txt::83::test,normal_run_data.txt,OCSLab_Car,veh_12,0,-1,0.6995533901745838,attack_free,benign_fp
11,strong_campaign,veh_12-w05,Challenge_D::Pre_train_D_2.csv::643::test,Pre_train_D_2.csv,Challenge_D,veh_12,0,-1,0.9587542087542088,attack_free,benign_fp
11,strong_campaign,veh_12-w06,OCSLab_Car::normal_run_data.txt::463::test,normal_run_data.txt,OCSLab_Car,veh_12,0,-1,0.7117336581404791,attack_free,benign_fp
11,strong_campaign,veh_12-w07,OCSLab_Car::normal_run_data.txt::109::test,normal_run_data.txt,OCSLab_Car,veh_12,0,-1,0.7766950872919204,attack_free,benign_fp
11,strong_campaign,veh_12-w08,OCSLab_Car::Fuzzy_dataset.csv::127::test,Fuzzy_dataset.csv,OCSLab_Car,veh_12,0,-1,0.5724725943970768,attack_free,benign_fp
11,strong_campaign,veh_12-w09,Challenge_S::Pre_train_S_1.csv::771::test,Pre_train_S_1.csv,Challenge_S,veh_12,0,-1,0.8964646464646465,attack_free,benign_fp
11,strong_campaign,veh_13-w00,OCSLab_Car::normal_run_data.txt::283::test,normal_run_data.txt,OCSLab_Car,veh_13,0,-1,0.9045879009338206,attack_free,benign_fp
11,strong_campaign,veh_13-w01,OCSLab_Car::normal_run_data.txt::653::test,normal_run_data.txt,OCSLab_Car,veh_13,0,-1,0.7921234267153877,attack_free,benign_fp
11,strong_campaign,veh_13-w02,OCSLab_Car::normal_run_data.txt::537::test,normal_run_data.txt,OCSLab_Car,veh_13,0,-1,0.9078359723913926,attack_free,benign_fp
11,strong_campaign,veh_13-w03,Challenge_D::Pre_train_D_0.csv::99::test,Pre_train_D_0.csv,Challenge_D,veh_13,0,-1,0.9137205387205388,attack_free,benign_fp
11,strong_campaign,veh_13-w04,Challenge_D::Pre_train_D_0.csv::248::test,Pre_train_D_0.csv,Challenge_D,veh_13,0,-1,0.8038720538720538,attack_free,benign_fp
11,strong_campaign,veh_13-w05,Challenge_D::Pre_train_D_0.csv::137::test,Pre_train_D_0.csv,Challenge_D,veh_13,0,-1,0.5505050505050505,attack_free,benign_fp
11,strong_campaign,veh_13-w06,Challenge_S::Pre_train_S_2.csv::724::test,Pre_train_S_2.csv,Challenge_S,veh_13,0,-1,0.5862794612794613,attack_free,benign_fp
11,strong_campaign,veh_13-w07,OCSLab_Car::normal_run_data.txt::275::test,normal_run_data.txt,OCSLab_Car,veh_13,0,-1,0.9849776695087292,attack_free,benign_fp
11,strong_campaign,veh_13-w08,OCSLab_Car::normal_run_data.txt::158::test,normal_run_data.txt,OCSLab_Car,veh_13,0,-1,0.877791311408851,attack_free,benign_fp
11,strong_campaign,veh_13-w09,OCSLab_Car::normal_run_data.txt::496::test,normal_run_data.txt,OCSLab_Car,veh_13,0,-1,0.72675598863175,attack_free,benign_fp
11,strong_campaign,veh_14-w00,OCSLab_Car::DoS_dataset.csv::350::test,DoS_dataset.csv,OCSLab_Car,veh_14,0,-1,0.558262281770199,attack_free,benign_fp
11,strong_campaign,veh_14-w01,OCSLab_Car::normal_run_data.txt::103::test,normal_run_data.txt,OCSLab_Car,veh_14,0,-1,0.8518067397482745,attack_free,benign_fp
11,strong_campaign,veh_14-w02,Challenge_D::Pre_train_D_0.csv::151::test,Pre_train_D_0.csv,Challenge_D,veh_14,0,-1,0.9629629629629628,attack_free,benign_fp
11,strong_campaign,veh_14-w03,OCSLab_Car::gear_dataset.csv::578::test,gear_dataset.csv,OCSLab_Car,veh_14,0,-1,0.7876573284612262,attack_free,benign_fp
11,strong_campaign,veh_14-w04,Challenge_D::Pre_train_D_2.csv::581::test,Pre_train_D_2.csv,Challenge_D,veh_14,0,-1,0.6620370370370371,attack_free,benign_fp
11,strong_campaign,veh_14-w05,OCSLab_Car::gear_dataset.csv::766::test,gear_dataset.csv,OCSLab_Car,veh_14,0,-1,0.7442143727161997,attack_free,benign_fp
11,strong_campaign,veh_14-w06,Challenge_D::Pre_train_D_0.csv::22::test,Pre_train_D_0.csv,Challenge_D,veh_14,0,-1,0.9949494949494948,attack_free,benign_fp
11,strong_campaign,veh_14-w07,Challenge_D::Pre_train_D_0.csv::146::test,Pre_train_D_0.csv,Challenge_D,veh_14,0,-1,0.960016835016835,attack_free,benign_fp
11,strong_campaign,veh_14-w08,OCSLab_Car::gear_dataset.csv::559::test,gear_dataset.csv,OCSLab_Car,veh_14,0,-1,0.606171335769387,attack_free,benign_fp
11,strong_campaign,veh_14-w09,OCSLab_Car::normal_run_data.txt::303::test,normal_run_data.txt,OCSLab_Car,veh_14,0,-1,0.967925294356476,attack_free,benign_fp
11,strong_campaign,veh_15-w00,OCSLab_Car::normal_run_data.txt::14::test,normal_run_data.txt,OCSLab_Car,veh_15,0,-1,0.8229801055623224,attack_free,benign_fp
11,strong_campaign,veh_15-w01,OCSLab_Car::DoS_dataset.csv::132::test,DoS_dataset.csv,OCSLab_Car,veh_15,0,-1,0.587088915956151,attack_free,benign_fp
11,strong_campaign,veh_15-w02,Challenge_S::Pre_train_S_0.csv::26::test,Pre_train_S_0.csv,Challenge_S,veh_15,0,-1,0.944023569023569,attack_free,benign_fp
11,strong_campaign,veh_15-w03,OCSLab_Car::normal_run_data.txt::380::test,normal_run_data.txt,OCSLab_Car,veh_15,0,-1,0.9618351603735282,attack_free,benign_fp
