window_id,vehicle_model,attack_type,label,source_file,start_frame_idx,end_frame_idx,frame_count,unique_can_id_count,can_id_entropy,most_common_can_id_ratio,mean_inter_arrival_time,std_inter_arrival_time,mean_dlc,std_dlc,byte_mean_0,byte_std_0,byte_mean_1,byte_std_1,byte_mean_2,byte_std_2,byte_mean_3,byte_std_3,byte_mean_4,byte_std_4,byte_mean_5,byte_std_5,byte_mean_6,byte_std_6,byte_mean_7,byte_std_7,block_id,split,source_trace,physical_vehicle,window_uid,anomaly_score,local_alert,weak_signal,message_rate,burstiness,payload_entropy
11,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,550,650,100.0,49.0,5.3687584396607635,0.04,0.0003905464904476898,0.00059155052864555,7.46,1.2362847568420472,43.6,65.97378267160373,55.25,76.73504740338667,51.29,77.40042570942359,70.97,85.49192418000662,60.285714285714285,89.70676107591643,53.741573033707866,75.85683264017634,52.423529411764704,71.12067234357445,73.5679012345679,74.51670427885843,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::11::train,0.9852693602693603,1,0,100.0,1.5146699008805502,2.066045681300501
12,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,600,700,100.0,45.0,5.263856189709803,0.04,0.00040175698020241475,0.0006672721247752845,7.46,1.2362847568420472,45.89,67.32887864802146,62.48,79.42663029488283,54.78,79.15902728053194,71.01,87.27147242942564,61.120879120879124,91.85306412002886,56.325842696629216,77.5292297587593,53.78823529411765,69.12122243568513,67.50617283950618,68.52288496820015,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::12::train,0.9747474747474747,1,0,100.0,1.6608808229250298,2.0711905979732093
13,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,650,750,100.0,44.0,5.227759784966878,0.05,0.000404283253833501,0.0006716539531320365,7.44,1.3062924634246347,43.25,61.6829595593467,59.4,77.64238533172458,56.01010101010101,80.49010164999272,70.02020202020202,83.47793270346382,56.97802197802198,87.88466193074213,56.853932584269664,77.90105371513302,50.31764705882353,67.8963243854327,74.55555555555556,76.04774328840573,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::13::train,0.9595959595959596,1,0,100.0,1.6613408678752255,2.066639091086358
14,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,700,800,100.0,45.0,5.263856189709803,0.04,0.0004019689078282828,0.0006916687974291744,7.52,1.2122705968553393,40.82,57.45195906146283,55.11,75.4359191632209,53.696969696969695,77.68395626848786,74.33333333333333,86.61711870366766,51.39784946236559,80.46840557914923,56.24175824175824,77.62509799457149,51.206896551724135,71.51418763362516,74.91566265060241,78.87663156913729,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::14::train,0.946969696969697,1,0,100.0,1.7206979526553212,2.0614518296330973
15,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,750,850,100.0,39.0,5.081467880143183,0.05,0.0004156864050662879,0.000691724392730079,7.47,1.2120643547270913,42.91,60.921768687391214,57.7,77.4728984871484,54.54,73.01471358568764,77.44,89.76795864895224,58.81521739130435,83.82680506074338,59.29213483146067,81.24525254890054,59.77647058823529,75.77945965227195,68.07407407407408,64.34528343776155,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::15::train,0.7563131313131313,0,1,100.0,1.6640494378697201,2.0671962740779737
16,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,800,900,100.0,39.0,5.081467880143183,0.05,0.00042277875572744044,0.0006710088859455316,7.37,1.3686124360095517,43.29,65.25554305957463,54.87,74.4150058791908,55.61616161616162,75.10729121295493,75.78787878787878,86.05639127536573,60.28888888888889,82.25964913943659,56.54022988505747,77.79501573693761,59.06024096385542,73.94451671185068,73.24050632911393,61.76726739352016,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::16::train,0.8880471380471381,1,0,100.0,1.5871358002726144,2.0661619079036333
17,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,850,950,100.0,39.0,5.07292035042045,0.05,0.00042810102905889956,0.0007059351991314199,7.36,1.3893883546366725,43.34,64.2333589344353,61.55,77.62452898407822,52.878787878787875,73.62315631651164,78.98989898989899,87.92541547157103,57.674157303370784,81.01959470037762,56.172413793103445,78.2618955589018,56.325301204819276,70.40778099691308,81.26582278481013,72.51568295862583,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::17::train,0.8838383838383839,1,0,100.0,1.6489882112525451,2.060273197042837
18,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,900,1000,100.0,39.0,5.055825290974983,0.05,0.0004622815835355508,0.0007780138198474348,7.44,1.2435433245367853,41.27,60.47046469145081,60.4,76.02512742508229,50.95,71.99588529909192,79.65,88.45963768860915,64.02197802197803,86.62930727879517,62.741573033707866,83.49736295235601,62.464285714285715,74.01165391319117,88.35,79.31946482421576,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::18::train,0.9132996632996633,1,0,100.0,1.6829831958997072,2.0557201740972735
19,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,950,1050,100.0,39.0,5.04727776125225,0.05,0.0004557479511607777,0.0007645091764866765,7.42,1.250439922587247,46.54,69.03961471503155,54.44,74.01342040468066,45.93,67.30040935982485,76.65,84.51619667259052,71.50549450549451,93.20111465003093,69.13483146067416,86.9592686534729,64.25301204819277,76.15169442117964,86.43037974683544,75.86124634702587,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::19::train,0.9335016835016835,1,0,100.0,1.677478740300985,2.057012362288487
20,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1000,1100,100.0,43.0,5.191663380223953,0.05,0.000406727646336411,0.0006802249974321042,7.42,1.2820296408429877,52.36,77.61836380651168,49.42,69.89179923281415,40.21,59.78549907795367,75.03,85.67151860449304,64.2,93.51294622195961,65.44318181818181,85.89989654382401,54.36904761904762,71.87916112375599,79.1125,74.95765367025571,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::20::train,0.8594276094276094,1,0,100.0,1.6724295265632225,2.0578619846834867
21,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1050,1150,100.0,45.0,5.263856189709803,0.04,0.0004018990680424854,0.0006921752118678171,7.54,1.135077089893017,50.05,75.30317058398006,46.48,65.64792152079151,37.62,56.41166191489132,70.04,84.75292561321999,53.31182795698925,85.93057694236563,64.03296703296704,84.82929860717773,51.28735632183908,70.25976563954373,76.26506024096386,76.55726014179228,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::21::train,0.9751683501683501,1,0,100.0,1.722257015877505,2.0564177877545986
22,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1100,1200,100.0,46.0,5.296307314686725,0.04,0.00039985685637502957,0.0006874567490867558,7.5,1.1874342087037917,46.14,68.73922024579564,47.51,68.39758694573955,36.44,53.35603433539641,70.28,84.21924720632452,53.97826086956522,83.35635630295904,65.3,85.42435900322056,53.05813953488372,71.34641247661199,78.5,80.1211354229545,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::22::train,0.9562289562289562,1,0,100.0,1.7192528247887797,2.052761517308954
23,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1150,1250,100.0,47.0,5.328758439663647,0.04,0.00039778815375434025,0.0006963467412067825,7.52,1.1788129622633101,43.94,66.495386306119,47.26,68.91786705927571,40.67,60.231064244291744,72.78,85.60030140133853,52.641304347826086,80.68316745977536,67.04444444444445,87.15247317343848,53.96551724137931,72.36329930843,82.73493975903614,81.81688109568395,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::23::train,0.9137205387205387,1,0,100.0,1.750542302711502,2.050654280330444
24,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1200,1300,100.0,41.0,5.119470570738102,0.05,0.0004108770929201685,0.0007058103439091198,7.47,1.195449706177554,50.65,71.99602419578459,54.92,77.30248120209338,43.55,63.28339039590088,75.04,84.99881410937448,55.141304347826086,80.09105979551177,74.97777777777777,91.89873385390366,54.76470588235294,71.83291840159333,81.775,73.53570136335141,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::24::train,0.14856902356902357,0,0,100.0,1.7178096278943134,2.0573907709613244
25,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1250,1350,100.0,38.0,5.019728886232058,0.05,0.0004231520373411853,0.0007136367760990354,7.43,1.2430205147140574,53.06,74.30784884519267,58.26,77.8451822529821,44.95,59.81895602566129,77.67,84.48645512743448,58.1978021978022,81.96504478494622,80.57303370786516,93.85727721547347,57.773809523809526,71.60712108617015,81.39240506329114,72.16181144431265,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::25::train,0.15698653198653198,0,0,100.0,1.6864744268009002,2.058865243895091
26,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1300,1400,100.0,35.0,4.937082261171482,0.05,0.0004446675079037445,0.0007457702406100037,7.5,1.1874342087037917,52.78,77.42629785802754,53.42,69.07766353894723,48.47,61.5591512287166,81.6,86.7728068002874,64.44565217391305,87.06810978748747,85.4,93.79170775950529,73.74418604651163,81.72574471926747,76.57317073170732,69.92243620661692,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::26::train,0.9638047138047138,1,0,100.0,1.6771375245926734,2.0593329713457353
27,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1350,1450,100.0,37.0,5.0007275409346,0.05,0.0004296567704942491,0.0006900902320826211,7.48,1.1956588142108098,54.58,81.80258920107605,50.07,66.4163014628186,48.9,64.94682440273735,80.12,87.00348039015451,69.73913043478261,91.90376223140886,80.96666666666667,93.51250064979429,76.18823529411765,86.20870627762768,70.27160493827161,69.7779568903715,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::27::train,0.9364478114478114,1,0,100.0,1.6061393031220828,2.061431347639703
28,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1400,1500,100.0,39.0,5.0643728206977165,0.05,0.0004512204064263238,0.0007747394332674044,7.48,1.1956588142108098,58.83,85.31073261905561,51.19,67.54697550593957,48.51,67.50044370224539,74.18,82.31019134955282,60.58695652173913,88.99586607081119,77.04444444444445,94.41514839745568,63.1764705882353,80.8379899727682,74.96296296296296,73.36572423451851,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::28::train,0.7508417508417509,0,1,100.0,1.7169828874107396,2.066399440196129
29,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1450,1550,100.0,40.0,5.100469225440644,0.05,0.0004487567477756076,0.0007791967596747445,7.46,1.2362847568420472,58.36,83.71421862503406,55.78,72.03174022609754,49.2,67.8770948111364,76.3,84.6030141307034,50.27472527472528,79.83156250617468,78.17977528089888,93.96133101330675,56.470588235294116,76.41505676013058,80.96296296296296,73.21260170224095,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::29::train,0.2159090909090909,0,0,100.0,1.7363416309513307,2.060984738926349
30,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1500,1600,100.0,49.0,5.381209564639129,0.04,0.00036211206455423375,0.0005907836944267129,7.5,1.1874342087037917,48.07,75.92868430310116,51.02,71.9565118665434,44.86,64.62987235017567,70.4,86.63371168315486,46.98913043478261,75.50172681083373,73.12222222222222,90.85639802308035,51.151162790697676,72.18846739077728,67.8170731707317,69.97161934230827,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::30::train,0.936026936026936,1,0,100.0,1.6314895878003624,2.0613083868544857
31,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1550,1650,100.0,45.0,5.263856189709803,0.04,0.0004018990680424854,0.0007158698074571576,7.46,1.2362847568420472,51.89,78.11298163557707,55.07,73.89117064981444,44.57,65.24526879398996,68.08,83.91992373685763,50.46153846153846,77.12446166194047,75.12359550561797,91.41961781753301,56.61176470588235,75.06202832914798,65.14814814814815,69.55735019181256,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::31::train,0.36195286195286197,0,0,100.0,1.7812134517515983,2.066200553007572
32,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1600,1700,100.0,43.0,5.200210909946686,0.05,0.00043753662494697956,0.0007697370458796033,7.5,1.1874342087037917,59.46,81.7123515755115,56.31,74.02846682189225,46.75,66.28731024864412,68.67,81.55048191151293,55.09782608695652,79.71321692038178,83.52222222222223,97.25753073130439,60.80232558139535,77.59357737857964,72.98780487804878,76.5765190245231,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::32::train,0.5286195286195287,0,0,100.0,1.7592476669243688,2.064827432550654
33,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1650,1750,100.0,45.0,5.2687584396665335,0.04,0.0004025252178461865,0.0007111409896785693,7.62,1.0176443386566842,59.47,80.33747008712685,52.33,68.72292994336024,48.64,66.70150223195877,67.03,80.84200084114693,58.2,83.97400600311101,76.86021505376344,94.15984937521063,62.08988764044944,77.36498067484304,76.12941176470588,78.34400584981059,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::33::train,0.9191919191919192,1,0,100.0,1.7666948341494386,2.0677526651270464
34,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1700,1800,100.0,40.0,5.091921695717911,0.05,0.00041260622968577375,0.0007142257225207911,7.44,1.2435433245367853,53.87,74.14184446046646,55.42,71.1300470968493,48.2,64.43632515902813,67.67,78.32446041946284,66.53846153846153,89.87871041934305,75.28089887640449,91.0593075984856,60.79761904761905,73.23669711186378,78.2375,72.8110986989621,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::34::train,0.5012626262626263,0,0,100.0,1.7310063206229291,2.0671848313841896
35,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1750,1850,100.0,37.0,4.983632481489132,0.05,0.0004203945699364248,0.0007255855588216653,7.39,1.2875946567146042,49.47,68.4355835804737,49.34,66.06908808209782,45.58,61.31397556838082,66.01,75.68744876133691,67.91111111111111,90.89635666142505,73.45454545454545,88.51937500946397,53.975903614457835,67.10376354583107,71.02564102564102,65.90824514759319,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::35::train,0.9911616161616161,1,0,100.0,1.7259590983116055,2.064046478224796
36,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1800,1900,100.0,36.0,4.973178665914408,0.05,0.0004248089260525174,0.0007489372729684352,7.42,1.25841169733915,47.12,64.94201721535912,56.35,68.00299625751795,49.01,65.02391790718244,70.0,79.05403215522912,67.78021978021978,90.80831183791929,67.3409090909091,82.68984855300563,54.32142857142857,70.2756749750387,78.31645569620254,71.02638915965083,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::36::train,0.9288720538720538,1,0,100.0,1.7629938168531574,2.0649490614684574
37,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1850,1950,100.0,40.0,5.117564284886111,0.05,0.0004178080895934442,0.0006963443654858587,7.39,1.3333791658789331,44.69,64.58617421708767,58.88,72.96359092040358,50.717171717171716,67.32928886803695,75.62626262626263,84.1352429618781,68.18681318681318,92.68330955497866,75.125,85.40542516566072,53.566265060240966,69.97558830291733,95.92405063291139,80.45374048654243,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::37::train,0.7537878787878788,0,1,100.0,1.6666568124773151,2.051345974102022
38,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1900,2000,100.0,39.0,5.0643728206977165,0.05,0.0004232844921073528,0.0007236101000961399,7.42,1.3128594745821047,52.99,74.56802196652396,49.63,65.50475631585847,47.22222222222222,61.78695157523729,81.88888888888889,86.18407466016015,63.0,89.92389945007774,75.53932584269663,86.82373415736424,51.45238095238095,66.08803738050673,90.3125,78.75493536122038,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::38::train,0.859006734006734,1,0,100.0,1.70950838993702,2.0509801335802407
39,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,1950,2050,100.0,42.0,5.164114505203761,0.05,0.0004163727615818833,0.0007295888164056503,7.46,1.2362847568420472,59.53,80.6623152407616,49.41,61.99049846549066,44.24,58.78148007663638,82.74,87.80177902525666,54.54945054945055,83.76265051069734,61.943820224719104,80.79414256644063,51.90588235294118,67.93571763147723,76.75308641975309,72.57223406469365,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::39::train,0.9271885521885522,1,0,100.0,1.7522449388592674,2.058383535259471
40,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,2000,2100,100.0,49.0,5.381209564639129,0.04,0.00038594910592743844,0.0006628091709411465,7.48,1.260793400997959,48.31,72.82069692058708,48.96,64.99691069581691,44.5959595959596,63.81031220164257,71.24242424242425,84.0726106217079,49.16304347826087,80.26576469480365,53.733333333333334,73.17874615548484,57.383720930232556,76.18263987755228,70.02439024390245,71.4084738446588,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::40::train,0.9945286195286195,1,0,100.0,1.717344187141536,2.0652909256922776
41,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,2050,2150,100.0,46.0,5.296307314686725,0.04,0.0003974245052144985,0.0007063078667991848,7.4,1.3490737563232043,37.8,56.83203322071102,55.37,72.9878969418903,46.27272727272727,61.986120665744565,68.78787878787878,80.35128338716878,55.577777777777776,83.43912987958186,62.07954545454545,78.65274970499777,60.75,77.73533776922332,68.35,69.092528539633,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::41::train,0.9621212121212122,1,0,100.0,1.777208200107782,2.0633121914674355
42,Challenge_D,attack_free,0,/workspace/Dataset/ocslab/0_Preliminary/0_Training/Pre_train_D_0.csv,2100,2200,100.0,45.0,5.2687584396665335,0.04,0.00040900105177754106,0.0007260649772738467,7.46,1.2362847568420472,35.51,52.300572654608665,59.61,77.3968855962564,45.04,58.06942741236562,69.27,81.53623182365003,52.527472527472526,79.99935997811849,70.15730337078652,84.91818916554425,59.588235294117645,77.44497767753599,74.55555555555556,75.10815247295886,0,train,Pre_train_D_0.csv,Challenge_D,Challenge_D::Pre_train_D_0.csv::42::train,0.8472222222222222,1,0,100.0,1.7752110878621172,2.055138507063069
