event_id,gnn_campaign_score
EVT-CHV-000768,0.70351815
EVT-CHV-000772,0.8147346
EVT-CHV-000773,0.7988877
EVT-CHV-000774,0.62955594
EVT-CHV-000776,0.88536775
EVT-CHV-000777,0.8688873
EVT-CHV-000780,0.70296645
EVT-CHV-000782,0.25981626
EVT-CHV-000783,0.70339847
EVT-CHV-000786,0.28638357
EVT-CHV-000788,0.4637472
EVT-CHV-000789,0.34062254
EVT-CHV-000790,0.29893708
EVT-CHV-000795,0.34206572
EVT-CHV-000797,0.30624825
EVT-CHV-000799,0.86541474
EVT-CHV-000800,0.67947304
EVT-CHV-000802,0.26064742
EVT-CHV-000803,0.8478298
EVT-CHV-000806,0.3418037
EVT-CHV-000809,0.34210998
EVT-CHV-000819,0.38533917
EVT-CHV-000821,0.48916024
EVT-CHV-000822,0.89012533
EVT-CHV-000823,0.87009835
EVT-CHV-000825,0.53525805
EVT-CHV-000826,0.5779668
EVT-CHV-000827,0.22670679
EVT-CHV-000829,0.2815238
EVT-CHV-000832,0.4153383
EVT-CHV-000835,0.53395385
EVT-CHV-000842,0.25048724
EVT-CHV-000845,0.8881358
EVT-CHV-000846,0.836385
EVT-CHV-000847,0.72997534
EVT-CHV-000848,0.82248956
EVT-CHV-000849,0.39607608
EVT-CHV-000852,0.34435886
EVT-CHV-000855,0.4768883
EVT-CHV-000858,0.6543993
EVT-CHV-000859,0.5608284
EVT-CHV-000860,0.5087786
EVT-CHV-000861,0.481411
EVT-CHV-000865,0.30795687
EVT-CHV-000868,0.77927226
EVT-CHV-000869,0.84865385
EVT-CHV-000872,0.7010722
EVT-CHV-000875,0.31425405
EVT-CHV-000878,0.6203354
EVT-CHV-000880,0.3098415
EVT-CHV-000881,0.6981171
EVT-CHV-000884,0.41748643
EVT-CHV-000887,0.24909559
EVT-CHV-000890,0.57847875
EVT-CHV-000891,0.8399576
EVT-CHV-000892,0.39685154
EVT-CHV-000893,0.24445328
EVT-CHV-000894,0.4405452
EVT-CHV-000895,0.47613335
EVT-CHV-000901,0.88536227
EVT-CHV-000903,0.35273576
EVT-CHV-000904,0.25448492
EVT-CHV-000913,0.38826686
EVT-CHV-000914,0.8080669
EVT-CHV-000915,0.84589136
EVT-CHV-000918,0.5681397
EVT-CHV-000919,0.4480511
EVT-CHV-000921,0.5979379
EVT-CHV-000923,0.6085232
EVT-CHV-000924,0.22903514
EVT-CHV-000927,0.666915
EVT-CHV-000930,0.80355537
EVT-CHV-000935,0.50621593
EVT-CHV-000936,0.4741351
EVT-CHV-000937,0.86234826
EVT-CHV-000938,0.6265752
EVT-CHV-000939,0.38402298
EVT-CHV-000940,0.62782556
EVT-CHV-000941,0.53547055
EVT-CHV-000942,0.41551772
EVT-CHV-000944,0.61169475
EVT-CHV-000947,0.64074606
EVT-CHV-000949,0.64641035
EVT-CHV-000950,0.6972812
EVT-CHV-000951,0.57798064
EVT-CHV-000957,0.72062385
EVT-CHV-000958,0.40023524
EVT-CHV-000959,0.5565392
EVT-CHV-000960,0.8008497
EVT-CHV-000961,0.7654988
EVT-CHV-000962,0.29248664
EVT-CHV-000964,0.82248324
EVT-CHV-000967,0.54519796
EVT-CHV-000968,0.75089735
EVT-CHV-000970,0.29514086
EVT-CHV-000973,0.5862755
EVT-CHV-000976,0.7695359
EVT-CHV-000982,0.63028663
EVT-CHV-000983,0.856463
EVT-CHV-000984,0.7355504
EVT-CHV-000986,0.26452118
EVT-CHV-000987,0.35846785
EVT-CHV-000990,0.543948
EVT-CHV-000996,0.7892248
EVT-CHV-001004,0.303639
EVT-CHV-001005,0.7379417
EVT-CHV-001006,0.703043
EVT-CHV-001007,0.7600303
EVT-CHV-001011,0.43405735
EVT-CHV-001013,0.7927076
EVT-CHV-001014,0.4066837
EVT-CHV-001016,0.2529493
EVT-CHV-001019,0.66158646
EVT-CHV-001020,0.2455394
EVT-CHV-001022,0.7552154
EVT-CHV-001025,0.4130704
EVT-CHV-001026,0.26028815
EVT-CHV-001028,0.75010437
EVT-CHV-001029,0.44962665
EVT-CHV-001031,0.5438079
EVT-CHV-001032,0.5919341
EVT-CHV-001034,0.25737384
EVT-CHV-001036,0.36555403
EVT-CHV-001037,0.39160463
EVT-CHV-001039,0.72663325
EVT-CHV-001041,0.3464294
EVT-CHV-001042,0.8431364
EVT-CHV-001043,0.38050765
EVT-CHV-001047,0.42700326
EVT-CHV-001048,0.46446913
EVT-CHV-001049,0.60769016
EVT-CHV-001051,0.316355
EVT-CHV-001052,0.6031134
EVT-CHV-001053,0.61964124
EVT-CHV-001054,0.2549812
EVT-CHV-001056,0.40402126
EVT-CHV-001057,0.22262391
EVT-CHV-001059,0.2795051
EVT-CHV-001060,0.40335912
EVT-CHV-001062,0.52175915
EVT-CHV-001065,0.35669398
EVT-CHV-001066,0.27890226
EVT-CHV-001068,0.6994318
EVT-CHV-001070,0.77775866
EVT-CHV-001071,0.47103068
EVT-CHV-001073,0.490038
EVT-CHV-001074,0.5459267
EVT-CHV-001075,0.73460096
EVT-CHV-001076,0.5836189
EVT-CHV-001078,0.7432446
EVT-CHV-001079,0.32608038
EVT-CHV-001082,0.31360096
EVT-CHV-001085,0.38275415
EVT-CHV-001086,0.5523231
EVT-CHV-001087,0.849379
EVT-CHV-001088,0.26766244
EVT-CHV-001095,0.8412016
EVT-CHV-001096,0.29429868
EVT-CHV-001097,0.74917096
EVT-CHV-001098,0.59537566
EVT-CHV-001099,0.5936411
EVT-CHV-001105,0.5308101
EVT-CHV-001106,0.29216498
EVT-CHV-001107,0.510931
EVT-CHV-001108,0.40094605
EVT-CHV-001109,0.40195692
EVT-CHV-001111,0.5618586
EVT-CHV-001114,0.8326266
EVT-CHV-001116,0.5327301
EVT-CHV-001117,0.40879047
EVT-CHV-001120,0.68754584
EVT-CHV-001121,0.5481185
EVT-CHV-001122,0.62185967
EVT-CHV-001123,0.2205183
EVT-CHV-001124,0.81595945
EVT-CHV-001126,0.35425755
EVT-CHV-001129,0.28511477
EVT-CHV-001131,0.6350779
EVT-CHV-001133,0.37816545
EVT-CHV-001134,0.5954237
EVT-CHV-001137,0.43221292
EVT-CHV-001141,0.49792227
EVT-CHV-001142,0.3002427
EVT-CHV-001143,0.35419524
EVT-CHV-001144,0.31325147
EVT-CHV-001145,0.35068804
EVT-CHV-001146,0.29170355
EVT-CHV-001155,0.45738342
EVT-CHV-001157,0.2807344
EVT-CHV-001160,0.85006416
EVT-CHV-001161,0.33837515
EVT-CHV-001162,0.46243143
EVT-CHV-001166,0.71523434
EVT-CHV-001170,0.7580172
EVT-CHV-001177,0.6829509
EVT-CHV-001179,0.8555597
EVT-CHV-001180,0.4656013
EVT-CHV-001181,0.6482317
EVT-CHV-001183,0.8410492
EVT-CHV-001187,0.29487666
EVT-CHV-001189,0.67927593
EVT-CHV-001191,0.37325078
EVT-CHV-001196,0.29782313
EVT-CHV-001199,0.43037564
EVT-CHV-001201,0.39039078
EVT-CHV-001204,0.29796213
EVT-CHV-001207,0.30955017
EVT-CHV-001208,0.27043954
EVT-CHV-001209,0.4936465
EVT-CHV-001211,0.81819755
EVT-CHV-001212,0.49190181
EVT-CHV-001213,0.5053623
EVT-CHV-001214,0.8400515
EVT-CHV-001215,0.25403753
EVT-CHV-001217,0.61275876
EVT-CHV-001219,0.2639359
EVT-CHV-001223,0.3070235
EVT-CHV-001224,0.2919083
EVT-CHV-001225,0.42923597
EVT-CHV-001226,0.62952787
EVT-CHV-001234,0.5311571
EVT-CHV-001235,0.42534655
EVT-CHV-001237,0.4477062
EVT-CHV-001240,0.28024372
EVT-CHV-001242,0.37273598
EVT-CHV-001245,0.69623566
EVT-CHV-001246,0.28371915
EVT-CHV-001247,0.26527193
EVT-CHV-001248,0.24000138
EVT-CHV-001250,0.30945227
EVT-CHV-001252,0.81934065
EVT-CHV-001254,0.30727544
EVT-CHV-001255,0.3757307
EVT-CHV-001258,0.7589965
EVT-CHV-001260,0.36063367
EVT-CHV-001263,0.70342886
EVT-CHV-001265,0.34191754
EVT-CHV-001270,0.5851792
EVT-CHV-001271,0.60327977
EVT-CHV-001272,0.2970611
EVT-CHV-001273,0.30224732
EVT-CHV-001274,0.34493256
EVT-CHV-001275,0.3910517
EVT-CHV-001280,0.52304995
EVT-CHV-001281,0.6993992
EVT-CHV-001282,0.5017892
EVT-CHV-001283,0.5333963
EVT-CHV-001284,0.22775419
EVT-CHV-001288,0.38521132
EVT-CHV-001296,0.246
EVT-CHV-001299,0.71892446
EVT-CHV-001301,0.5654809
EVT-CHV-001303,0.33498418
EVT-CHV-001304,0.33626464
EVT-CHV-001305,0.41215578
EVT-CHV-001308,0.4010555
EVT-CHV-001309,0.5271019
EVT-CHV-001311,0.350733
EVT-CHV-001314,0.40249816
EVT-CHV-001315,0.33661643
EVT-CHV-001316,0.38902983
EVT-CHV-001317,0.83478785
EVT-CHV-001319,0.30567643
EVT-CHV-001321,0.8130454
EVT-CHV-001322,0.27753636
EVT-CHV-001323,0.28743106
EVT-CHV-001326,0.6956291
EVT-CHV-001327,0.46353066
EVT-CHV-001328,0.24180952
EVT-CHV-001334,0.32395905
EVT-CHV-001346,0.3306506
EVT-CHV-001347,0.4620175
EVT-CHV-001350,0.5705713
EVT-CHV-001351,0.7112251
EVT-CHV-001353,0.3021951
EVT-CHV-001355,0.71336186
EVT-CHV-001357,0.4047779
EVT-CHV-001361,0.6967829
EVT-CHV-001362,0.27635017
EVT-CHV-001363,0.73062474
EVT-CHV-001364,0.39709958
EVT-CHV-001365,0.6906408
EVT-CHV-001367,0.52640957
EVT-CHV-001368,0.73585814
EVT-CHV-001372,0.6119489
EVT-CHV-001373,0.721776
EVT-CHV-001374,0.51250255
EVT-CHV-001375,0.61011636
EVT-CHV-001380,0.45325127
EVT-CHV-001383,0.35646322
EVT-CHV-001385,0.26998356
EVT-CHV-001387,0.4101788
EVT-CHV-001392,0.6063915
EVT-CHV-001393,0.79846025
EVT-CHV-001396,0.46932888
EVT-CHV-001397,0.62835616
EVT-CHV-001399,0.68200976
EVT-CHV-001401,0.25345004
EVT-CHV-001403,0.3328213
EVT-CHV-001404,0.2775365
EVT-CHV-001406,0.33914742
EVT-CHV-001409,0.5015215
EVT-CHV-001418,0.3774264
EVT-CHV-001421,0.23668097
EVT-CHV-001422,0.22613443
EVT-CHV-001426,0.37692183
EVT-CHV-001429,0.2729934
EVT-CHV-001435,0.48189503
EVT-CHV-001438,0.8353777
EVT-CHV-001439,0.7401608
EVT-CHV-001440,0.23450401
EVT-CHV-001441,0.647677
EVT-CHV-001442,0.63420665
EVT-CHV-001443,0.22733912
EVT-CHV-001445,0.40494463
EVT-CHV-001447,0.47891527
EVT-CHV-001449,0.28056565
EVT-CHV-001452,0.26213765
EVT-CHV-001453,0.45579043
EVT-CHV-001454,0.24693951
EVT-CHV-001455,0.35030663
EVT-CHV-001458,0.28161886
EVT-CHV-001459,0.3243242
EVT-CHV-001460,0.27347106
EVT-CHV-001464,0.59982246
EVT-CHV-001465,0.5938919
EVT-CHV-001466,0.35713333
EVT-CHV-001473,0.23374006
EVT-CHV-001475,0.43356267
EVT-CHV-001484,0.567491
EVT-CHV-001485,0.40001497
EVT-CHV-001487,0.67011803
EVT-CHV-001489,0.7269357
EVT-CHV-001490,0.25070214
EVT-CHV-001491,0.80400854
EVT-CHV-001493,0.7806153
EVT-CHV-001494,0.26379052
EVT-CHV-001498,0.35258952
EVT-CHV-001500,0.61372703
EVT-CHV-001501,0.7884209
EVT-CHV-001502,0.3729544
EVT-CHV-001504,0.46738192
EVT-CHV-001507,0.37814158
EVT-CHV-001508,0.73050725
EVT-CHV-001509,0.24978016
EVT-CHV-001510,0.49278834
EVT-CHV-001511,0.61672837
EVT-CHV-001512,0.49824515
EVT-CHV-001513,0.47926533
EVT-CHV-001518,0.6045453
EVT-CHV-001519,0.24700032
EVT-CHV-001520,0.7782613
EVT-CHV-001521,0.5585789
EVT-CHV-001522,0.31502736
EVT-CHV-001523,0.21718945
EVT-CHV-001526,0.3246486
EVT-CHV-001527,0.28114602
EVT-CHV-001528,0.29595324
EVT-CHV-001530,0.323415
EVT-CHV-001531,0.31730837
EVT-CHV-001533,0.8147499
EVT-CHV-001535,0.68140614
EVT-CHV-001537,0.6209241
EVT-CHV-001539,0.4797643
EVT-CHV-001542,0.31821787
EVT-CHV-001543,0.7105871
EVT-CHV-001545,0.28641397
EVT-CHV-001547,0.30760333
EVT-CHV-001548,0.4352198
EVT-CHV-001550,0.43922776
EVT-CHV-001553,0.7094208
EVT-CHV-001556,0.6331265
EVT-CHV-001558,0.37146327
EVT-CHV-001560,0.45492184
EVT-CHV-001564,0.79668397
EVT-CHV-001565,0.24388301
EVT-CHV-001566,0.5461653
EVT-CHV-001567,0.2579004
EVT-CHV-001572,0.27743602
EVT-CHV-001576,0.56084937
EVT-CHV-001577,0.33605215
EVT-CHV-001579,0.79525614
EVT-CHV-001580,0.44996285
EVT-CHV-001581,0.64311767
EVT-CHV-001582,0.28271258
EVT-CHV-001583,0.6903344
EVT-CHV-001585,0.30682385
EVT-CHV-001589,0.5878615
EVT-CHV-001592,0.43231905
EVT-CHV-001593,0.37469494
EVT-CHV-001596,0.59309685
EVT-CHV-001599,0.5758804
EVT-CHV-001602,0.61263996
EVT-CHV-001604,0.21512128
EVT-CHV-001605,0.59596765
EVT-CHV-001606,0.78273463
EVT-CHV-001610,0.76461786
EVT-CHV-001612,0.35241047
EVT-CHV-001617,0.3732521
EVT-CHV-001619,0.73731756
EVT-CHV-001623,0.23910601
EVT-CHV-001625,0.60489273
EVT-CHV-001626,0.36294273
EVT-CHV-001627,0.71806747
EVT-CHV-001628,0.39254808
EVT-CHV-001629,0.6057136
EVT-CHV-001630,0.8221171
EVT-CHV-001631,0.25804043
EVT-CHV-001636,0.33344388
EVT-CHV-001639,0.3104035
EVT-CHV-001645,0.46210894
EVT-CHV-001646,0.46659082
EVT-CHV-001648,0.630474
EVT-CHV-001649,0.29633242
EVT-CHV-001650,0.40886807
EVT-CHV-001652,0.8012939
EVT-CHV-001654,0.30501384
EVT-CHV-001655,0.7986212
EVT-CHV-001656,0.73628473
EVT-CHV-001657,0.32050043
EVT-CHV-001658,0.67389035
EVT-CHV-001659,0.6488697
EVT-CHV-001663,0.23436299
EVT-CHV-001665,0.7137183
EVT-CHV-001666,0.58356977
EVT-CHV-001667,0.6197328
EVT-CHV-001668,0.30912408
EVT-CHV-001669,0.73840415
EVT-CHV-001671,0.4880565
EVT-CHV-001672,0.6092882
EVT-CHV-001673,0.30930126
EVT-CHV-001674,0.40404037
EVT-CHV-001675,0.585695
EVT-CHV-001676,0.4333146
EVT-CHV-001677,0.5732705
EVT-CHV-001681,0.6671534
EVT-CHV-001684,0.36955753
EVT-CHV-001688,0.3910397
EVT-CHV-001691,0.48339418
EVT-CHV-001693,0.2760928
EVT-CHV-001694,0.777551
EVT-CHV-001696,0.7117244
EVT-CHV-001697,0.3384362
EVT-CHV-001699,0.6042108
EVT-CHV-001702,0.62678814
EVT-CHV-001703,0.6999013
EVT-CHV-001704,0.24688336
EVT-CHV-001705,0.7215997
EVT-CHV-001710,0.29500622
EVT-CHV-001711,0.47903904
EVT-CHV-001712,0.27080777
EVT-CHV-001713,0.50331044
EVT-CHV-001715,0.40369114
EVT-CHV-001717,0.450886
EVT-CHV-001718,0.5852812
EVT-CHV-001719,0.54547316
EVT-CHV-001722,0.39592722
EVT-CHV-001723,0.25543863
EVT-CHV-001728,0.68800527
EVT-CHV-001730,0.35439822
EVT-CHV-001735,0.27125764
EVT-CHV-001736,0.59917116
EVT-CHV-001737,0.56041443
EVT-CHV-001740,0.79571354
EVT-CHV-001741,0.69378024
EVT-CHV-001742,0.24741992
EVT-CHV-001744,0.5907444
EVT-CHV-001748,0.5983035
EVT-CHV-001749,0.62807286
EVT-CHV-001750,0.2917266
EVT-CHV-001751,0.26647595
EVT-CHV-001756,0.30670267
EVT-CHV-001757,0.7455991
EVT-CHV-001759,0.22733308
EVT-CHV-001761,0.31469414
EVT-CHV-001763,0.24830362
EVT-CHV-001764,0.757149
EVT-CHV-001765,0.3319241
EVT-CHV-001766,0.5950111
EVT-CHV-001767,0.27132002
EVT-CHV-001768,0.7169461
EVT-CHV-001773,0.32241893
EVT-CHV-001774,0.25973725
EVT-CHV-001782,0.5713841
EVT-CHV-001783,0.76894605
EVT-CHV-001784,0.5756175
EVT-CHV-001785,0.21642494
EVT-CHV-001786,0.31735182
EVT-CHV-001787,0.7456797
EVT-CHV-001788,0.34029323
EVT-CHV-001789,0.6218535
EVT-CHV-001790,0.8428523
EVT-CHV-001791,0.37353438
EVT-CHV-001793,0.44516933
EVT-CHV-001794,0.7810434
EVT-CHV-001795,0.27451262
EVT-CHV-001797,0.76925266
EVT-CHV-001801,0.6149008
EVT-CHV-001802,0.81367415
EVT-CHV-001803,0.748479
EVT-CHV-001804,0.37305304
EVT-CHV-001805,0.7723278
EVT-CHV-001806,0.7648741
EVT-CHV-001809,0.30794257
EVT-CHV-001810,0.7101999
EVT-CHV-001811,0.6883296
EVT-CHV-001814,0.44996652
EVT-CHV-001816,0.31778935
EVT-CHV-001818,0.7002
EVT-CHV-001819,0.56945556
EVT-CHV-001820,0.5918199
EVT-CHV-001822,0.5260089
EVT-CHV-001828,0.58447456
EVT-CHV-001829,0.40043652
EVT-CHV-001830,0.53453183
EVT-CHV-001832,0.57603824
EVT-CHV-001833,0.5559595
EVT-CHV-001834,0.26400197
EVT-CHV-001836,0.7211771
EVT-CHV-001837,0.6179413
EVT-CHV-001840,0.5883688
EVT-CHV-001841,0.30328682
EVT-CHV-001842,0.28742036
EVT-CHV-001843,0.51730335
EVT-CHV-001844,0.30422747
EVT-CHV-001845,0.4255442
EVT-CHV-001846,0.4418857
EVT-CHV-001849,0.75377077
EVT-CHV-001850,0.4440271
EVT-CHV-001851,0.45785946
EVT-CHV-001852,0.41254044
EVT-CHV-001853,0.42023528
EVT-CHV-001856,0.80481386
