window_id,vehicle_id,anomaly_score,ground_truth_label,descriptor_id,attack_type,local_alert
593,Chevrolet,0.69894,0,EVT-CHV-000593,attack_free,0
597,Chevrolet,0.557179,0,EVT-CHV-000597,attack_free,0
607,Chevrolet,0.590793,0,EVT-CHV-000607,attack_free,0
610,Chevrolet,0.781147,0,EVT-CHV-000610,attack_free,0
621,Chevrolet,0.567775,0,EVT-CHV-000621,attack_free,0
624,Chevrolet,0.62806,0,EVT-CHV-000624,attack_free,0
625,Chevrolet,0.792108,0,EVT-CHV-000625,attack_free,0
636,Chevrolet,0.676653,0,EVT-CHV-000636,attack_free,0
638,Chevrolet,0.768725,0,EVT-CHV-000638,attack_free,0
641,Chevrolet,0.556083,0,EVT-CHV-000641,attack_free,0
643,Chevrolet,0.630617,0,EVT-CHV-000643,attack_free,0
653,Chevrolet,0.564487,0,EVT-CHV-000653,attack_free,0
666,Chevrolet,0.708805,0,EVT-CHV-000666,attack_free,0
667,Chevrolet,0.776763,0,EVT-CHV-000667,attack_free,0
675,Chevrolet,0.775667,0,EVT-CHV-000675,attack_free,0
680,Chevrolet,0.641944,0,EVT-CHV-000680,attack_free,0
683,Chevrolet,0.629521,0,EVT-CHV-000683,attack_free,0
696,Chevrolet,0.555353,0,EVT-CHV-000696,attack_free,0
701,Chevrolet,0.729996,0,EVT-CHV-000701,attack_free,0
702,Chevrolet,0.772379,0,EVT-CHV-000702,attack_free,0
703,Chevrolet,0.704056,0,EVT-CHV-000703,attack_free,0
712,Chevrolet,0.703325,0,EVT-CHV-000712,attack_free,0
713,Chevrolet,0.56266,0,EVT-CHV-000713,attack_free,0
718,Chevrolet,0.651078,0,EVT-CHV-000718,attack_free,0
719,Chevrolet,0.562294,0,EVT-CHV-000719,attack_free,0
720,Chevrolet,0.588966,0,EVT-CHV-000720,attack_free,0
722,Chevrolet,0.578736,0,EVT-CHV-000722,attack_free,0
737,Chevrolet,0.686883,0,EVT-CHV-000737,attack_free,0
745,Chevrolet,0.637559,0,EVT-CHV-000745,attack_free,0
750,Chevrolet,0.673365,0,EVT-CHV-000750,attack_free,0
767,Chevrolet,0.751918,0,EVT-CHV-000767,attack_free,0
782,Chevrolet,0.622579,0,EVT-CHV-000782,attack_free,0
786,Chevrolet,0.636098,0,EVT-CHV-000786,attack_free,0
788,Chevrolet,0.786628,0,EVT-CHV-000788,attack_free,0
789,Chevrolet,0.663135,0,EVT-CHV-000789,attack_free,0
790,Chevrolet,0.613445,0,EVT-CHV-000790,attack_free,0
795,Chevrolet,0.554256,0,EVT-CHV-000795,attack_free,0
797,Chevrolet,0.667519,0,EVT-CHV-000797,attack_free,0
802,Chevrolet,0.552795,0,EVT-CHV-000802,attack_free,0
806,Chevrolet,0.652174,0,EVT-CHV-000806,attack_free,0
809,Chevrolet,0.691633,0,EVT-CHV-000809,attack_free,0
819,Chevrolet,0.711363,0,EVT-CHV-000819,attack_free,0
821,Chevrolet,0.761052,0,EVT-CHV-000821,attack_free,0
825,Chevrolet,0.782609,0,EVT-CHV-000825,attack_free,0
827,Chevrolet,0.559006,0,EVT-CHV-000827,attack_free,0
829,Chevrolet,0.583851,0,EVT-CHV-000829,attack_free,0
832,Chevrolet,0.738765,0,EVT-CHV-000832,attack_free,0
835,Chevrolet,0.766533,0,EVT-CHV-000835,attack_free,0
842,Chevrolet,0.561929,0,EVT-CHV-000842,attack_free,0
849,Chevrolet,0.687249,0,EVT-CHV-000849,attack_free,0
852,Chevrolet,0.645963,0,EVT-CHV-000852,attack_free,0
855,Chevrolet,0.789551,0,EVT-CHV-000855,attack_free,0
859,Chevrolet,0.799415,0,EVT-CHV-000859,attack_free,0
860,Chevrolet,0.798685,0,EVT-CHV-000860,attack_free,0
861,Chevrolet,0.795762,0,EVT-CHV-000861,attack_free,0
865,Chevrolet,0.624772,0,EVT-CHV-000865,attack_free,0
875,Chevrolet,0.605773,0,EVT-CHV-000875,attack_free,0
880,Chevrolet,0.682864,0,EVT-CHV-000880,attack_free,0
884,Chevrolet,0.73913,0,EVT-CHV-000884,attack_free,0
887,Chevrolet,0.590062,0,EVT-CHV-000887,attack_free,0
892,Chevrolet,0.684691,0,EVT-CHV-000892,attack_free,0
893,Chevrolet,0.566679,0,EVT-CHV-000893,attack_free,0
894,Chevrolet,0.734381,0,EVT-CHV-000894,attack_free,0
895,Chevrolet,0.752649,0,EVT-CHV-000895,attack_free,0
903,Chevrolet,0.697844,0,EVT-CHV-000903,attack_free,0
904,Chevrolet,0.584582,0,EVT-CHV-000904,attack_free,0
913,Chevrolet,0.696748,0,EVT-CHV-000913,attack_free,0
919,Chevrolet,0.755206,0,EVT-CHV-000919,attack_free,0
924,Chevrolet,0.567044,0,EVT-CHV-000924,attack_free,0
936,Chevrolet,0.76361,0,EVT-CHV-000936,attack_free,0
939,Chevrolet,0.712459,0,EVT-CHV-000939,attack_free,0
942,Chevrolet,0.746438,0,EVT-CHV-000942,attack_free,0
958,Chevrolet,0.715382,0,EVT-CHV-000958,attack_free,0
962,Chevrolet,0.628425,0,EVT-CHV-000962,attack_free,0
967,Chevrolet,0.79905,0,EVT-CHV-000967,attack_free,0
970,Chevrolet,0.650712,0,EVT-CHV-000970,attack_free,0
973,Chevrolet,0.79357,0,EVT-CHV-000973,attack_free,0
986,Chevrolet,0.609426,0,EVT-CHV-000986,attack_free,0
987,Chevrolet,0.660577,0,EVT-CHV-000987,attack_free,0
990,Chevrolet,0.791377,0,EVT-CHV-000990,attack_free,0
1004,Chevrolet,0.663866,0,EVT-CHV-001004,attack_free,0
1011,Chevrolet,0.779686,0,EVT-CHV-001011,attack_free,0
1014,Chevrolet,0.686518,0,EVT-CHV-001014,attack_free,0
1016,Chevrolet,0.595543,0,EVT-CHV-001016,attack_free,0
1020,Chevrolet,0.599196,0,EVT-CHV-001020,attack_free,0
1025,Chevrolet,0.751553,0,EVT-CHV-001025,attack_free,0
1026,Chevrolet,0.550968,0,EVT-CHV-001026,attack_free,0
1029,Chevrolet,0.736208,0,EVT-CHV-001029,attack_free,0
1034,Chevrolet,0.625868,0,EVT-CHV-001034,attack_free,0
1036,Chevrolet,0.660943,0,EVT-CHV-001036,attack_free,0
1037,Chevrolet,0.677384,0,EVT-CHV-001037,attack_free,0
1041,Chevrolet,0.685422,0,EVT-CHV-001041,attack_free,0
1043,Chevrolet,0.708075,0,EVT-CHV-001043,attack_free,0
1047,Chevrolet,0.735111,0,EVT-CHV-001047,attack_free,0
1048,Chevrolet,0.794666,0,EVT-CHV-001048,attack_free,0
1051,Chevrolet,0.644501,0,EVT-CHV-001051,attack_free,0
1054,Chevrolet,0.596273,0,EVT-CHV-001054,attack_free,0
1056,Chevrolet,0.709901,0,EVT-CHV-001056,attack_free,0
1057,Chevrolet,0.564852,0,EVT-CHV-001057,attack_free,0
1059,Chevrolet,0.577274,0,EVT-CHV-001059,attack_free,0
1060,Chevrolet,0.682499,0,EVT-CHV-001060,attack_free,0
1065,Chevrolet,0.683961,0,EVT-CHV-001065,attack_free,0
1066,Chevrolet,0.65802,0,EVT-CHV-001066,attack_free,0
1071,Chevrolet,0.791743,0,EVT-CHV-001071,attack_free,0
1073,Chevrolet,0.796493,0,EVT-CHV-001073,attack_free,0
1079,Chevrolet,0.659847,0,EVT-CHV-001079,attack_free,0
1082,Chevrolet,0.606503,0,EVT-CHV-001082,attack_free,0
1085,Chevrolet,0.742053,0,EVT-CHV-001085,attack_free,0
1088,Chevrolet,0.570698,0,EVT-CHV-001088,attack_free,0
1096,Chevrolet,0.6076,0,EVT-CHV-001096,attack_free,0
1105,Chevrolet,0.784436,0,EVT-CHV-001105,attack_free,0
1106,Chevrolet,0.634636,0,EVT-CHV-001106,attack_free,0
1108,Chevrolet,0.737304,0,EVT-CHV-001108,attack_free,0
1109,Chevrolet,0.747168,0,EVT-CHV-001109,attack_free,0
1117,Chevrolet,0.732554,0,EVT-CHV-001117,attack_free,0
1123,Chevrolet,0.550603,0,EVT-CHV-001123,attack_free,0
1126,Chevrolet,0.7289,0,EVT-CHV-001126,attack_free,0
1129,Chevrolet,0.576909,0,EVT-CHV-001129,attack_free,0
1133,Chevrolet,0.671904,0,EVT-CHV-001133,attack_free,0
1137,Chevrolet,0.720132,0,EVT-CHV-001137,attack_free,0
1141,Chevrolet,0.744976,0,EVT-CHV-001141,attack_free,0
1142,Chevrolet,0.623676,0,EVT-CHV-001142,attack_free,0
1143,Chevrolet,0.717574,0,EVT-CHV-001143,attack_free,0
1144,Chevrolet,0.627329,0,EVT-CHV-001144,attack_free,0
1145,Chevrolet,0.665692,0,EVT-CHV-001145,attack_free,0
1146,Chevrolet,0.651443,0,EVT-CHV-001146,attack_free,0
1155,Chevrolet,0.7943,0,EVT-CHV-001155,attack_free,0
1157,Chevrolet,0.601388,0,EVT-CHV-001157,attack_free,0
1161,Chevrolet,0.625137,0,EVT-CHV-001161,attack_free,0
1162,Chevrolet,0.786262,0,EVT-CHV-001162,attack_free,0
1180,Chevrolet,0.764706,0,EVT-CHV-001180,attack_free,0
1187,Chevrolet,0.597735,0,EVT-CHV-001187,attack_free,0
1191,Chevrolet,0.716113,0,EVT-CHV-001191,attack_free,0
1196,Chevrolet,0.620753,0,EVT-CHV-001196,attack_free,0
1199,Chevrolet,0.720862,0,EVT-CHV-001199,attack_free,0
1201,Chevrolet,0.735842,0,EVT-CHV-001201,attack_free,0
1204,Chevrolet,0.649982,0,EVT-CHV-001204,attack_free,0
1207,Chevrolet,0.605042,0,EVT-CHV-001207,attack_free,0
1208,Chevrolet,0.614541,0,EVT-CHV-001208,attack_free,0
1212,Chevrolet,0.775301,0,EVT-CHV-001212,attack_free,0
1213,Chevrolet,0.785166,0,EVT-CHV-001213,attack_free,0
1215,Chevrolet,0.586774,0,EVT-CHV-001215,attack_free,0
1219,Chevrolet,0.620387,0,EVT-CHV-001219,attack_free,0
1223,Chevrolet,0.630252,0,EVT-CHV-001223,attack_free,0
1224,Chevrolet,0.644867,0,EVT-CHV-001224,attack_free,0
1225,Chevrolet,0.757764,0,EVT-CHV-001225,attack_free,0
1235,Chevrolet,0.762514,0,EVT-CHV-001235,attack_free,0
1237,Chevrolet,0.767629,0,EVT-CHV-001237,attack_free,0
1240,Chevrolet,0.639752,0,EVT-CHV-001240,attack_free,0
1242,Chevrolet,0.695287,0,EVT-CHV-001242,attack_free,0
1246,Chevrolet,0.606869,0,EVT-CHV-001246,attack_free,0
1247,Chevrolet,0.604311,0,EVT-CHV-001247,attack_free,0
1248,Chevrolet,0.586043,0,EVT-CHV-001248,attack_free,0
1250,Chevrolet,0.691999,0,EVT-CHV-001250,attack_free,0
1254,Chevrolet,0.633906,0,EVT-CHV-001254,attack_free,0
1255,Chevrolet,0.721228,0,EVT-CHV-001255,attack_free,0
1260,Chevrolet,0.705882,0,EVT-CHV-001260,attack_free,0
1265,Chevrolet,0.667885,0,EVT-CHV-001265,attack_free,0
1272,Chevrolet,0.654731,0,EVT-CHV-001272,attack_free,0
1273,Chevrolet,0.692729,0,EVT-CHV-001273,attack_free,0
1274,Chevrolet,0.731458,0,EVT-CHV-001274,attack_free,0
1275,Chevrolet,0.687614,0,EVT-CHV-001275,attack_free,0
1280,Chevrolet,0.797223,0,EVT-CHV-001280,attack_free,0
1284,Chevrolet,0.559372,0,EVT-CHV-001284,attack_free,0
1288,Chevrolet,0.735477,0,EVT-CHV-001288,attack_free,0
1296,Chevrolet,0.594812,0,EVT-CHV-001296,attack_free,0
1303,Chevrolet,0.637925,0,EVT-CHV-001303,attack_free,0
1304,Chevrolet,0.679576,0,EVT-CHV-001304,attack_free,0
1305,Chevrolet,0.782974,0,EVT-CHV-001305,attack_free,0
1308,Chevrolet,0.723054,0,EVT-CHV-001308,attack_free,0
1311,Chevrolet,0.68323,0,EVT-CHV-001311,attack_free,0
1314,Chevrolet,0.680307,0,EVT-CHV-001314,attack_free,0
1315,Chevrolet,0.657654,0,EVT-CHV-001315,attack_free,0
1316,Chevrolet,0.725612,0,EVT-CHV-001316,attack_free,0
1319,Chevrolet,0.67373,0,EVT-CHV-001319,attack_free,0
1322,Chevrolet,0.580197,0,EVT-CHV-001322,attack_free,0
1323,Chevrolet,0.640482,0,EVT-CHV-001323,attack_free,0
1327,Chevrolet,0.757399,0,EVT-CHV-001327,attack_free,0
1328,Chevrolet,0.582389,0,EVT-CHV-001328,attack_free,0
1334,Chevrolet,0.662039,0,EVT-CHV-001334,attack_free,0
1346,Chevrolet,0.669346,0,EVT-CHV-001346,attack_free,0
1347,Chevrolet,0.762148,0,EVT-CHV-001347,attack_free,0
1353,Chevrolet,0.669711,0,EVT-CHV-001353,attack_free,0
1357,Chevrolet,0.75411,0,EVT-CHV-001357,attack_free,0
1362,Chevrolet,0.635733,0,EVT-CHV-001362,attack_free,0
1364,Chevrolet,0.72817,0,EVT-CHV-001364,attack_free,0
1367,Chevrolet,0.781878,0,EVT-CHV-001367,attack_free,0
1380,Chevrolet,0.773475,0,EVT-CHV-001380,attack_free,0
1383,Chevrolet,0.641213,0,EVT-CHV-001383,attack_free,0
1385,Chevrolet,0.631714,0,EVT-CHV-001385,attack_free,0
1387,Chevrolet,0.731092,0,EVT-CHV-001387,attack_free,0
1396,Chevrolet,0.774936,0,EVT-CHV-001396,attack_free,0
1401,Chevrolet,0.591889,0,EVT-CHV-001401,attack_free,0
1403,Chevrolet,0.677019,0,EVT-CHV-001403,attack_free,0
1404,Chevrolet,0.6635,0,EVT-CHV-001404,attack_free,0
1406,Chevrolet,0.631348,0,EVT-CHV-001406,attack_free,0
1418,Chevrolet,0.707709,0,EVT-CHV-001418,attack_free,0
1421,Chevrolet,0.555718,0,EVT-CHV-001421,attack_free,0
1422,Chevrolet,0.571794,0,EVT-CHV-001422,attack_free,0
1426,Chevrolet,0.712094,0,EVT-CHV-001426,attack_free,0
1429,Chevrolet,0.575082,0,EVT-CHV-001429,attack_free,0
1435,Chevrolet,0.777494,0,EVT-CHV-001435,attack_free,0
1440,Chevrolet,0.583486,0,EVT-CHV-001440,attack_free,0
1443,Chevrolet,0.570332,0,EVT-CHV-001443,attack_free,0
1445,Chevrolet,0.72342,0,EVT-CHV-001445,attack_free,0
1447,Chevrolet,0.791012,0,EVT-CHV-001447,attack_free,0
1449,Chevrolet,0.604677,0,EVT-CHV-001449,attack_free,0
1452,Chevrolet,0.551334,0,EVT-CHV-001452,attack_free,0
1453,Chevrolet,0.750822,0,EVT-CHV-001453,attack_free,0
1454,Chevrolet,0.602484,0,EVT-CHV-001454,attack_free,0
1455,Chevrolet,0.702594,0,EVT-CHV-001455,attack_free,0
1458,Chevrolet,0.600292,0,EVT-CHV-001458,attack_free,0
1459,Chevrolet,0.655828,0,EVT-CHV-001459,attack_free,0
1460,Chevrolet,0.606138,0,EVT-CHV-001460,attack_free,0
1466,Chevrolet,0.727804,0,EVT-CHV-001466,attack_free,0
1473,Chevrolet,0.552064,0,EVT-CHV-001473,attack_free,0
1475,Chevrolet,0.723785,0,EVT-CHV-001475,attack_free,0
1485,Chevrolet,0.719766,0,EVT-CHV-001485,attack_free,0
1490,Chevrolet,0.586408,0,EVT-CHV-001490,attack_free,0
1494,Chevrolet,0.565217,0,EVT-CHV-001494,attack_free,0
1498,Chevrolet,0.660212,0,EVT-CHV-001498,attack_free,0
1502,Chevrolet,0.696383,0,EVT-CHV-001502,attack_free,0
1504,Chevrolet,0.766167,0,EVT-CHV-001504,attack_free,0
1507,Chevrolet,0.661673,0,EVT-CHV-001507,attack_free,0
1509,Chevrolet,0.624406,0,EVT-CHV-001509,attack_free,0
1510,Chevrolet,0.787358,0,EVT-CHV-001510,attack_free,0
1513,Chevrolet,0.778224,0,EVT-CHV-001513,attack_free,0
1519,Chevrolet,0.58787,0,EVT-CHV-001519,attack_free,0
1522,Chevrolet,0.645232,0,EVT-CHV-001522,attack_free,0
1523,Chevrolet,0.556449,0,EVT-CHV-001523,attack_free,0
1526,Chevrolet,0.628791,0,EVT-CHV-001526,attack_free,0
1527,Chevrolet,0.608696,0,EVT-CHV-001527,attack_free,0
1528,Chevrolet,0.666788,0,EVT-CHV-001528,attack_free,0
1530,Chevrolet,0.617464,0,EVT-CHV-001530,attack_free,0
1531,Chevrolet,0.640848,0,EVT-CHV-001531,attack_free,0
1539,Chevrolet,0.789185,0,EVT-CHV-001539,attack_free,0
1542,Chevrolet,0.662769,0,EVT-CHV-001542,attack_free,0
1545,Chevrolet,0.616368,0,EVT-CHV-001545,attack_free,0
1547,Chevrolet,0.685057,0,EVT-CHV-001547,attack_free,0
1548,Chevrolet,0.763244,0,EVT-CHV-001548,attack_free,0
1550,Chevrolet,0.752284,0,EVT-CHV-001550,attack_free,0
1558,Chevrolet,0.740227,0,EVT-CHV-001558,attack_free,0
1560,Chevrolet,0.750091,0,EVT-CHV-001560,attack_free,0
1565,Chevrolet,0.556814,0,EVT-CHV-001565,attack_free,0
1567,Chevrolet,0.588235,0,EVT-CHV-001567,attack_free,0
1572,Chevrolet,0.573255,0,EVT-CHV-001572,attack_free,0
1577,Chevrolet,0.674096,0,EVT-CHV-001577,attack_free,0
1580,Chevrolet,0.741323,0,EVT-CHV-001580,attack_free,0
1582,Chevrolet,0.642674,0,EVT-CHV-001582,attack_free,0
1585,Chevrolet,0.659481,0,EVT-CHV-001585,attack_free,0
1592,Chevrolet,0.776398,0,EVT-CHV-001592,attack_free,0
1593,Chevrolet,0.718305,0,EVT-CHV-001593,attack_free,0
1604,Chevrolet,0.557545,0,EVT-CHV-001604,attack_free,0
1612,Chevrolet,0.68871,0,EVT-CHV-001612,attack_free,0
1617,Chevrolet,0.702959,0,EVT-CHV-001617,attack_free,0
1623,Chevrolet,0.57289,0,EVT-CHV-001623,attack_free,0
1626,Chevrolet,0.672634,0,EVT-CHV-001626,attack_free,0
1628,Chevrolet,0.760687,0,EVT-CHV-001628,attack_free,0
1631,Chevrolet,0.598465,0,EVT-CHV-001631,attack_free,0
1636,Chevrolet,0.675192,0,EVT-CHV-001636,attack_free,0
1639,Chevrolet,0.680672,0,EVT-CHV-001639,attack_free,0
1645,Chevrolet,0.736573,0,EVT-CHV-001645,attack_free,0
1646,Chevrolet,0.774205,0,EVT-CHV-001646,attack_free,0
1649,Chevrolet,0.612349,0,EVT-CHV-001649,attack_free,0
1650,Chevrolet,0.743149,0,EVT-CHV-001650,attack_free,0
1654,Chevrolet,0.670442,0,EVT-CHV-001654,attack_free,0
1657,Chevrolet,0.626598,0,EVT-CHV-001657,attack_free,0
1663,Chevrolet,0.575448,0,EVT-CHV-001663,attack_free,0
1668,Chevrolet,0.621118,0,EVT-CHV-001668,attack_free,0
1671,Chevrolet,0.789916,0,EVT-CHV-001671,attack_free,0
1673,Chevrolet,0.642309,0,EVT-CHV-001673,attack_free,0
1674,Chevrolet,0.750457,0,EVT-CHV-001674,attack_free,0
1676,Chevrolet,0.747534,0,EVT-CHV-001676,attack_free,0
