event_id,vehicle_model,attack_type,anomaly_score,dbscan_cluster_id
EVT-CHV-000384,Chevrolet,attack_free,0.853124,-1
EVT-CHV-000385,Chevrolet,attack_free,0.986847,-1
EVT-CHV-000388,Chevrolet,attack_free,0.55316,0
EVT-CHV-000390,Chevrolet,attack_free,0.861893,-1
EVT-CHV-000394,Chevrolet,attack_free,0.959079,0
EVT-CHV-000406,Chevrolet,attack_free,0.833029,-1
EVT-CHV-000408,Chevrolet,attack_free,0.965656,-1
EVT-CHV-000409,Chevrolet,attack_free,0.710267,-1
EVT-CHV-000410,Chevrolet,attack_free,0.772013,0
EVT-CHV-000411,Chevrolet,attack_free,0.56814,0
EVT-CHV-000412,Chevrolet,attack_free,0.607234,0
EVT-CHV-000417,Chevrolet,attack_free,0.901717,-1
EVT-CHV-000420,Chevrolet,attack_free,0.788089,0
EVT-CHV-000423,Chevrolet,attack_free,0.886737,0
EVT-CHV-000424,Chevrolet,attack_free,0.917062,0
EVT-CHV-000426,Chevrolet,attack_free,0.959445,0
EVT-CHV-000430,Chevrolet,attack_free,0.724151,0
EVT-CHV-000431,Chevrolet,attack_free,0.982828,0
EVT-CHV-000432,Chevrolet,attack_free,0.944465,0
EVT-CHV-000433,Chevrolet,attack_free,0.762879,-1
EVT-CHV-000435,Chevrolet,attack_free,0.635367,-1
EVT-CHV-000436,Chevrolet,attack_free,0.872488,-1
EVT-CHV-000440,Chevrolet,attack_free,0.87468,-1
EVT-CHV-000441,Chevrolet,attack_free,0.651809,0
EVT-CHV-000442,Chevrolet,attack_free,0.771648,0
EVT-CHV-000443,Chevrolet,attack_free,0.761418,0
EVT-CHV-000444,Chevrolet,attack_free,0.908659,-1
EVT-CHV-000445,Chevrolet,attack_free,0.569236,0
EVT-CHV-000448,Chevrolet,attack_free,0.827183,-1
EVT-CHV-000449,Chevrolet,attack_free,0.994154,-1
EVT-CHV-000452,Chevrolet,attack_free,0.727439,-1
EVT-CHV-000454,Chevrolet,attack_free,0.903909,0
EVT-CHV-000455,Chevrolet,attack_free,0.618926,-1
EVT-CHV-000456,Chevrolet,attack_free,0.854951,0
EVT-CHV-000457,Chevrolet,attack_free,0.644136,0
EVT-CHV-000463,Chevrolet,attack_free,0.749726,0
EVT-CHV-000464,Chevrolet,attack_free,0.981732,-1
EVT-CHV-000466,Chevrolet,attack_free,0.722324,-1
EVT-CHV-000467,Chevrolet,attack_free,0.66825,0
EVT-CHV-000469,Chevrolet,attack_free,0.646693,0
EVT-CHV-000472,Chevrolet,attack_free,0.8597,0
EVT-CHV-000475,Chevrolet,attack_free,0.615638,0
EVT-CHV-000477,Chevrolet,attack_free,0.842528,0
EVT-CHV-000478,Chevrolet,attack_free,0.97479,0
EVT-CHV-000479,Chevrolet,attack_free,0.572159,-1
EVT-CHV-000480,Chevrolet,attack_free,0.886007,-1
EVT-CHV-000481,Chevrolet,attack_free,0.629887,-1
EVT-CHV-000482,Chevrolet,attack_free,0.970771,-1
EVT-CHV-000486,Chevrolet,attack_free,0.915966,0
EVT-CHV-000488,Chevrolet,attack_free,0.62331,0
EVT-CHV-000489,Chevrolet,attack_free,0.847643,-1
EVT-CHV-000490,Chevrolet,attack_free,0.951407,-1
EVT-CHV-000492,Chevrolet,attack_free,0.692364,0
EVT-CHV-000493,Chevrolet,attack_free,0.558275,-1
EVT-CHV-000495,Chevrolet,attack_free,0.776032,-1
EVT-CHV-000498,Chevrolet,attack_free,0.63354,-1
EVT-CHV-000500,Chevrolet,attack_free,0.846547,0
EVT-CHV-000501,Chevrolet,attack_free,0.930216,-1
EVT-CHV-000502,Chevrolet,attack_free,0.923639,-1
EVT-CHV-000505,Chevrolet,attack_free,0.746803,-1
EVT-CHV-000509,Chevrolet,attack_free,0.677749,0
EVT-CHV-000518,Chevrolet,attack_free,0.927293,-1
EVT-CHV-000521,Chevrolet,attack_free,0.891122,-1
EVT-CHV-000523,Chevrolet,attack_free,0.982463,-1
EVT-CHV-000524,Chevrolet,attack_free,0.981366,0
EVT-CHV-000525,Chevrolet,attack_free,0.61783,-1
EVT-CHV-000528,Chevrolet,attack_free,0.934965,-1
EVT-CHV-000533,Chevrolet,attack_free,0.729266,0
EVT-CHV-000535,Chevrolet,attack_free,0.880891,0
EVT-CHV-000541,Chevrolet,attack_free,0.968213,0
EVT-CHV-000544,Chevrolet,attack_free,0.616734,-1
EVT-CHV-000546,Chevrolet,attack_free,0.664962,0
EVT-CHV-000547,Chevrolet,attack_free,0.879795,-1
EVT-CHV-000551,Chevrolet,attack_free,0.702229,0
EVT-CHV-000557,Chevrolet,attack_free,0.587505,0
EVT-CHV-000560,Chevrolet,attack_free,0.80928,-1
EVT-CHV-000564,Chevrolet,attack_free,0.75886,0
EVT-CHV-000568,Chevrolet,attack_free,0.766898,-1
EVT-CHV-000569,Chevrolet,attack_free,0.95433,-1
EVT-CHV-000570,Chevrolet,attack_free,0.991962,0
EVT-CHV-000571,Chevrolet,attack_free,0.71319,-1
EVT-CHV-000572,Chevrolet,attack_free,0.751187,-1
EVT-CHV-000574,Chevrolet,attack_free,0.709171,-1
EVT-CHV-000578,Chevrolet,attack_free,0.689806,0
EVT-CHV-000581,Chevrolet,attack_free,0.576178,0
EVT-CHV-000582,Chevrolet,attack_free,0.738034,-1
EVT-CHV-000587,Chevrolet,attack_free,0.883449,-1
EVT-CHV-000590,Chevrolet,attack_free,0.973694,-1
EVT-CHV-000592,Chevrolet,attack_free,0.767994,0
EVT-CHV-000593,Chevrolet,attack_free,0.69894,-1
EVT-CHV-000597,Chevrolet,attack_free,0.557179,0
EVT-CHV-000607,Chevrolet,attack_free,0.590793,0
EVT-CHV-000608,Chevrolet,attack_free,0.955426,0
EVT-CHV-000610,Chevrolet,attack_free,0.781147,0
EVT-CHV-000611,Chevrolet,attack_free,0.910851,0
EVT-CHV-000615,Chevrolet,attack_free,0.91414,-1
EVT-CHV-000616,Chevrolet,attack_free,0.985385,-1
EVT-CHV-000618,Chevrolet,attack_free,0.95981,-1
EVT-CHV-000620,Chevrolet,attack_free,0.809646,0
EVT-CHV-000621,Chevrolet,attack_free,0.567775,-1
EVT-CHV-000624,Chevrolet,attack_free,0.62806,0
EVT-CHV-000625,Chevrolet,attack_free,0.792108,0
EVT-CHV-000629,Chevrolet,attack_free,0.977713,-1
EVT-CHV-000633,Chevrolet,attack_free,0.936427,0
EVT-CHV-000636,Chevrolet,attack_free,0.676653,-1
EVT-CHV-000637,Chevrolet,attack_free,0.865546,-1
EVT-CHV-000638,Chevrolet,attack_free,0.768725,-1
EVT-CHV-000639,Chevrolet,attack_free,0.831202,-1
EVT-CHV-000641,Chevrolet,attack_free,0.556083,-1
EVT-CHV-000643,Chevrolet,attack_free,0.630617,0
EVT-CHV-000652,Chevrolet,attack_free,0.827914,-1
EVT-CHV-000653,Chevrolet,attack_free,0.564487,-1
EVT-CHV-000659,Chevrolet,attack_free,0.917793,-1
EVT-CHV-000661,Chevrolet,attack_free,0.928754,-1
EVT-CHV-000662,Chevrolet,attack_free,0.903179,-1
EVT-CHV-000663,Chevrolet,attack_free,0.830471,-1
EVT-CHV-000664,Chevrolet,attack_free,0.845451,0
EVT-CHV-000666,Chevrolet,attack_free,0.708805,0
EVT-CHV-000667,Chevrolet,attack_free,0.776763,-1
EVT-CHV-000675,Chevrolet,attack_free,0.775667,-1
EVT-CHV-000679,Chevrolet,attack_free,0.816953,0
EVT-CHV-000680,Chevrolet,attack_free,0.641944,0
EVT-CHV-000682,Chevrolet,attack_free,0.974425,-1
EVT-CHV-000683,Chevrolet,attack_free,0.629521,-1
EVT-CHV-000684,Chevrolet,attack_free,0.938254,-1
EVT-CHV-000685,Chevrolet,attack_free,0.962002,-1
EVT-CHV-000694,Chevrolet,attack_free,0.81403,-1
EVT-CHV-000695,Chevrolet,attack_free,0.941907,-1
EVT-CHV-000696,Chevrolet,attack_free,0.555353,0
EVT-CHV-000697,Chevrolet,attack_free,0.813665,0
EVT-CHV-000699,Chevrolet,attack_free,0.810376,-1
EVT-CHV-000701,Chevrolet,attack_free,0.729996,0
EVT-CHV-000702,Chevrolet,attack_free,0.772379,0
EVT-CHV-000703,Chevrolet,attack_free,0.704056,-1
EVT-CHV-000707,Chevrolet,attack_free,0.988308,-1
EVT-CHV-000708,Chevrolet,attack_free,0.989404,0
EVT-CHV-000710,Chevrolet,attack_free,0.813299,-1
EVT-CHV-000711,Chevrolet,attack_free,0.833394,0
EVT-CHV-000712,Chevrolet,attack_free,0.703325,0
EVT-CHV-000713,Chevrolet,attack_free,0.56266,-1
EVT-CHV-000718,Chevrolet,attack_free,0.651078,0
EVT-CHV-000719,Chevrolet,attack_free,0.562294,0
EVT-CHV-000720,Chevrolet,attack_free,0.588966,0
EVT-CHV-000721,Chevrolet,attack_free,0.966752,-1
EVT-CHV-000722,Chevrolet,attack_free,0.578736,-1
EVT-CHV-000723,Chevrolet,attack_free,0.829375,0
EVT-CHV-000730,Chevrolet,attack_free,0.909755,-1
EVT-CHV-000731,Chevrolet,attack_free,0.967483,-1
EVT-CHV-000737,Chevrolet,attack_free,0.686883,-1
EVT-CHV-000745,Chevrolet,attack_free,0.637559,0
EVT-CHV-000750,Chevrolet,attack_free,0.673365,0
EVT-CHV-000753,Chevrolet,attack_free,0.991597,-1
EVT-CHV-000754,Chevrolet,attack_free,0.984289,-1
EVT-CHV-000762,Chevrolet,attack_free,0.810742,0
EVT-CHV-000767,Chevrolet,attack_free,0.751918,-1
EVT-CHV-000768,Chevrolet,attack_free,0.89989,-1
EVT-CHV-000772,Chevrolet,attack_free,0.96529,0
EVT-CHV-000773,Chevrolet,attack_free,0.958349,-1
EVT-CHV-000774,Chevrolet,attack_free,0.932773,0
EVT-CHV-000776,Chevrolet,attack_free,0.998539,-1
EVT-CHV-000777,Chevrolet,attack_free,0.985751,-1
EVT-CHV-000780,Chevrolet,attack_free,0.896967,-1
EVT-CHV-000782,Chevrolet,attack_free,0.622579,0
EVT-CHV-000783,Chevrolet,attack_free,0.984655,-1
EVT-CHV-000786,Chevrolet,attack_free,0.636098,0
EVT-CHV-000788,Chevrolet,attack_free,0.786628,0
EVT-CHV-000789,Chevrolet,attack_free,0.663135,-1
EVT-CHV-000790,Chevrolet,attack_free,0.613445,0
EVT-CHV-000795,Chevrolet,attack_free,0.554256,-1
EVT-CHV-000797,Chevrolet,attack_free,0.667519,-1
EVT-CHV-000799,Chevrolet,attack_free,0.980636,-1
EVT-CHV-000800,Chevrolet,attack_free,0.893314,-1
EVT-CHV-000802,Chevrolet,attack_free,0.552795,-1
EVT-CHV-000803,Chevrolet,attack_free,0.966387,0
EVT-CHV-000806,Chevrolet,attack_free,0.652174,-1
EVT-CHV-000809,Chevrolet,attack_free,0.691633,0
EVT-CHV-000819,Chevrolet,attack_free,0.711363,0
EVT-CHV-000821,Chevrolet,attack_free,0.761052,-1
EVT-CHV-000822,Chevrolet,attack_free,0.997808,-1
EVT-CHV-000823,Chevrolet,attack_free,0.982097,-1
EVT-CHV-000825,Chevrolet,attack_free,0.782609,-1
EVT-CHV-000826,Chevrolet,attack_free,0.822433,-1
EVT-CHV-000827,Chevrolet,attack_free,0.559006,0
EVT-CHV-000829,Chevrolet,attack_free,0.583851,0
EVT-CHV-000832,Chevrolet,attack_free,0.738765,0
EVT-CHV-000835,Chevrolet,attack_free,0.766533,-1
EVT-CHV-000842,Chevrolet,attack_free,0.561929,0
EVT-CHV-000845,Chevrolet,attack_free,0.995616,-1
EVT-CHV-000846,Chevrolet,attack_free,0.951772,-1
EVT-CHV-000847,Chevrolet,attack_free,0.916697,0
EVT-CHV-000848,Chevrolet,attack_free,0.94958,-1
EVT-CHV-000849,Chevrolet,attack_free,0.687249,0
EVT-CHV-000852,Chevrolet,attack_free,0.645963,-1
EVT-CHV-000855,Chevrolet,attack_free,0.789551,0
EVT-CHV-000858,Chevrolet,attack_free,0.949945,-1
EVT-CHV-000859,Chevrolet,attack_free,0.799415,-1
EVT-CHV-000860,Chevrolet,attack_free,0.798685,-1
EVT-CHV-000861,Chevrolet,attack_free,0.795762,0
EVT-CHV-000865,Chevrolet,attack_free,0.624772,0
EVT-CHV-000868,Chevrolet,attack_free,0.93935,-1
EVT-CHV-000869,Chevrolet,attack_free,0.957618,-1
EVT-CHV-000872,Chevrolet,attack_free,0.894045,-1
EVT-CHV-000875,Chevrolet,attack_free,0.605773,0
EVT-CHV-000878,Chevrolet,attack_free,0.886372,0
EVT-CHV-000880,Chevrolet,attack_free,0.682864,-1
EVT-CHV-000881,Chevrolet,attack_free,0.981001,-1
EVT-CHV-000884,Chevrolet,attack_free,0.73913,-1
EVT-CHV-000887,Chevrolet,attack_free,0.590062,0
EVT-CHV-000890,Chevrolet,attack_free,0.862989,0
EVT-CHV-000891,Chevrolet,attack_free,0.98502,-1
EVT-CHV-000892,Chevrolet,attack_free,0.684691,-1
EVT-CHV-000893,Chevrolet,attack_free,0.566679,0
EVT-CHV-000894,Chevrolet,attack_free,0.734381,-1
EVT-CHV-000895,Chevrolet,attack_free,0.752649,0
EVT-CHV-000901,Chevrolet,attack_free,0.98977,-1
EVT-CHV-000903,Chevrolet,attack_free,0.697844,0
EVT-CHV-000904,Chevrolet,attack_free,0.584582,-1
EVT-CHV-000913,Chevrolet,attack_free,0.696748,0
EVT-CHV-000914,Chevrolet,attack_free,0.962733,-1
EVT-CHV-000915,Chevrolet,attack_free,0.976617,-1
EVT-CHV-000918,Chevrolet,attack_free,0.862623,-1
EVT-CHV-000919,Chevrolet,attack_free,0.755206,0
EVT-CHV-000921,Chevrolet,attack_free,0.841798,-1
EVT-CHV-000923,Chevrolet,attack_free,0.879065,0
EVT-CHV-000924,Chevrolet,attack_free,0.567044,0
EVT-CHV-000927,Chevrolet,attack_free,0.877603,-1
EVT-CHV-000930,Chevrolet,attack_free,0.953599,-1
EVT-CHV-000935,Chevrolet,attack_free,0.808915,-1
EVT-CHV-000936,Chevrolet,attack_free,0.76361,0
EVT-CHV-000937,Chevrolet,attack_free,0.996712,-1
EVT-CHV-000938,Chevrolet,attack_free,0.883814,-1
EVT-CHV-000939,Chevrolet,attack_free,0.712459,0
EVT-CHV-000940,Chevrolet,attack_free,0.866642,-1
EVT-CHV-000941,Chevrolet,attack_free,0.804165,0
EVT-CHV-000942,Chevrolet,attack_free,0.746438,0
EVT-CHV-000944,Chevrolet,attack_free,0.83924,0
EVT-CHV-000947,Chevrolet,attack_free,0.928389,0
EVT-CHV-000949,Chevrolet,attack_free,0.882718,-1
EVT-CHV-000950,Chevrolet,attack_free,0.902448,-1
EVT-CHV-000951,Chevrolet,attack_free,0.835221,0
EVT-CHV-000957,Chevrolet,attack_free,0.999269,-1
EVT-CHV-000958,Chevrolet,attack_free,0.715382,0
EVT-CHV-000959,Chevrolet,attack_free,0.838875,0
EVT-CHV-000960,Chevrolet,attack_free,0.943369,-1
EVT-CHV-000961,Chevrolet,attack_free,0.928023,-1
EVT-CHV-000962,Chevrolet,attack_free,0.628425,0
EVT-CHV-000964,Chevrolet,attack_free,0.954695,0
EVT-CHV-000967,Chevrolet,attack_free,0.79905,0
EVT-CHV-000968,Chevrolet,attack_free,0.913774,-1
EVT-CHV-000970,Chevrolet,attack_free,0.650712,0
EVT-CHV-000973,Chevrolet,attack_free,0.79357,-1
EVT-CHV-000976,Chevrolet,attack_free,0.924004,-1
EVT-CHV-000982,Chevrolet,attack_free,0.910486,-1
EVT-CHV-000983,Chevrolet,attack_free,0.986482,-1
EVT-CHV-000984,Chevrolet,attack_free,0.920351,-1
EVT-CHV-000986,Chevrolet,attack_free,0.609426,-1
EVT-CHV-000987,Chevrolet,attack_free,0.660577,0
EVT-CHV-000990,Chevrolet,attack_free,0.791377,-1
EVT-CHV-000996,Chevrolet,attack_free,0.942273,-1
EVT-CHV-001004,Chevrolet,attack_free,0.663866,0
EVT-CHV-001005,Chevrolet,attack_free,0.936061,-1
EVT-CHV-001006,Chevrolet,attack_free,0.917428,-1
EVT-CHV-001007,Chevrolet,attack_free,0.937157,-1
EVT-CHV-001011,Chevrolet,attack_free,0.779686,0
EVT-CHV-001013,Chevrolet,attack_free,0.931677,-1
EVT-CHV-001014,Chevrolet,attack_free,0.686518,-1
EVT-CHV-001016,Chevrolet,attack_free,0.595543,0
EVT-CHV-001019,Chevrolet,attack_free,0.876507,-1
EVT-CHV-001020,Chevrolet,attack_free,0.599196,0
EVT-CHV-001022,Chevrolet,attack_free,0.923274,-1
EVT-CHV-001025,Chevrolet,attack_free,0.751553,-1
EVT-CHV-001026,Chevrolet,attack_free,0.550968,0
EVT-CHV-001028,Chevrolet,attack_free,0.92985,-1
EVT-CHV-001029,Chevrolet,attack_free,0.736208,-1
EVT-CHV-001031,Chevrolet,attack_free,0.829741,0
EVT-CHV-001032,Chevrolet,attack_free,0.841432,-1
EVT-CHV-001034,Chevrolet,attack_free,0.625868,0
EVT-CHV-001036,Chevrolet,attack_free,0.660943,-1
EVT-CHV-001037,Chevrolet,attack_free,0.677384,0
EVT-CHV-001039,Chevrolet,attack_free,0.905736,0
EVT-CHV-001041,Chevrolet,attack_free,0.685422,-1
EVT-CHV-001042,Chevrolet,attack_free,0.970406,-1
EVT-CHV-001043,Chevrolet,attack_free,0.708075,0
EVT-CHV-001047,Chevrolet,attack_free,0.735111,0
EVT-CHV-001048,Chevrolet,attack_free,0.794666,-1
EVT-CHV-001049,Chevrolet,attack_free,0.838509,-1
EVT-CHV-001051,Chevrolet,attack_free,0.644501,0
EVT-CHV-001052,Chevrolet,attack_free,0.856777,-1
EVT-CHV-001053,Chevrolet,attack_free,0.872123,-1
EVT-CHV-001054,Chevrolet,attack_free,0.596273,0
EVT-CHV-001056,Chevrolet,attack_free,0.709901,0
EVT-CHV-001057,Chevrolet,attack_free,0.564852,0
EVT-CHV-001059,Chevrolet,attack_free,0.577274,0
EVT-CHV-001060,Chevrolet,attack_free,0.682499,-1
EVT-CHV-001062,Chevrolet,attack_free,0.819876,-1
EVT-CHV-001065,Chevrolet,attack_free,0.683961,-1
EVT-CHV-001066,Chevrolet,attack_free,0.65802,0
EVT-CHV-001068,Chevrolet,attack_free,0.893679,-1
EVT-CHV-001070,Chevrolet,attack_free,0.936792,0
EVT-CHV-001071,Chevrolet,attack_free,0.791743,0
EVT-CHV-001073,Chevrolet,attack_free,0.796493,-1
EVT-CHV-001074,Chevrolet,attack_free,0.838144,0
EVT-CHV-001075,Chevrolet,attack_free,0.926197,-1
EVT-CHV-001076,Chevrolet,attack_free,0.842163,-1
EVT-CHV-001078,Chevrolet,attack_free,0.919985,-1
EVT-CHV-001079,Chevrolet,attack_free,0.659847,0
EVT-CHV-001082,Chevrolet,attack_free,0.606503,0
EVT-CHV-001085,Chevrolet,attack_free,0.742053,0
EVT-CHV-001086,Chevrolet,attack_free,0.818049,0
EVT-CHV-001087,Chevrolet,attack_free,0.988674,-1
EVT-CHV-001088,Chevrolet,attack_free,0.570698,0
EVT-CHV-001095,Chevrolet,attack_free,0.964194,-1
EVT-CHV-001096,Chevrolet,attack_free,0.6076,0
EVT-CHV-001097,Chevrolet,attack_free,0.927658,0
EVT-CHV-001098,Chevrolet,attack_free,0.85422,-1
EVT-CHV-001099,Chevrolet,attack_free,0.853855,-1
EVT-CHV-001105,Chevrolet,attack_free,0.784436,0
EVT-CHV-001106,Chevrolet,attack_free,0.634636,0
EVT-CHV-001107,Chevrolet,attack_free,0.804896,-1
EVT-CHV-001108,Chevrolet,attack_free,0.737304,0
