campaign_id,attack_type,vehicle_id,window_id,anomaly_score,descriptor_id
CAMP-flooding,flooding,Chevrolet,2789,1.0,EVT-CHV-002789
CAMP-flooding,flooding,Chevrolet,2790,0.990135,EVT-CHV-002790
CAMP-flooding,flooding,Chevrolet,2791,0.994154,EVT-CHV-002791
CAMP-flooding,flooding,Chevrolet,2792,1.0,EVT-CHV-002792
CAMP-flooding,flooding,Chevrolet,2793,1.0,EVT-CHV-002793
CAMP-flooding,flooding,Chevrolet,2794,1.0,EVT-CHV-002794
CAMP-flooding,flooding,Chevrolet,2795,0.999635,EVT-CHV-002795
CAMP-flooding,flooding,Chevrolet,2796,1.0,EVT-CHV-002796
CAMP-flooding,flooding,Chevrolet,2797,1.0,EVT-CHV-002797
CAMP-flooding,flooding,Chevrolet,2798,1.0,EVT-CHV-002798
CAMP-flooding,flooding,Chevrolet,2799,0.996712,EVT-CHV-002799
CAMP-flooding,flooding,Chevrolet,2800,0.991962,EVT-CHV-002800
CAMP-flooding,flooding,Chevrolet,2801,0.98027,EVT-CHV-002801
CAMP-flooding,flooding,Chevrolet,2802,0.991231,EVT-CHV-002802
CAMP-flooding,flooding,Chevrolet,2803,1.0,EVT-CHV-002803
CAMP-flooding,flooding,Chevrolet,2804,1.0,EVT-CHV-002804
CAMP-flooding,flooding,Chevrolet,2805,0.999635,EVT-CHV-002805
CAMP-flooding,flooding,Chevrolet,2806,1.0,EVT-CHV-002806
CAMP-flooding,flooding,Chevrolet,2807,1.0,EVT-CHV-002807
CAMP-flooding,flooding,Chevrolet,2808,1.0,EVT-CHV-002808
CAMP-flooding,flooding,Chevrolet,2809,1.0,EVT-CHV-002809
CAMP-flooding,flooding,Chevrolet,2810,0.993789,EVT-CHV-002810
CAMP-flooding,flooding,Chevrolet,2811,1.0,EVT-CHV-002811
CAMP-flooding,flooding,Chevrolet,2812,1.0,EVT-CHV-002812
CAMP-flooding,flooding,Chevrolet,2813,1.0,EVT-CHV-002813
CAMP-flooding,flooding,Chevrolet,2814,0.998904,EVT-CHV-002814
CAMP-flooding,flooding,Chevrolet,2815,1.0,EVT-CHV-002815
CAMP-flooding,flooding,Chevrolet,2816,1.0,EVT-CHV-002816
CAMP-flooding,flooding,Chevrolet,2817,1.0,EVT-CHV-002817
CAMP-flooding,flooding,Chevrolet,2818,1.0,EVT-CHV-002818
CAMP-flooding,flooding,Chevrolet,2819,0.999635,EVT-CHV-002819
CAMP-flooding,flooding,Chevrolet,2820,1.0,EVT-CHV-002820
CAMP-flooding,flooding,Chevrolet,2821,1.0,EVT-CHV-002821
CAMP-flooding,flooding,Chevrolet,2822,1.0,EVT-CHV-002822
CAMP-flooding,flooding,Chevrolet,2823,1.0,EVT-CHV-002823
CAMP-flooding,flooding,Chevrolet,2824,1.0,EVT-CHV-002824
CAMP-flooding,flooding,Chevrolet,2825,1.0,EVT-CHV-002825
CAMP-flooding,flooding,Chevrolet,2826,1.0,EVT-CHV-002826
CAMP-flooding,flooding,Chevrolet,2827,0.999635,EVT-CHV-002827
CAMP-flooding,flooding,Chevrolet,2828,1.0,EVT-CHV-002828
CAMP-flooding,flooding,Chevrolet,2829,1.0,EVT-CHV-002829
CAMP-flooding,flooding,Chevrolet,2830,1.0,EVT-CHV-002830
CAMP-flooding,flooding,Chevrolet,2831,0.999635,EVT-CHV-002831
CAMP-flooding,flooding,Chevrolet,2832,0.996712,EVT-CHV-002832
CAMP-flooding,flooding,Chevrolet,2833,1.0,EVT-CHV-002833
CAMP-flooding,flooding,Chevrolet,2834,1.0,EVT-CHV-002834
CAMP-flooding,flooding,Chevrolet,2835,1.0,EVT-CHV-002835
CAMP-flooding,flooding,Chevrolet,2836,1.0,EVT-CHV-002836
CAMP-flooding,flooding,Chevrolet,2837,0.996346,EVT-CHV-002837
CAMP-flooding,flooding,Chevrolet,2838,0.995616,EVT-CHV-002838
CAMP-flooding,flooding,Chevrolet,2839,1.0,EVT-CHV-002839
CAMP-flooding,flooding,Chevrolet,2840,1.0,EVT-CHV-002840
CAMP-flooding,flooding,Chevrolet,2841,1.0,EVT-CHV-002841
CAMP-flooding,flooding,Chevrolet,2842,0.999635,EVT-CHV-002842
CAMP-flooding,flooding,Chevrolet,2843,1.0,EVT-CHV-002843
CAMP-flooding,flooding,Chevrolet,2844,1.0,EVT-CHV-002844
CAMP-flooding,flooding,Chevrolet,2845,0.986847,EVT-CHV-002845
CAMP-flooding,flooding,Chevrolet,2846,0.982463,EVT-CHV-002846
CAMP-flooding,flooding,Chevrolet,2847,1.0,EVT-CHV-002847
CAMP-flooding,flooding,Chevrolet,2848,1.0,EVT-CHV-002848
CAMP-flooding,flooding,Chevrolet,2849,1.0,EVT-CHV-002849
CAMP-flooding,flooding,Chevrolet,2850,1.0,EVT-CHV-002850
CAMP-flooding,flooding,Chevrolet,2851,1.0,EVT-CHV-002851
CAMP-flooding,flooding,Chevrolet,2852,1.0,EVT-CHV-002852
CAMP-flooding,flooding,Chevrolet,2853,1.0,EVT-CHV-002853
CAMP-flooding,flooding,Chevrolet,2854,1.0,EVT-CHV-002854
CAMP-flooding,flooding,Chevrolet,2855,1.0,EVT-CHV-002855
CAMP-flooding,flooding,Chevrolet,2856,0.999635,EVT-CHV-002856
CAMP-flooding,flooding,Chevrolet,2857,1.0,EVT-CHV-002857
CAMP-flooding,flooding,Chevrolet,2858,1.0,EVT-CHV-002858
CAMP-flooding,flooding,Chevrolet,2859,1.0,EVT-CHV-002859
CAMP-flooding,flooding,Chevrolet,2860,0.998539,EVT-CHV-002860
CAMP-flooding,flooding,Chevrolet,2861,1.0,EVT-CHV-002861
CAMP-flooding,flooding,Chevrolet,2862,1.0,EVT-CHV-002862
CAMP-flooding,flooding,Chevrolet,2863,1.0,EVT-CHV-002863
CAMP-flooding,flooding,Chevrolet,2864,0.996346,EVT-CHV-002864
CAMP-flooding,flooding,Chevrolet,2865,0.999635,EVT-CHV-002865
CAMP-flooding,flooding,Chevrolet,2866,1.0,EVT-CHV-002866
CAMP-flooding,flooding,Chevrolet,2867,1.0,EVT-CHV-002867
CAMP-flooding,flooding,Chevrolet,2868,1.0,EVT-CHV-002868
CAMP-flooding,flooding,Chevrolet,2869,0.985751,EVT-CHV-002869
CAMP-flooding,flooding,Chevrolet,2870,1.0,EVT-CHV-002870
CAMP-flooding,flooding,Chevrolet,2871,1.0,EVT-CHV-002871
CAMP-flooding,flooding,Chevrolet,2872,0.999635,EVT-CHV-002872
CAMP-flooding,flooding,Chevrolet,2873,1.0,EVT-CHV-002873
CAMP-flooding,flooding,Chevrolet,2874,1.0,EVT-CHV-002874
CAMP-flooding,flooding,Chevrolet,2875,1.0,EVT-CHV-002875
CAMP-flooding,flooding,Chevrolet,2876,1.0,EVT-CHV-002876
CAMP-flooding,flooding,Chevrolet,2877,1.0,EVT-CHV-002877
CAMP-flooding,flooding,Chevrolet,2878,1.0,EVT-CHV-002878
CAMP-flooding,flooding,Chevrolet,2879,1.0,EVT-CHV-002879
CAMP-flooding,flooding,Chevrolet,2880,1.0,EVT-CHV-002880
CAMP-flooding,flooding,Chevrolet,2881,1.0,EVT-CHV-002881
CAMP-flooding,flooding,Chevrolet,2882,0.991231,EVT-CHV-002882
CAMP-flooding,flooding,Chevrolet,2883,0.988674,EVT-CHV-002883
CAMP-flooding,flooding,Chevrolet,2884,1.0,EVT-CHV-002884
CAMP-flooding,flooding,Chevrolet,2885,1.0,EVT-CHV-002885
CAMP-flooding,flooding,Chevrolet,2886,1.0,EVT-CHV-002886
CAMP-flooding,flooding,Chevrolet,2887,1.0,EVT-CHV-002887
CAMP-flooding,flooding,Chevrolet,2888,1.0,EVT-CHV-002888
CAMP-flooding,flooding,Chevrolet,2889,1.0,EVT-CHV-002889
CAMP-flooding,flooding,Chevrolet,2890,1.0,EVT-CHV-002890
CAMP-flooding,flooding,Chevrolet,2891,0.998904,EVT-CHV-002891
CAMP-flooding,flooding,Chevrolet,2892,0.998904,EVT-CHV-002892
CAMP-flooding,flooding,Chevrolet,2893,0.999635,EVT-CHV-002893
CAMP-flooding,flooding,Chevrolet,2894,0.994154,EVT-CHV-002894
CAMP-flooding,flooding,Chevrolet,2895,1.0,EVT-CHV-002895
CAMP-flooding,flooding,Chevrolet,2896,1.0,EVT-CHV-002896
CAMP-flooding,flooding,Chevrolet,2897,1.0,EVT-CHV-002897
CAMP-flooding,flooding,Chevrolet,2898,1.0,EVT-CHV-002898
CAMP-flooding,flooding,Chevrolet,2899,1.0,EVT-CHV-002899
CAMP-flooding,flooding,Chevrolet,2900,0.998904,EVT-CHV-002900
CAMP-flooding,flooding,Chevrolet,2901,1.0,EVT-CHV-002901
CAMP-flooding,flooding,Chevrolet,2902,1.0,EVT-CHV-002902
CAMP-flooding,flooding,Chevrolet,2903,1.0,EVT-CHV-002903
CAMP-flooding,flooding,Chevrolet,2904,1.0,EVT-CHV-002904
CAMP-flooding,flooding,Chevrolet,2905,1.0,EVT-CHV-002905
CAMP-flooding,flooding,Chevrolet,2906,1.0,EVT-CHV-002906
CAMP-flooding,flooding,Chevrolet,2907,1.0,EVT-CHV-002907
CAMP-flooding,flooding,Chevrolet,2908,1.0,EVT-CHV-002908
CAMP-flooding,flooding,Chevrolet,2909,1.0,EVT-CHV-002909
CAMP-flooding,flooding,Chevrolet,2910,1.0,EVT-CHV-002910
CAMP-flooding,flooding,Chevrolet,2911,1.0,EVT-CHV-002911
CAMP-flooding,flooding,Chevrolet,2912,1.0,EVT-CHV-002912
CAMP-flooding,flooding,Chevrolet,2913,1.0,EVT-CHV-002913
CAMP-flooding,flooding,Chevrolet,2914,1.0,EVT-CHV-002914
CAMP-flooding,flooding,Chevrolet,2915,0.977347,EVT-CHV-002915
CAMP-flooding,flooding,Chevrolet,2916,0.999635,EVT-CHV-002916
CAMP-flooding,flooding,Chevrolet,2917,1.0,EVT-CHV-002917
CAMP-flooding,flooding,Chevrolet,2918,1.0,EVT-CHV-002918
CAMP-flooding,flooding,Chevrolet,2919,1.0,EVT-CHV-002919
CAMP-flooding,flooding,Chevrolet,2920,1.0,EVT-CHV-002920
CAMP-flooding,flooding,Chevrolet,2921,1.0,EVT-CHV-002921
CAMP-flooding,flooding,Chevrolet,2922,1.0,EVT-CHV-002922
CAMP-flooding,flooding,Chevrolet,2923,1.0,EVT-CHV-002923
CAMP-flooding,flooding,Chevrolet,2924,1.0,EVT-CHV-002924
CAMP-flooding,flooding,Chevrolet,2925,1.0,EVT-CHV-002925
CAMP-flooding,flooding,Chevrolet,2926,1.0,EVT-CHV-002926
CAMP-flooding,flooding,Chevrolet,2927,1.0,EVT-CHV-002927
CAMP-flooding,flooding,Chevrolet,2928,1.0,EVT-CHV-002928
CAMP-flooding,flooding,Chevrolet,2929,0.993789,EVT-CHV-002929
CAMP-flooding,flooding,Chevrolet,2930,1.0,EVT-CHV-002930
CAMP-flooding,flooding,Chevrolet,2931,1.0,EVT-CHV-002931
CAMP-flooding,flooding,Chevrolet,2932,1.0,EVT-CHV-002932
CAMP-flooding,flooding,Chevrolet,2933,1.0,EVT-CHV-002933
CAMP-flooding,flooding,Chevrolet,2934,0.999635,EVT-CHV-002934
CAMP-flooding,flooding,Chevrolet,2935,1.0,EVT-CHV-002935
CAMP-flooding,flooding,Chevrolet,2936,1.0,EVT-CHV-002936
CAMP-flooding,flooding,Chevrolet,2937,0.993058,EVT-CHV-002937
CAMP-flooding,flooding,Chevrolet,2938,0.989039,EVT-CHV-002938
CAMP-flooding,flooding,Chevrolet,2939,1.0,EVT-CHV-002939
CAMP-flooding,flooding,Chevrolet,2940,1.0,EVT-CHV-002940
CAMP-flooding,flooding,Chevrolet,2941,1.0,EVT-CHV-002941
CAMP-flooding,flooding,Chevrolet,2942,1.0,EVT-CHV-002942
CAMP-flooding,flooding,Chevrolet,2943,1.0,EVT-CHV-002943
CAMP-flooding,flooding,Chevrolet,2944,1.0,EVT-CHV-002944
CAMP-flooding,flooding,Chevrolet,2945,0.998539,EVT-CHV-002945
CAMP-flooding,flooding,Chevrolet,2946,1.0,EVT-CHV-002946
CAMP-flooding,flooding,Chevrolet,2947,1.0,EVT-CHV-002947
CAMP-flooding,flooding,Chevrolet,2948,0.992693,EVT-CHV-002948
CAMP-flooding,flooding,Chevrolet,2949,1.0,EVT-CHV-002949
CAMP-flooding,flooding,Chevrolet,2950,1.0,EVT-CHV-002950
CAMP-flooding,flooding,Chevrolet,2951,1.0,EVT-CHV-002951
CAMP-flooding,flooding,Chevrolet,2952,1.0,EVT-CHV-002952
CAMP-flooding,flooding,Chevrolet,2953,1.0,EVT-CHV-002953
CAMP-flooding,flooding,Chevrolet,2954,1.0,EVT-CHV-002954
CAMP-flooding,flooding,Chevrolet,2955,1.0,EVT-CHV-002955
CAMP-flooding,flooding,Chevrolet,2956,0.994154,EVT-CHV-002956
CAMP-flooding,flooding,Chevrolet,2957,1.0,EVT-CHV-002957
CAMP-flooding,flooding,Chevrolet,2958,1.0,EVT-CHV-002958
CAMP-flooding,flooding,Chevrolet,2959,1.0,EVT-CHV-002959
CAMP-flooding,flooding,Chevrolet,2960,1.0,EVT-CHV-002960
CAMP-flooding,flooding,Chevrolet,2961,0.998539,EVT-CHV-002961
CAMP-flooding,flooding,Chevrolet,2962,1.0,EVT-CHV-002962
CAMP-flooding,flooding,Chevrolet,2963,1.0,EVT-CHV-002963
CAMP-flooding,flooding,Chevrolet,2964,1.0,EVT-CHV-002964
CAMP-flooding,flooding,Chevrolet,2965,1.0,EVT-CHV-002965
CAMP-flooding,flooding,Chevrolet,2966,1.0,EVT-CHV-002966
CAMP-flooding,flooding,Chevrolet,2967,1.0,EVT-CHV-002967
CAMP-flooding,flooding,Chevrolet,2968,1.0,EVT-CHV-002968
CAMP-flooding,flooding,Chevrolet,2969,1.0,EVT-CHV-002969
CAMP-flooding,flooding,Chevrolet,2970,1.0,EVT-CHV-002970
CAMP-flooding,flooding,Chevrolet,2971,0.986116,EVT-CHV-002971
CAMP-flooding,flooding,Chevrolet,2972,1.0,EVT-CHV-002972
CAMP-flooding,flooding,Chevrolet,2973,1.0,EVT-CHV-002973
CAMP-flooding,flooding,Chevrolet,2974,1.0,EVT-CHV-002974
CAMP-flooding,flooding,Chevrolet,2975,0.998904,EVT-CHV-002975
CAMP-flooding,flooding,Chevrolet,2976,1.0,EVT-CHV-002976
CAMP-flooding,flooding,Chevrolet,2977,1.0,EVT-CHV-002977
CAMP-flooding,flooding,Chevrolet,2978,1.0,EVT-CHV-002978
CAMP-flooding,flooding,Chevrolet,2979,1.0,EVT-CHV-002979
CAMP-flooding,flooding,Chevrolet,2980,1.0,EVT-CHV-002980
CAMP-flooding,flooding,Chevrolet,2981,1.0,EVT-CHV-002981
CAMP-flooding,flooding,Chevrolet,2982,1.0,EVT-CHV-002982
CAMP-flooding,flooding,Chevrolet,2983,0.995981,EVT-CHV-002983
CAMP-flooding,flooding,Chevrolet,2984,0.981001,EVT-CHV-002984
CAMP-flooding,flooding,Chevrolet,2985,1.0,EVT-CHV-002985
CAMP-flooding,flooding,Chevrolet,2986,1.0,EVT-CHV-002986
CAMP-flooding,flooding,Chevrolet,2987,1.0,EVT-CHV-002987
CAMP-flooding,flooding,Chevrolet,2988,1.0,EVT-CHV-002988
CAMP-flooding,flooding,Chevrolet,2989,1.0,EVT-CHV-002989
CAMP-flooding,flooding,Chevrolet,2990,1.0,EVT-CHV-002990
CAMP-flooding,flooding,Chevrolet,2991,1.0,EVT-CHV-002991
CAMP-flooding,flooding,Chevrolet,2992,0.996712,EVT-CHV-002992
CAMP-flooding,flooding,Chevrolet,2993,0.999635,EVT-CHV-002993
CAMP-flooding,flooding,Chevrolet,2994,1.0,EVT-CHV-002994
CAMP-flooding,flooding,Chevrolet,2995,1.0,EVT-CHV-002995
CAMP-flooding,flooding,Chevrolet,2996,1.0,EVT-CHV-002996
CAMP-flooding,flooding,Chevrolet,2997,1.0,EVT-CHV-002997
CAMP-flooding,flooding,Chevrolet,2998,1.0,EVT-CHV-002998
CAMP-flooding,flooding,Chevrolet,2999,1.0,EVT-CHV-002999
CAMP-flooding,flooding,Chevrolet,3000,0.999635,EVT-CHV-003000
CAMP-flooding,flooding,Chevrolet,3001,1.0,EVT-CHV-003001
CAMP-flooding,flooding,Chevrolet,3002,0.99525,EVT-CHV-003002
CAMP-flooding,flooding,Chevrolet,3003,1.0,EVT-CHV-003003
CAMP-flooding,flooding,Chevrolet,3004,1.0,EVT-CHV-003004
CAMP-flooding,flooding,Chevrolet,3005,1.0,EVT-CHV-003005
CAMP-flooding,flooding,Chevrolet,3006,1.0,EVT-CHV-003006
CAMP-flooding,flooding,Chevrolet,3007,0.994154,EVT-CHV-003007
CAMP-flooding,flooding,Chevrolet,3008,1.0,EVT-CHV-003008
CAMP-flooding,flooding,Chevrolet,3009,1.0,EVT-CHV-003009
CAMP-flooding,flooding,Chevrolet,3010,1.0,EVT-CHV-003010
CAMP-flooding,flooding,Chevrolet,3011,1.0,EVT-CHV-003011
CAMP-flooding,flooding,Chevrolet,3012,1.0,EVT-CHV-003012
CAMP-flooding,flooding,Chevrolet,3013,1.0,EVT-CHV-003013
CAMP-flooding,flooding,Chevrolet,3014,1.0,EVT-CHV-003014
CAMP-flooding,flooding,Chevrolet,3015,1.0,EVT-CHV-003015
CAMP-flooding,flooding,Chevrolet,3016,1.0,EVT-CHV-003016
CAMP-flooding,flooding,Chevrolet,3017,0.996346,EVT-CHV-003017
CAMP-flooding,flooding,Chevrolet,3018,1.0,EVT-CHV-003018
CAMP-flooding,flooding,Chevrolet,3019,1.0,EVT-CHV-003019
CAMP-flooding,flooding,Chevrolet,3020,1.0,EVT-CHV-003020
CAMP-flooding,flooding,Chevrolet,3021,0.993789,EVT-CHV-003021
CAMP-flooding,flooding,Chevrolet,3022,0.997077,EVT-CHV-003022
CAMP-flooding,flooding,Chevrolet,3023,1.0,EVT-CHV-003023
CAMP-flooding,flooding,Chevrolet,3024,1.0,EVT-CHV-003024
CAMP-flooding,flooding,Chevrolet,3025,1.0,EVT-CHV-003025
CAMP-flooding,flooding,Chevrolet,3026,0.999635,EVT-CHV-003026
CAMP-flooding,flooding,Chevrolet,3027,1.0,EVT-CHV-003027
CAMP-flooding,flooding,Chevrolet,3028,1.0,EVT-CHV-003028
CAMP-flooding,flooding,Chevrolet,3029,0.998173,EVT-CHV-003029
CAMP-flooding,flooding,Chevrolet,3030,0.998904,EVT-CHV-003030
CAMP-flooding,flooding,Chevrolet,3031,1.0,EVT-CHV-003031
CAMP-flooding,flooding,Chevrolet,3032,1.0,EVT-CHV-003032
CAMP-flooding,flooding,Chevrolet,3033,0.996346,EVT-CHV-003033
CAMP-flooding,flooding,Chevrolet,3034,1.0,EVT-CHV-003034
CAMP-flooding,flooding,Chevrolet,3035,1.0,EVT-CHV-003035
CAMP-flooding,flooding,Chevrolet,3036,1.0,EVT-CHV-003036
CAMP-flooding,flooding,Chevrolet,3037,0.999635,EVT-CHV-003037
CAMP-flooding,flooding,Chevrolet,3038,0.994154,EVT-CHV-003038
CAMP-flooding,flooding,Chevrolet,3039,0.999635,EVT-CHV-003039
CAMP-flooding,flooding,Chevrolet,3040,0.998904,EVT-CHV-003040
CAMP-flooding,flooding,Chevrolet,3041,1.0,EVT-CHV-003041
CAMP-flooding,flooding,Chevrolet,3042,1.0,EVT-CHV-003042
CAMP-flooding,flooding,Chevrolet,3043,1.0,EVT-CHV-003043
CAMP-flooding,flooding,Chevrolet,3044,1.0,EVT-CHV-003044
CAMP-flooding,flooding,Chevrolet,3045,1.0,EVT-CHV-003045
CAMP-flooding,flooding,Chevrolet,3046,1.0,EVT-CHV-003046
CAMP-flooding,flooding,Chevrolet,3047,1.0,EVT-CHV-003047
CAMP-flooding,flooding,Chevrolet,3048,0.987578,EVT-CHV-003048
CAMP-flooding,flooding,Chevrolet,3049,0.998904,EVT-CHV-003049
CAMP-flooding,flooding,Chevrolet,3050,1.0,EVT-CHV-003050
CAMP-flooding,flooding,Chevrolet,3051,1.0,EVT-CHV-003051
CAMP-flooding,flooding,Chevrolet,3052,1.0,EVT-CHV-003052
CAMP-flooding,flooding,Chevrolet,3053,0.990135,EVT-CHV-003053
CAMP-flooding,flooding,Chevrolet,3054,1.0,EVT-CHV-003054
CAMP-flooding,flooding,Chevrolet,3055,1.0,EVT-CHV-003055
CAMP-flooding,flooding,Chevrolet,3056,1.0,EVT-CHV-003056
CAMP-flooding,flooding,Chevrolet,3057,1.0,EVT-CHV-003057
CAMP-flooding,flooding,Chevrolet,3058,1.0,EVT-CHV-003058
CAMP-flooding,flooding,Chevrolet,3059,1.0,EVT-CHV-003059
CAMP-flooding,flooding,Chevrolet,3060,1.0,EVT-CHV-003060
CAMP-flooding,flooding,Chevrolet,3061,1.0,EVT-CHV-003061
CAMP-flooding,flooding,Chevrolet,3062,1.0,EVT-CHV-003062
CAMP-flooding,flooding,Chevrolet,3063,1.0,EVT-CHV-003063
CAMP-flooding,flooding,Chevrolet,3064,1.0,EVT-CHV-003064
CAMP-flooding,flooding,Chevrolet,3065,1.0,EVT-CHV-003065
CAMP-flooding,flooding,Chevrolet,3066,0.999635,EVT-CHV-003066
CAMP-flooding,flooding,Chevrolet,3067,0.99525,EVT-CHV-003067
CAMP-flooding,flooding,Chevrolet,3068,1.0,EVT-CHV-003068
CAMP-flooding,flooding,Chevrolet,3069,1.0,EVT-CHV-003069
CAMP-flooding,flooding,Chevrolet,3070,1.0,EVT-CHV-003070
CAMP-flooding,flooding,Chevrolet,3071,0.999635,EVT-CHV-003071
CAMP-flooding,flooding,Chevrolet,3072,1.0,EVT-CHV-003072
CAMP-flooding,flooding,Chevrolet,3073,1.0,EVT-CHV-003073
CAMP-flooding,flooding,Chevrolet,3074,1.0,EVT-CHV-003074
CAMP-flooding,flooding,Chevrolet,3075,0.998904,EVT-CHV-003075
CAMP-flooding,flooding,Chevrolet,3076,1.0,EVT-CHV-003076
CAMP-flooding,flooding,Chevrolet,3077,1.0,EVT-CHV-003077
CAMP-flooding,flooding,Chevrolet,3078,1.0,EVT-CHV-003078
CAMP-flooding,flooding,Chevrolet,3079,1.0,EVT-CHV-003079
CAMP-flooding,flooding,Chevrolet,3080,1.0,EVT-CHV-003080
CAMP-flooding,flooding,Chevrolet,3081,1.0,EVT-CHV-003081
CAMP-flooding,flooding,Chevrolet,3082,1.0,EVT-CHV-003082
CAMP-flooding,flooding,Chevrolet,3083,1.0,EVT-CHV-003083
CAMP-flooding,flooding,Chevrolet,3084,0.998904,EVT-CHV-003084
CAMP-flooding,flooding,Chevrolet,3085,0.999635,EVT-CHV-003085
CAMP-flooding,flooding,Chevrolet,3086,1.0,EVT-CHV-003086
CAMP-flooding,flooding,Chevrolet,3087,1.0,EVT-CHV-003087
CAMP-flooding,flooding,Chevrolet,3088,1.0,EVT-CHV-003088
CAMP-flooding,flooding,Chevrolet,3089,1.0,EVT-CHV-003089
CAMP-flooding,flooding,Chevrolet,3090,1.0,EVT-CHV-003090
CAMP-flooding,flooding,Chevrolet,3091,1.0,EVT-CHV-003091
CAMP-flooding,flooding,Chevrolet,3092,1.0,EVT-CHV-003092
CAMP-flooding,flooding,Chevrolet,3093,1.0,EVT-CHV-003093
CAMP-flooding,flooding,Chevrolet,3094,0.998904,EVT-CHV-003094
CAMP-flooding,flooding,Chevrolet,3095,0.998904,EVT-CHV-003095
CAMP-flooding,flooding,Chevrolet,3096,1.0,EVT-CHV-003096
CAMP-flooding,flooding,Chevrolet,3097,1.0,EVT-CHV-003097
CAMP-flooding,flooding,Chevrolet,3098,1.0,EVT-CHV-003098
CAMP-flooding,flooding,Chevrolet,3099,1.0,EVT-CHV-003099
CAMP-flooding,flooding,Chevrolet,3100,1.0,EVT-CHV-003100
