window_id,vehicle_id,manufacturer,dataset_set,subset_name,attack_type,label,source_file,frame_count,unique_can_id_count,can_id_entropy,most_common_can_id_ratio,id_transition_rate,id_repetition_rate,mean_inter_arrival_time,std_inter_arrival_time,min_inter_arrival_time,max_inter_arrival_time,message_rate,mean_dlc,std_dlc,dlc_mode_ratio,byte_mean_0,byte_mean_1,byte_mean_2,byte_mean_3,byte_mean_4,byte_mean_5,byte_mean_6,byte_mean_7,byte_std_0,byte_std_1,byte_std_2,byte_std_3,byte_std_4,byte_std_5,byte_std_6,byte_std_7,payload_change_rate,payload_static_ratio,anomaly_score,weak_threshold,strong_threshold,weak_prediction,strong_prediction
177,chevrolet_silverado,Chevrolet,set_03,test_01_known_vehicle_known_attack,benign,0,benign-26.csv,100.0,20.0,2.4986499070126467,0.4,0.5,0.5,0.0010056339534711418,0.0005,1e-06,0.01,800.0,8.0,0.1,1.0,10.055345344885493,10.006153737530603,10.040182927966509,10.102417511322306,9.951741563229657,9.950536145012842,10.028471802271849,10.095714672199538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.21153208185707217,0.3,0.7,0,0
178,chevrolet_silverado,Chevrolet,set_03,test_01_known_vehicle_known_attack,benign,0,benign-27.csv,100.0,20.0,2.511583209754681,0.4,0.5,0.5,0.000997587632296392,0.0005,1e-06,0.01,800.0,8.0,0.1,1.0,10.049228994908876,9.972180226431806,10.037332584074136,10.023464682313927,10.02352222780158,10.072731517379312,10.057397653362983,9.974177375816653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.24849737008595368,0.3,0.7,0,0
180,chevrolet_silverado,Chevrolet,set_03,test_01_known_vehicle_known_attack,benign,0,benign-29.csv,100.0,20.0,2.5023903559129783,0.4,0.5,0.5,0.001000569387972349,0.0005,1e-06,0.01,800.0,8.0,0.1,1.0,9.919146669913355,10.109837091853477,10.013077019920892,9.921340328779166,10.060047428633569,10.00476932681498,10.016438715220701,10.041583516318942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.16148433362121112,0.3,0.7,0,0
176,chevrolet_silverado,Chevrolet,set_03,test_01_known_vehicle_known_attack,benign,0,benign-25.csv,100.0,20.0,2.5119133768675184,0.4,0.5,0.5,0.0010261234037700464,0.0005,1e-06,0.01,800.0,8.0,0.1,1.0,10.072901061225762,9.925651395370014,9.885500162370326,10.009113046604677,10.054686339991939,9.920897279379004,9.975778362533385,9.979517680763784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.20382935365459143,0.3,0.7,0,0
173,chevrolet_silverado,Chevrolet,set_03,test_01_known_vehicle_known_attack,benign,0,benign-22.csv,100.0,20.0,2.500412817144109,0.4,0.5,0.5,0.0010212476535681743,0.0005,1e-06,0.01,800.0,8.0,0.1,1.0,9.907782194669313,10.077057208413143,9.992004251665744,10.04644301691073,9.985338797461043,10.008778696517036,10.056652665409006,10.004345079339387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.25289449701339795,0.3,0.7,0,0
174,chevrolet_silverado,Chevrolet,set_03,test_01_known_vehicle_known_attack,benign,0,benign-23.csv,100.0,20.0,2.4992376801981218,0.4,0.5,0.5,0.0009959570747709934,0.0005,1e-06,0.01,800.0,8.0,0.1,1.0,9.98937729992857,9.975208252711342,9.994388356294976,10.06854640121399,9.941972959544549,9.91749168649083,9.999633117081117,10.084831134891164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.25297859101863684,0.3,0.7,0,0
235,subaru_forester,Subaru,set_04,test_01_known_vehicle_known_attack,benign,0,benign-24.csv,100.0,20.0,2.503234834871878,0.4,0.5,0.5,0.0010147507391080563,0.0005,1e-06,0.01,800.0,8.0,0.1,1.0,9.968346315869429,9.97039130794746,9.984653496320844,10.016186084117491,10.1390293884196,9.972161939722408,9.898828753562873,9.968456296809142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.12186471722389026,0.3,0.7,0,0
239,subaru_forester,Subaru,set_04,test_01_known_vehicle_known_attack,benign,0,benign-28.csv,100.0,20.0,2.497632461950964,0.4,0.5,0.5,0.000997587470774604,0.0005,1e-06,0.01,800.0,8.0,0.1,1.0,10.006469108638754,10.001651348337758,9.88391313660926,9.958887733194196,9.990804179033411,10.04010105572436,10.071027262672942,9.956040699579678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.3000196971478769,0.3,0.7,1,0
237,subaru_forester,Subaru,set_04,test_01_known_vehicle_known_attack,benign,0,benign-26.csv,100.0,20.0,2.5008587205770345,0.4,0.5,0.5,0.00100792260395121,0.0005,1e-06,0.01,800.0,8.0,0.1,1.0,9.917786443210261,9.998075678134656,10.095121537351845,9.997285802843887,10.012886244542054,10.00186914628081,9.942085008874395,10.04952992077109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.21539294675750584,0.3,0.7,0,0
238,subaru_forester,Subaru,set_04,test_01_known_vehicle_known_attack,benign,0,benign-27.csv,100.0,20.0,2.5020288230724166,0.4,0.5,0.5,0.0010076822080379924,0.0005,1e-06,0.01,800.0,8.0,0.1,1.0,10.041474787128571,9.90704674196773,10.026229677467065,9.972862318064868,10.010134077834811,9.96636066275778,9.958772811155905,10.049966700242715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.20187076495635284,0.3,0.7,0,0
240,subaru_forester,Subaru,set_04,test_01_known_vehicle_known_attack,benign,0,benign-29.csv,100.0,20.0,2.501555714619809,0.4,0.5,0.5,0.0010055299733691023,0.0005,1e-06,0.01,800.0,8.0,0.1,1.0,9.976474892171629,9.97298697817485,10.07537527867982,9.99252116458068,9.998420968154814,10.061685386775343,10.090048932259284,9.92866302054072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.19441250842620875,0.3,0.7,0,0
236,subaru_forester,Subaru,set_04,test_01_known_vehicle_known_attack,benign,0,benign-25.csv,100.0,20.0,2.494650509319901,0.4,0.5,0.5,0.001000441179968362,0.0005,1e-06,0.01,800.0,8.0,0.1,1.0,9.95328754179997,9.96722886946383,9.9077163118997,10.010505522290169,9.963914389611489,10.055935876252404,10.054190475762368,9.957942605641007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.18299689956256887,0.3,0.7,0,0
233,subaru_forester,Subaru,set_04,test_01_known_vehicle_known_attack,benign,0,benign-22.csv,100.0,20.0,2.508464247940962,0.4,0.5,0.5,0.000994866212274499,0.0005,1e-06,0.01,800.0,8.0,0.1,1.0,10.018162965999215,9.984686647703978,9.992981942728132,9.955148553940404,9.95953646480469,10.023414803470603,10.03798160572453,10.023679377475933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.1668767287185062,0.3,0.7,0,0
234,subaru_forester,Subaru,set_04,test_01_known_vehicle_known_attack,benign,0,benign-23.csv,100.0,20.0,2.5032943062917976,0.4,0.5,0.5,0.0009746758420342245,0.0005,1e-06,0.01,800.0,8.0,0.1,1.0,10.047963076018792,9.998750599270831,10.014281608007783,10.059151170296387,9.979588951907079,10.048895731040366,9.978765449805644,10.028168118506963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.1804646065808416,0.3,0.7,0,0
