seed,scenario,event_id,vehicle_id,source_window_uid,gt_campaign_id,is_attack,physical_vehicle,source_trace
11,strong_campaign,atk_Hyundai_1-w04,atk_Hyundai_1,Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::full_trace::1486,0,1,Hyundai,Fuzzy_HYUNDAI_Sonata_train.csv
11,strong_campaign,atk_Hyundai_1-w05,atk_Hyundai_1,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::688,0,0,Hyundai,Attack_free_HY_Sonata_train.csv
11,strong_campaign,atk_Hyundai_1-w06,atk_Hyundai_1,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::869,0,0,Hyundai,Attack_free_HY_Sonata_train.csv
11,strong_campaign,atk_Hyundai_1-w07,atk_Hyundai_1,Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::full_trace::681,0,0,Hyundai,Fuzzy_HYUNDAI_Sonata_train.csv
11,strong_campaign,atk_Hyundai_1-w08,atk_Hyundai_1,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::345,0,0,Hyundai,Attack_free_HY_Sonata_train.csv
11,strong_campaign,atk_Hyundai_1-w09,atk_Hyundai_1,Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::full_trace::1113,0,0,Hyundai,Fuzzy_HYUNDAI_Sonata_train.csv
11,strong_campaign,atk_Kia_2-w00,atk_Kia_2,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::7333,0,1,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_2-w01,atk_Kia_2,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::7460,0,1,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_2-w02,atk_Kia_2,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::4998,0,1,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_2-w03,atk_Kia_2,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::8449,0,1,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_2-w04,atk_Kia_2,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::8683,0,1,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_2-w05,atk_Kia_2,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::7003,0,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_2-w06,atk_Kia_2,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::3499,0,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_2-w07,atk_Kia_2,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::9114,0,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_2-w08,atk_Kia_2,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::2432,0,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_2-w09,atk_Kia_2,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::1064,0,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_3-w00,atk_Kia_3,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::8598,0,1,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_3-w01,atk_Kia_3,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::7726,0,1,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_3-w02,atk_Kia_3,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::7249,0,1,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_3-w03,atk_Kia_3,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::7618,0,1,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_3-w04,atk_Kia_3,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::5236,0,1,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_3-w05,atk_Kia_3,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::9058,0,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_3-w06,atk_Kia_3,Kia::Attack_free_KIA_Soul_train.csv::Kia::Attack_free_KIA_Soul_train.csv::seg_test::414,0,0,Kia,Attack_free_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_3-w07,atk_Kia_3,Kia::Attack_free_KIA_Soul_train.csv::Kia::Attack_free_KIA_Soul_train.csv::seg_test::1381,0,0,Kia,Attack_free_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_3-w08,atk_Kia_3,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::8084,0,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,atk_Kia_3-w09,atk_Kia_3,Kia::Attack_free_KIA_Soul_train.csv::Kia::Attack_free_KIA_Soul_train.csv::seg_test::72,0,0,Kia,Attack_free_KIA_Soul_train.csv
11,strong_campaign,atk_Chevrolet_4-w00,atk_Chevrolet_4,Chevrolet::Fuzzy_CHEVROLET_Spark_train.csv::Chevrolet::Fuzzy_CHEVROLET_Spark_train.csv::seg_test::9,0,1,Chevrolet,Fuzzy_CHEVROLET_Spark_train.csv
11,strong_campaign,atk_Chevrolet_4-w01,atk_Chevrolet_4,Chevrolet::Fuzzy_CHEVROLET_Spark_train.csv::Chevrolet::Fuzzy_CHEVROLET_Spark_train.csv::seg_test::78,0,1,Chevrolet,Fuzzy_CHEVROLET_Spark_train.csv
11,strong_campaign,atk_Chevrolet_4-w02,atk_Chevrolet_4,Chevrolet::Fuzzy_CHEVROLET_Spark_train.csv::Chevrolet::Fuzzy_CHEVROLET_Spark_train.csv::seg_test::99,0,1,Chevrolet,Fuzzy_CHEVROLET_Spark_train.csv
11,strong_campaign,atk_Chevrolet_4-w03,atk_Chevrolet_4,Chevrolet::Fuzzy_CHEVROLET_Spark_train.csv::Chevrolet::Fuzzy_CHEVROLET_Spark_train.csv::seg_test::24,0,1,Chevrolet,Fuzzy_CHEVROLET_Spark_train.csv
11,strong_campaign,atk_Chevrolet_4-w04,atk_Chevrolet_4,Chevrolet::Fuzzy_CHEVROLET_Spark_train.csv::Chevrolet::Fuzzy_CHEVROLET_Spark_train.csv::seg_test::67,0,1,Chevrolet,Fuzzy_CHEVROLET_Spark_train.csv
11,strong_campaign,atk_Chevrolet_4-w05,atk_Chevrolet_4,Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::seg_test::20,0,0,Chevrolet,Attack_free_CHEVROLET_Spark_train.csv
11,strong_campaign,atk_Chevrolet_4-w06,atk_Chevrolet_4,Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::seg_test::122,0,0,Chevrolet,Attack_free_CHEVROLET_Spark_train.csv
11,strong_campaign,atk_Chevrolet_4-w07,atk_Chevrolet_4,Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::seg_test::211,0,0,Chevrolet,Attack_free_CHEVROLET_Spark_train.csv
11,strong_campaign,atk_Chevrolet_4-w08,atk_Chevrolet_4,Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::seg_test::106,0,0,Chevrolet,Attack_free_CHEVROLET_Spark_train.csv
11,strong_campaign,atk_Chevrolet_4-w09,atk_Chevrolet_4,Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::seg_test::270,0,0,Chevrolet,Attack_free_CHEVROLET_Spark_train.csv
11,strong_campaign,ben_00-w00,ben_00,Kia::Attack_free_KIA_Soul_train.csv::Kia::Attack_free_KIA_Soul_train.csv::seg_test::250,-1,0,Kia,Attack_free_KIA_Soul_train.csv
11,strong_campaign,ben_00-w01,ben_00,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::5713,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_00-w02,ben_00,Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::full_trace::7,-1,0,Hyundai,Fuzzy_HYUNDAI_Sonata_train.csv
11,strong_campaign,ben_00-w03,ben_00,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::4599,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_00-w04,ben_00,Chevrolet::Malfunction_CHEVROLET_Spark_train.csv::Chevrolet::Malfunction_CHEVROLET_Spark_train.csv::seg_test::121,-1,0,Chevrolet,Malfunction_CHEVROLET_Spark_train.csv
11,strong_campaign,ben_00-w05,ben_00,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::136,-1,0,Hyundai,Attack_free_HY_Sonata_train.csv
11,strong_campaign,ben_00-w06,ben_00,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::32,-1,0,Hyundai,Attack_free_HY_Sonata_train.csv
11,strong_campaign,ben_00-w07,ben_00,Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::full_trace::1740,-1,0,Hyundai,Fuzzy_HYUNDAI_Sonata_train.csv
11,strong_campaign,ben_00-w08,ben_00,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::8919,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_00-w09,ben_00,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::3299,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_01-w00,ben_01,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::2278,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_01-w01,ben_01,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::726,-1,0,Hyundai,Attack_free_HY_Sonata_train.csv
11,strong_campaign,ben_01-w02,ben_01,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::164,-1,0,Hyundai,Attack_free_HY_Sonata_train.csv
11,strong_campaign,ben_01-w03,ben_01,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::6668,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_01-w04,ben_01,Kia::Attack_free_KIA_Soul_train.csv::Kia::Attack_free_KIA_Soul_train.csv::seg_test::74,-1,0,Kia,Attack_free_KIA_Soul_train.csv
11,strong_campaign,ben_01-w05,ben_01,Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::seg_test::61,-1,0,Chevrolet,Attack_free_CHEVROLET_Spark_train.csv
11,strong_campaign,ben_01-w06,ben_01,Kia::Attack_free_KIA_Soul_train.csv::Kia::Attack_free_KIA_Soul_train.csv::seg_test::7,-1,0,Kia,Attack_free_KIA_Soul_train.csv
11,strong_campaign,ben_01-w07,ben_01,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::7955,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_01-w08,ben_01,Kia::Attack_free_KIA_Soul_train.csv::Kia::Attack_free_KIA_Soul_train.csv::seg_test::3,-1,0,Kia,Attack_free_KIA_Soul_train.csv
11,strong_campaign,ben_01-w09,ben_01,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::595,-1,0,Hyundai,Attack_free_HY_Sonata_train.csv
11,strong_campaign,ben_02-w00,ben_02,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::1149,-1,0,Hyundai,Attack_free_HY_Sonata_train.csv
11,strong_campaign,ben_02-w01,ben_02,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::5658,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_02-w02,ben_02,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::9179,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_02-w03,ben_02,Chevrolet::Malfunction_CHEVROLET_Spark_train.csv::Chevrolet::Malfunction_CHEVROLET_Spark_train.csv::seg_test::21,-1,0,Chevrolet,Malfunction_CHEVROLET_Spark_train.csv
11,strong_campaign,ben_02-w04,ben_02,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::8136,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_02-w05,ben_02,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::8960,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_02-w06,ben_02,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::505,-1,0,Hyundai,Attack_free_HY_Sonata_train.csv
11,strong_campaign,ben_02-w07,ben_02,Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::full_trace::299,-1,0,Hyundai,Fuzzy_HYUNDAI_Sonata_train.csv
11,strong_campaign,ben_02-w08,ben_02,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::3457,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_02-w09,ben_02,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::2366,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_03-w00,ben_03,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::146,-1,0,Hyundai,Attack_free_HY_Sonata_train.csv
11,strong_campaign,ben_03-w01,ben_03,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::5560,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_03-w02,ben_03,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::3545,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_03-w03,ben_03,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::80,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_03-w04,ben_03,Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::full_trace::1578,-1,0,Hyundai,Fuzzy_HYUNDAI_Sonata_train.csv
11,strong_campaign,ben_03-w05,ben_03,Kia::Attack_free_KIA_Soul_train.csv::Kia::Attack_free_KIA_Soul_train.csv::seg_test::423,-1,0,Kia,Attack_free_KIA_Soul_train.csv
11,strong_campaign,ben_03-w06,ben_03,Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::seg_test::117,-1,0,Chevrolet,Attack_free_CHEVROLET_Spark_train.csv
11,strong_campaign,ben_03-w07,ben_03,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::8017,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_03-w08,ben_03,Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::seg_test::176,-1,0,Chevrolet,Attack_free_CHEVROLET_Spark_train.csv
11,strong_campaign,ben_03-w09,ben_03,Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::full_trace::1627,-1,0,Hyundai,Fuzzy_HYUNDAI_Sonata_train.csv
11,strong_campaign,ben_04-w00,ben_04,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::5720,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_04-w01,ben_04,Kia::Attack_free_KIA_Soul_train.csv::Kia::Attack_free_KIA_Soul_train.csv::seg_test::1033,-1,0,Kia,Attack_free_KIA_Soul_train.csv
11,strong_campaign,ben_04-w02,ben_04,Chevrolet::Malfunction_CHEVROLET_Spark_train.csv::Chevrolet::Malfunction_CHEVROLET_Spark_train.csv::seg_test::139,-1,0,Chevrolet,Malfunction_CHEVROLET_Spark_train.csv
11,strong_campaign,ben_04-w03,ben_04,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::8808,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_04-w04,ben_04,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::326,-1,0,Hyundai,Attack_free_HY_Sonata_train.csv
11,strong_campaign,ben_04-w05,ben_04,Kia::Attack_free_KIA_Soul_train.csv::Kia::Attack_free_KIA_Soul_train.csv::seg_test::50,-1,0,Kia,Attack_free_KIA_Soul_train.csv
11,strong_campaign,ben_04-w06,ben_04,Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::seg_test::82,-1,0,Chevrolet,Attack_free_CHEVROLET_Spark_train.csv
11,strong_campaign,ben_04-w07,ben_04,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::6655,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_04-w08,ben_04,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::156,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_04-w09,ben_04,Kia::Attack_free_KIA_Soul_train.csv::Kia::Attack_free_KIA_Soul_train.csv::seg_test::264,-1,0,Kia,Attack_free_KIA_Soul_train.csv
11,strong_campaign,ben_05-w00,ben_05,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::1217,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_05-w01,ben_05,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::9117,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_05-w02,ben_05,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::8818,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_05-w03,ben_05,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::6715,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_05-w04,ben_05,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::5673,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_05-w05,ben_05,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::4556,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_05-w06,ben_05,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::662,-1,0,Hyundai,Attack_free_HY_Sonata_train.csv
11,strong_campaign,ben_05-w07,ben_05,Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::Hyundai::Fuzzy_HYUNDAI_Sonata_train.csv::full_trace::1598,-1,0,Hyundai,Fuzzy_HYUNDAI_Sonata_train.csv
11,strong_campaign,ben_05-w08,ben_05,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::3590,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_05-w09,ben_05,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::2109,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_06-w00,ben_06,Kia::Fuzzy_dataset_KIA_Soul_train.csv::Kia::Fuzzy_dataset_KIA_Soul_train.csv::full_trace::4496,-1,0,Kia,Fuzzy_dataset_KIA_Soul_train.csv
11,strong_campaign,ben_06-w01,ben_06,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::574,-1,0,Hyundai,Attack_free_HY_Sonata_train.csv
11,strong_campaign,ben_06-w02,ben_06,Hyundai::Attack_free_HY_Sonata_train.csv::Hyundai::Attack_free_HY_Sonata_train.csv::seg_test::289,-1,0,Hyundai,Attack_free_HY_Sonata_train.csv
