source_file,source_basename,vehicle_model,attack_type,split,segment_id,segment_start,segment_end,n_frames_loaded,split_method,publication_source_file
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_final_2nd_train/Replay_dataset_KIA_Soul_train.csv,Replay_dataset_KIA_Soul_train.csv,Kia,replay,validation,Kia::Replay_dataset_KIA_Soul_train.csv::full_trace,0,566300,566300,complete_trace,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_final_2nd_train/Replay_dataset_KIA_Soul_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Attack_free_KIA_Soul_train.csv,Attack_free_KIA_Soul_train.csv,Kia,attack_free,train,Kia::Attack_free_KIA_Soul_train.csv::full_trace,0,192500,192500,complete_trace,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Attack_free_KIA_Soul_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Flooding_KIA_Soul_train.csv,Flooding_KIA_Soul_train.csv,Kia,flooding,train,Kia::Flooding_KIA_Soul_train.csv::full_trace,0,120000,120000,complete_trace,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Flooding_KIA_Soul_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Fuzzy_KIA_Soul_train.csv,Fuzzy_KIA_Soul_train.csv,Kia,fuzzy,train,Kia::Fuzzy_KIA_Soul_train.csv::full_trace,0,144000,144000,complete_trace,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Fuzzy_KIA_Soul_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Malfunction_KIA_Soul_train.csv,Malfunction_KIA_Soul_train.csv,Kia,malfunction,train,Kia::Malfunction_KIA_Soul_train.csv::full_trace,0,113000,113000,complete_trace,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Malfunction_KIA_Soul_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Attack_free_CHEVROLET_Spark_train.csv,Attack_free_CHEVROLET_Spark_train.csv,Chevrolet,attack_free,train,Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::train,0,95800,95800,contiguous_segment,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Attack_free_CHEVROLET_Spark_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Attack_free_CHEVROLET_Spark_train.csv,Attack_free_CHEVROLET_Spark_train.csv,Chevrolet,attack_free,validation,Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::seg_val,95900,116350,20450,contiguous_segment,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Attack_free_CHEVROLET_Spark_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Attack_free_CHEVROLET_Spark_train.csv,Attack_free_CHEVROLET_Spark_train.csv,Chevrolet,attack_free,test,Chevrolet::Attack_free_CHEVROLET_Spark_train.csv::seg_test,116450,136900,20450,contiguous_segment,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Attack_free_CHEVROLET_Spark_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Flooding_CHEVROLET_Spark_train.csv,Flooding_CHEVROLET_Spark_train.csv,Chevrolet,flooding,train,Chevrolet::Flooding_CHEVROLET_Spark_train.csv::train,0,59500,59500,contiguous_segment,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Flooding_CHEVROLET_Spark_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Flooding_CHEVROLET_Spark_train.csv,Flooding_CHEVROLET_Spark_train.csv,Chevrolet,flooding,validation,Chevrolet::Flooding_CHEVROLET_Spark_train.csv::seg_val,59600,72250,12650,contiguous_segment,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Flooding_CHEVROLET_Spark_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Flooding_CHEVROLET_Spark_train.csv,Flooding_CHEVROLET_Spark_train.csv,Chevrolet,flooding,test,Chevrolet::Flooding_CHEVROLET_Spark_train.csv::seg_test,72350,85000,12650,contiguous_segment,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Flooding_CHEVROLET_Spark_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Fuzzy_CHEVROLET_Spark_train.csv,Fuzzy_CHEVROLET_Spark_train.csv,Chevrolet,fuzzy,train,Chevrolet::Fuzzy_CHEVROLET_Spark_train.csv::train,0,28700,28700,contiguous_segment,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Fuzzy_CHEVROLET_Spark_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Fuzzy_CHEVROLET_Spark_train.csv,Fuzzy_CHEVROLET_Spark_train.csv,Chevrolet,fuzzy,validation,Chevrolet::Fuzzy_CHEVROLET_Spark_train.csv::seg_val,28800,34850,6050,contiguous_segment,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Fuzzy_CHEVROLET_Spark_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Fuzzy_CHEVROLET_Spark_train.csv,Fuzzy_CHEVROLET_Spark_train.csv,Chevrolet,fuzzy,test,Chevrolet::Fuzzy_CHEVROLET_Spark_train.csv::seg_test,34950,41000,6050,contiguous_segment,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Fuzzy_CHEVROLET_Spark_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Malfunction_CHEVROLET_Spark_train.csv,Malfunction_CHEVROLET_Spark_train.csv,Chevrolet,malfunction,train,Chevrolet::Malfunction_CHEVROLET_Spark_train.csv::train,0,35700,35700,contiguous_segment,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Malfunction_CHEVROLET_Spark_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Malfunction_CHEVROLET_Spark_train.csv,Malfunction_CHEVROLET_Spark_train.csv,Chevrolet,malfunction,validation,Chevrolet::Malfunction_CHEVROLET_Spark_train.csv::seg_val,35800,43350,7550,contiguous_segment,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Malfunction_CHEVROLET_Spark_train.csv
/workspace/Dataset/ocslab_pipeline/_source_car_track/car_track_preliminary_train/Malfunction_CHEVROLET_Spark_train.csv,Malfunction_CHEVROLET_Spark_train.csv,Chevrolet,malfunction,test,Chevrolet::Malfunction_CHEVROLET_Spark_train.csv::seg_test,43450,51000,7550,contiguous_segment,/Users/iyadatieh/Library/CloudStorage/OneDrive-Personal/University of Reading/CodeRepo/Dataset/In-Vehicle Network Intrusion Detection Challenge/car_track_preliminary_train/Malfunction_CHEVROLET_Spark_train.csv
