file_name,artifact_type,topic,recommended_use,source_path,overleaf_folder,caption_suggestion,include_in_main_paper
figure_LOCAL_COMP3_per_vehicle_prf.png,figure_png,local_ids,Supplement,new_experiments/local_ids_ocslab_vs_ctt_metric_comparison/figures/figure_LOCAL_COMP3_per_vehicle_prf.png,figures_png,figure LOCAL COMP3 per vehicle prf,SUPPLEMENT
figure_LOCAL_COMP4_per_vehicle_fpr.pdf,figure_pdf,local_ids,Supplement,new_experiments/local_ids_ocslab_vs_ctt_metric_comparison/figures/figure_LOCAL_COMP4_per_vehicle_fpr.pdf,figures_pdf,figure LOCAL COMP4 per vehicle fpr,SUPPLEMENT
figure_LOCAL_COMP4_per_vehicle_fpr.png,figure_png,local_ids,Supplement,new_experiments/local_ids_ocslab_vs_ctt_metric_comparison/figures/figure_LOCAL_COMP4_per_vehicle_fpr.png,figures_png,figure LOCAL COMP4 per vehicle fpr,SUPPLEMENT
figure_LOCAL_COMP5_ctt_by_subset.pdf,figure_pdf,local_ids,Reference only,new_experiments/local_ids_ocslab_vs_ctt_metric_comparison/figures/figure_LOCAL_COMP5_ctt_by_subset.pdf,figures_pdf,figure LOCAL COMP5 ctt by subset,NO
figure_LOCAL_COMP5_ctt_by_subset.png,figure_png,local_ids,Reference only,new_experiments/local_ids_ocslab_vs_ctt_metric_comparison/figures/figure_LOCAL_COMP5_ctt_by_subset.png,figures_png,figure LOCAL COMP5 ctt by subset,NO
figure_LOCAL_COMP6_ctt_by_attack_f1.pdf,figure_pdf,local_ids,Reference only,new_experiments/local_ids_ocslab_vs_ctt_metric_comparison/figures/figure_LOCAL_COMP6_ctt_by_attack_f1.pdf,figures_pdf,figure LOCAL COMP6 ctt by attack f1,NO
figure_LOCAL_COMP6_ctt_by_attack_f1.png,figure_png,local_ids,Reference only,new_experiments/local_ids_ocslab_vs_ctt_metric_comparison/figures/figure_LOCAL_COMP6_ctt_by_attack_f1.png,figures_png,figure LOCAL COMP6 ctt by attack f1,NO
LOCAL_IDS_COMPARISON_INTERPRETATION.md,report,local_ids,Supplement,new_experiments/local_ids_ocslab_vs_ctt_metric_comparison/LOCAL_IDS_COMPARISON_INTERPRETATION.md,reports,LOCAL IDS COMPARISON INTERPRETATION,SUPPLEMENT
CTT_CORR1_local_threshold_policy_comparison.tex,table_tex,local_ids,Reference only,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR1_local_threshold_policy_comparison.tex,tables_tex,CTT CORR1 local threshold policy comparison,NO
CTT_CORR1_local_threshold_policy_comparison.csv,table_csv,local_ids,Reference only,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR1_local_threshold_policy_comparison.csv,tables_csv,CTT CORR1 local threshold policy comparison,NO
CTT_CORR1_local_threshold_policy_comparison.md,table_md,local_ids,Reference only,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR1_local_threshold_policy_comparison.md,tables_md,CTT CORR1 local threshold policy comparison,NO
CTT_CORR2_local_by_subset.tex,table_tex,ctt_corrected,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR2_local_by_subset.tex,tables_tex,CTT CORR2 local by subset,SUPPLEMENT
CTT_CORR2_local_by_subset.csv,table_csv,ctt_corrected,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR2_local_by_subset.csv,tables_csv,CTT CORR2 local by subset,SUPPLEMENT
CTT_CORR2_local_by_subset.md,table_md,ctt_corrected,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR2_local_by_subset.md,tables_md,CTT CORR2 local by subset,SUPPLEMENT
CTT_CORR3_local_by_attack_type.tex,table_tex,ctt_corrected,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR3_local_by_attack_type.tex,tables_tex,CTT CORR3 local by attack type,SUPPLEMENT
CTT_CORR3_local_by_attack_type.csv,table_csv,ctt_corrected,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR3_local_by_attack_type.csv,tables_csv,CTT CORR3 local by attack type,SUPPLEMENT
CTT_CORR3_local_by_attack_type.md,table_md,ctt_corrected,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR3_local_by_attack_type.md,tables_md,CTT CORR3 local by attack type,SUPPLEMENT
CTT_CORR4_local_by_vehicle.tex,table_tex,fleet,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR4_local_by_vehicle.tex,tables_tex,CTT CORR4 local by vehicle,SUPPLEMENT
CTT_CORR4_local_by_vehicle.csv,table_csv,fleet,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR4_local_by_vehicle.csv,tables_csv,CTT CORR4 local by vehicle,SUPPLEMENT
CTT_CORR4_local_by_vehicle.md,table_md,fleet,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR4_local_by_vehicle.md,tables_md,CTT CORR4 local by vehicle,SUPPLEMENT
CTT_CORR5_campaign_consistency_ablation.tex,table_tex,fleet,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR5_campaign_consistency_ablation.tex,tables_tex,CTT CORR5 campaign consistency ablation,SUPPLEMENT
CTT_CORR5_campaign_consistency_ablation.csv,table_csv,fleet,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR5_campaign_consistency_ablation.csv,tables_csv,CTT CORR5 campaign consistency ablation,SUPPLEMENT
CTT_CORR5_campaign_consistency_ablation.md,table_md,fleet,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR5_campaign_consistency_ablation.md,tables_md,CTT CORR5 campaign consistency ablation,SUPPLEMENT
CTT_CORR6_corrected_scenario_results.tex,table_tex,fleet,Reference only,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR6_corrected_scenario_results.tex,tables_tex,CTT CORR6 corrected scenario results,NO
CTT_CORR6_corrected_scenario_results.csv,table_csv,fleet,Reference only,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR6_corrected_scenario_results.csv,tables_csv,CTT CORR6 corrected scenario results,NO
CTT_CORR6_corrected_scenario_results.md,table_md,fleet,Reference only,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR6_corrected_scenario_results.md,tables_md,CTT CORR6 corrected scenario results,NO
CTT_CORR7_corrected_edge_sensitivity.tex,table_tex,ctt_corrected,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR7_corrected_edge_sensitivity.tex,tables_tex,CTT CORR7 corrected edge sensitivity,SUPPLEMENT
CTT_CORR7_corrected_edge_sensitivity.csv,table_csv,ctt_corrected,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR7_corrected_edge_sensitivity.csv,tables_csv,CTT CORR7 corrected edge sensitivity,SUPPLEMENT
CTT_CORR7_corrected_edge_sensitivity.md,table_md,ctt_corrected,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/tables/CTT_CORR7_corrected_edge_sensitivity.md,tables_md,CTT CORR7 corrected edge sensitivity,SUPPLEMENT
figure_CTT_CORR1_f1_vs_threshold.pdf,figure_pdf,local_ids,Reference only,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/figures/figure_CTT_CORR1_f1_vs_threshold.pdf,figures_pdf,figure CTT CORR1 f1 vs threshold,NO
figure_CTT_CORR1_f1_vs_threshold.png,figure_png,local_ids,Reference only,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/figures/figure_CTT_CORR1_f1_vs_threshold.png,figures_png,figure CTT CORR1 f1 vs threshold,NO
figure_CTT_CORR2_precision_recall_vs_threshold.pdf,figure_pdf,diagnostic,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/figures/figure_CTT_CORR2_precision_recall_vs_threshold.pdf,figures_pdf,figure CTT CORR2 precision recall vs threshold,SUPPLEMENT
figure_CTT_CORR2_precision_recall_vs_threshold.png,figure_png,diagnostic,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/figures/figure_CTT_CORR2_precision_recall_vs_threshold.png,figures_png,figure CTT CORR2 precision recall vs threshold,SUPPLEMENT
figure_CTT_CORR3_corrected_local_by_subset.pdf,figure_pdf,ctt_corrected,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/figures/figure_CTT_CORR3_corrected_local_by_subset.pdf,figures_pdf,figure CTT CORR3 corrected local by subset,SUPPLEMENT
figure_CTT_CORR3_corrected_local_by_subset.png,figure_png,ctt_corrected,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/figures/figure_CTT_CORR3_corrected_local_by_subset.png,figures_png,figure CTT CORR3 corrected local by subset,SUPPLEMENT
figure_CTT_CORR4_corrected_scenario_outcomes.pdf,figure_pdf,fleet,Main paper,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/figures/figure_CTT_CORR4_corrected_scenario_outcomes.pdf,figures_pdf,Corrected CTT fleet scenario outcomes (200-node graphs).,YES
figure_CTT_CORR4_corrected_scenario_outcomes.png,figure_png,fleet,Main paper,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/figures/figure_CTT_CORR4_corrected_scenario_outcomes.png,figures_png,Corrected CTT fleet scenario outcomes (200-node graphs).,YES
figure_CTT_CORR5_unrelated_merge_before_after_rule.pdf,figure_pdf,fleet,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/figures/figure_CTT_CORR5_unrelated_merge_before_after_rule.pdf,figures_pdf,figure CTT CORR5 unrelated merge before after rule,SUPPLEMENT
figure_CTT_CORR5_unrelated_merge_before_after_rule.png,figure_png,fleet,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/figures/figure_CTT_CORR5_unrelated_merge_before_after_rule.png,figures_png,figure CTT CORR5 unrelated merge before after rule,SUPPLEMENT
figure_CTT_CORR6_edge_count_vs_campaign_f1.pdf,figure_pdf,fleet,Reference only,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/figures/figure_CTT_CORR6_edge_count_vs_campaign_f1.pdf,figures_pdf,figure CTT CORR6 edge count vs campaign f1,NO
figure_CTT_CORR6_edge_count_vs_campaign_f1.png,figure_png,fleet,Reference only,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/figures/figure_CTT_CORR6_edge_count_vs_campaign_f1.png,figures_png,figure CTT CORR6 edge count vs campaign f1,NO
figure_CTT_CORR7_edge_count_vs_incorrect_merge_rate.pdf,figure_pdf,diagnostic,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/figures/figure_CTT_CORR7_edge_count_vs_incorrect_merge_rate.pdf,figures_pdf,figure CTT CORR7 edge count vs incorrect merge rate,SUPPLEMENT
figure_CTT_CORR7_edge_count_vs_incorrect_merge_rate.png,figure_png,diagnostic,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/figures/figure_CTT_CORR7_edge_count_vs_incorrect_merge_rate.png,figures_png,figure CTT CORR7 edge count vs incorrect merge rate,SUPPLEMENT
CTT_CORRECTED_PUBLICATION_SUMMARY.md,report,ctt_corrected,Supplement,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/CTT_CORRECTED_PUBLICATION_SUMMARY.md,reports,CTT CORRECTED PUBLICATION SUMMARY,SUPPLEMENT
LOCAL_THRESHOLD_POLICY_RECOMMENDATION.md,report,local_ids,Reference only,new_experiments/can_train_and_test_cross_dataset_validation/corrected_publication_ctt/LOCAL_THRESHOLD_POLICY_RECOMMENDATION.md,reports,LOCAL THRESHOLD POLICY RECOMMENDATION,NO
FLEET_CORR1_corrected_ctt_fleet_summary.tex,table_tex,fleet,Reference only,new_experiments/fleet_level_corrected_comparison_summary/tables/FLEET_CORR1_corrected_ctt_fleet_summary.tex,tables_tex,Corrected CTT fleet scenario summary table.,NO
FLEET_CORR1_corrected_ctt_fleet_summary.csv,table_csv,fleet,Main paper,new_experiments/fleet_level_corrected_comparison_summary/tables/FLEET_CORR1_corrected_ctt_fleet_summary.csv,tables_csv,Corrected CTT fleet scenario summary table.,YES
FLEET_CORR1_corrected_ctt_fleet_summary.md,table_md,fleet,Reference only,new_experiments/fleet_level_corrected_comparison_summary/tables/FLEET_CORR1_corrected_ctt_fleet_summary.md,tables_md,Corrected CTT fleet scenario summary table.,NO
FLEET_CORR2_consistency_rule_ablation.tex,table_tex,fleet,Reference only,new_experiments/fleet_level_corrected_comparison_summary/tables/FLEET_CORR2_consistency_rule_ablation.tex,tables_tex,FLEET CORR2 consistency rule ablation,NO
FLEET_CORR2_consistency_rule_ablation.csv,table_csv,fleet,Reference only,new_experiments/fleet_level_corrected_comparison_summary/tables/FLEET_CORR2_consistency_rule_ablation.csv,tables_csv,FLEET CORR2 consistency rule ablation,NO
FLEET_CORR2_consistency_rule_ablation.md,table_md,fleet,Reference only,new_experiments/fleet_level_corrected_comparison_summary/tables/FLEET_CORR2_consistency_rule_ablation.md,tables_md,FLEET CORR2 consistency rule ablation,NO
FLEET_CORR3_ocslab_vs_ctt_corrected_fleet_comparison.tex,table_tex,fleet,Supplement,new_experiments/fleet_level_corrected_comparison_summary/tables/FLEET_CORR3_ocslab_vs_ctt_corrected_fleet_comparison.tex,tables_tex,FLEET CORR3 ocslab vs ctt corrected fleet comparison,SUPPLEMENT
FLEET_CORR3_ocslab_vs_ctt_corrected_fleet_comparison.csv,table_csv,fleet,Supplement,new_experiments/fleet_level_corrected_comparison_summary/tables/FLEET_CORR3_ocslab_vs_ctt_corrected_fleet_comparison.csv,tables_csv,FLEET CORR3 ocslab vs ctt corrected fleet comparison,SUPPLEMENT
FLEET_CORR3_ocslab_vs_ctt_corrected_fleet_comparison.md,table_md,fleet,Supplement,new_experiments/fleet_level_corrected_comparison_summary/tables/FLEET_CORR3_ocslab_vs_ctt_corrected_fleet_comparison.md,tables_md,FLEET CORR3 ocslab vs ctt corrected fleet comparison,SUPPLEMENT
figure_FLEET_CORR1_corrected_scenario_outcomes.pdf,figure_pdf,fleet,Reference only,new_experiments/fleet_level_corrected_comparison_summary/figures/figure_FLEET_CORR1_corrected_scenario_outcomes.pdf,figures_pdf,figure FLEET CORR1 corrected scenario outcomes,NO
figure_FLEET_CORR1_corrected_scenario_outcomes.png,figure_png,fleet,Reference only,new_experiments/fleet_level_corrected_comparison_summary/figures/figure_FLEET_CORR1_corrected_scenario_outcomes.png,figures_png,figure FLEET CORR1 corrected scenario outcomes,NO
figure_FLEET_CORR2_unrelated_merge_before_after.pdf,figure_pdf,fleet,Main paper,new_experiments/fleet_level_corrected_comparison_summary/figures/figure_FLEET_CORR2_unrelated_merge_before_after.pdf,figures_pdf,Unrelated incident incorrect merge rate before and after campaign consistency rule.,YES
figure_FLEET_CORR2_unrelated_merge_before_after.png,figure_png,fleet,Main paper,new_experiments/fleet_level_corrected_comparison_summary/figures/figure_FLEET_CORR2_unrelated_merge_before_after.png,figures_png,Unrelated incident incorrect merge rate before and after campaign consistency rule.,YES
figure_FLEET_CORR3_consistency_rule_ablation.pdf,figure_pdf,fleet,Supplement,new_experiments/fleet_level_corrected_comparison_summary/figures/figure_FLEET_CORR3_consistency_rule_ablation.pdf,figures_pdf,figure FLEET CORR3 consistency rule ablation,SUPPLEMENT
figure_FLEET_CORR3_consistency_rule_ablation.png,figure_png,fleet,Supplement,new_experiments/fleet_level_corrected_comparison_summary/figures/figure_FLEET_CORR3_consistency_rule_ablation.png,figures_png,figure FLEET CORR3 consistency rule ablation,SUPPLEMENT
figure_FLEET_CORR4_ocslab_vs_corrected_ctt_scenario_comparison.pdf,figure_pdf,fleet,Reference only,new_experiments/fleet_level_corrected_comparison_summary/figures/figure_FLEET_CORR4_ocslab_vs_corrected_ctt_scenario_comparison.pdf,figures_pdf,figure FLEET CORR4 ocslab vs corrected ctt scenario comparison,NO
figure_FLEET_CORR4_ocslab_vs_corrected_ctt_scenario_comparison.png,figure_png,fleet,Reference only,new_experiments/fleet_level_corrected_comparison_summary/figures/figure_FLEET_CORR4_ocslab_vs_corrected_ctt_scenario_comparison.png,figures_png,figure FLEET CORR4 ocslab vs corrected ctt scenario comparison,NO
figure_FLEET_CORR5_edge_count_vs_campaign_f1.pdf,figure_pdf,fleet,Reference only,new_experiments/fleet_level_corrected_comparison_summary/figures/figure_FLEET_CORR5_edge_count_vs_campaign_f1.pdf,figures_pdf,figure FLEET CORR5 edge count vs campaign f1,NO
figure_FLEET_CORR5_edge_count_vs_campaign_f1.png,figure_png,fleet,Reference only,new_experiments/fleet_level_corrected_comparison_summary/figures/figure_FLEET_CORR5_edge_count_vs_campaign_f1.png,figures_png,figure FLEET CORR5 edge count vs campaign f1,NO
figure_FLEET_CORR6_edge_count_vs_unrelated_merge.pdf,figure_pdf,fleet,Reference only,new_experiments/fleet_level_corrected_comparison_summary/figures/figure_FLEET_CORR6_edge_count_vs_unrelated_merge.pdf,figures_pdf,figure FLEET CORR6 edge count vs unrelated merge,NO
figure_FLEET_CORR6_edge_count_vs_unrelated_merge.png,figure_png,fleet,Reference only,new_experiments/fleet_level_corrected_comparison_summary/figures/figure_FLEET_CORR6_edge_count_vs_unrelated_merge.png,figures_png,figure FLEET CORR6 edge count vs unrelated merge,NO
FLEET_CORRECTED_COMPARISON_SUMMARY.md,report,fleet,Supplement,new_experiments/fleet_level_corrected_comparison_summary/FLEET_CORRECTED_COMPARISON_SUMMARY.md,reports,FLEET CORRECTED COMPARISON SUMMARY,SUPPLEMENT
FLEET_CORRECTED_COMPARISON_PAPER_WORDING.md,report,fleet,Supplement,new_experiments/fleet_level_corrected_comparison_summary/FLEET_CORRECTED_COMPARISON_PAPER_WORDING.md,reports,FLEET CORRECTED COMPARISON PAPER WORDING,SUPPLEMENT
table_CUR_COMP3_fleet_scenario_comparison.tex,table_tex,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP3_fleet_scenario_comparison.tex,tables_tex,table CUR COMP3 fleet scenario comparison,NO
table_CUR_COMP3_fleet_scenario_comparison.csv,table_csv,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP3_fleet_scenario_comparison.csv,tables_csv,table CUR COMP3 fleet scenario comparison,NO
table_CUR_COMP3_fleet_scenario_comparison.md,table_md,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP3_fleet_scenario_comparison.md,tables_md,table CUR COMP3 fleet scenario comparison,NO
table_CUR_COMP1_dataset_role_coverage.tex,table_tex,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP1_dataset_role_coverage.tex,tables_tex,table CUR COMP1 dataset role coverage,NO
table_CUR_COMP1_dataset_role_coverage.csv,table_csv,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP1_dataset_role_coverage.csv,tables_csv,table CUR COMP1 dataset role coverage,NO
table_CUR_COMP1_dataset_role_coverage.md,table_md,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP1_dataset_role_coverage.md,tables_md,table CUR COMP1 dataset role coverage,NO
table_CUR_COMP5_combined_evidence_limitations.tex,table_tex,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP5_combined_evidence_limitations.tex,tables_tex,table CUR COMP5 combined evidence limitations,NO
table_CUR_COMP5_combined_evidence_limitations.csv,table_csv,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP5_combined_evidence_limitations.csv,tables_csv,table CUR COMP5 combined evidence limitations,NO
table_CUR_COMP5_combined_evidence_limitations.md,table_md,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP5_combined_evidence_limitations.md,tables_md,table CUR COMP5 combined evidence limitations,NO
table_CUR_COMP2_headline_local_descriptor.tex,table_tex,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP2_headline_local_descriptor.tex,tables_tex,table CUR COMP2 headline local descriptor,NO
table_CUR_COMP2_headline_local_descriptor.csv,table_csv,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP2_headline_local_descriptor.csv,tables_csv,table CUR COMP2 headline local descriptor,NO
table_CUR_COMP2_headline_local_descriptor.md,table_md,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP2_headline_local_descriptor.md,tables_md,table CUR COMP2 headline local descriptor,NO
table_CUR_COMP4_fleet_graph_edge_comparison.tex,table_tex,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP4_fleet_graph_edge_comparison.tex,tables_tex,table CUR COMP4 fleet graph edge comparison,NO
table_CUR_COMP4_fleet_graph_edge_comparison.csv,table_csv,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP4_fleet_graph_edge_comparison.csv,tables_csv,table CUR COMP4 fleet graph edge comparison,NO
table_CUR_COMP4_fleet_graph_edge_comparison.md,table_md,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/tables/table_CUR_COMP4_fleet_graph_edge_comparison.md,tables_md,table CUR COMP4 fleet graph edge comparison,NO
figure_CUR_COMP3_scenario_outcomes.pdf,figure_pdf,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/figures/figure_CUR_COMP3_scenario_outcomes.pdf,figures_pdf,figure CUR COMP3 scenario outcomes,NO
figure_CUR_COMP3_scenario_outcomes.png,figure_png,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/figures/figure_CUR_COMP3_scenario_outcomes.png,figures_png,figure CUR COMP3 scenario outcomes,NO
figure_CUR_COMP1_dataset_coverage.pdf,figure_pdf,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/figures/figure_CUR_COMP1_dataset_coverage.pdf,figures_pdf,figure CUR COMP1 dataset coverage,NO
figure_CUR_COMP1_dataset_coverage.png,figure_png,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/figures/figure_CUR_COMP1_dataset_coverage.png,figures_png,figure CUR COMP1 dataset coverage,NO
figure_CUR_COMP2_descriptor_bandwidth.pdf,figure_pdf,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/figures/figure_CUR_COMP2_descriptor_bandwidth.pdf,figures_pdf,figure CUR COMP2 descriptor bandwidth,NO
figure_CUR_COMP2_descriptor_bandwidth.png,figure_png,cross_dataset,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/figures/figure_CUR_COMP2_descriptor_bandwidth.png,figures_png,figure CUR COMP2 descriptor bandwidth,NO
recommended_curated_comparison_wording.md,report,ctt_corrected,Reference only,new_experiments/cross_dataset_comparison_ocslab_vs_ctt_corrected/audit/recommended_curated_comparison_wording.md,reports,recommended curated comparison wording,NO
