source,target,similarity,edge_type,cross_vehicle,temporal_edge
EVT-CHE-00000035,EVT-CHE-00000162,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000035,EVT-CHE-00000151,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000035,EVT-CHE-00000100,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000036,EVT-SUB-00000223,1.0,behavioural_similarity,True,False
EVT-CHE-00000036,EVT-CHE-00000162,1.0,behavioural_similarity,True,False
EVT-CHE-00000036,EVT-SUB-00000214,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000036,EVT-SUB-00000213,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000036,EVT-CHE-00000091,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000037,EVT-CHE-00000154,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000037,EVT-CHE-00000162,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000037,EVT-SUB-00000218,0.9999997615814209,behavioural_similarity,True,False
EVT-CHE-00000037,EVT-CHE-00000104,0.9999995231628418,behavioural_similarity,True,False
EVT-CHE-00000037,EVT-SUB-00000213,0.9999995231628418,behavioural_similarity,True,False
EVT-CHE-00000038,EVT-CHE-00000100,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000038,EVT-CHE-00000156,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000038,EVT-CHE-00000152,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000038,EVT-SUB-00000212,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000038,EVT-CHE-00000151,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000039,EVT-CHE-00000103,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000039,EVT-CHE-00000102,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000039,EVT-CHE-00000158,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000039,EVT-SUB-00000211,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000039,EVT-SUB-00000220,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000040,EVT-CHE-00000103,0.9999994039535522,behavioural_similarity,True,False
EVT-CHE-00000040,EVT-CHE-00000163,0.9999994039535522,behavioural_similarity,True,False
EVT-CHE-00000040,EVT-SUB-00000219,0.9999993443489075,behavioural_similarity,True,False
EVT-CHE-00000040,EVT-CHE-00000151,0.9999993443489075,behavioural_similarity,True,False
EVT-CHE-00000040,EVT-CHE-00000155,0.9999992847442627,behavioural_similarity,True,False
EVT-CHE-00000041,EVT-SUB-00000224,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000041,EVT-CHE-00000092,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000041,EVT-CHE-00000153,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000041,EVT-SUB-00000221,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000041,EVT-SUB-00000225,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000042,EVT-CHE-00000152,0.9999995827674866,behavioural_similarity,True,False
EVT-CHE-00000042,EVT-CHE-00000098,0.999999463558197,behavioural_similarity,True,False
EVT-CHE-00000042,EVT-SUB-00000222,0.999999463558197,behavioural_similarity,True,False
EVT-CHE-00000042,EVT-SUB-00000212,0.999999463558197,behavioural_similarity,True,False
EVT-CHE-00000042,EVT-CHE-00000101,0.9999994039535522,behavioural_similarity,True,False
EVT-CHE-00000043,EVT-CHE-00000100,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000043,EVT-SUB-00000223,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000043,EVT-CHE-00000105,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000043,EVT-CHE-00000101,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000043,EVT-SUB-00000212,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000044,EVT-CHE-00000164,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000044,EVT-SUB-00000215,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000044,EVT-CHE-00000159,0.9999997019767761,behavioural_similarity,True,False
EVT-CHE-00000044,EVT-CHE-00000155,0.9999995827674866,behavioural_similarity,True,False
EVT-CHE-00000044,EVT-CHE-00000160,0.9999995827674866,behavioural_similarity,True,False
EVT-CHE-00000045,EVT-CHE-00000102,1.0,behavioural_similarity,True,False
EVT-CHE-00000045,EVT-CHE-00000158,1.0,behavioural_similarity,True,False
EVT-CHE-00000045,EVT-CHE-00000103,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000045,EVT-CHE-00000095,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000045,EVT-SUB-00000211,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000046,EVT-SUB-00000228,1.0,behavioural_similarity,True,False
EVT-CHE-00000046,EVT-SUB-00000229,1.0,behavioural_similarity,True,False
EVT-CHE-00000046,EVT-SUB-00000226,1.0,behavioural_similarity,True,False
EVT-CHE-00000046,EVT-SUB-00000230,1.0,behavioural_similarity,True,False
EVT-CHE-00000046,EVT-SUB-00000232,1.0,behavioural_similarity,True,False
EVT-CHE-00000047,EVT-CHE-00000112,1.0,behavioural_similarity,True,False
EVT-CHE-00000047,EVT-CHE-00000109,1.0,behavioural_similarity,True,False
EVT-CHE-00000047,EVT-CHE-00000170,1.0,behavioural_similarity,True,False
EVT-CHE-00000047,EVT-CHE-00000166,1.0,behavioural_similarity,True,False
EVT-CHE-00000047,EVT-CHE-00000171,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000048,EVT-CHE-00000109,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000048,EVT-SUB-00000229,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000048,EVT-SUB-00000226,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000048,EVT-CHE-00000171,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000048,EVT-CHE-00000169,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000049,EVT-CHE-00000170,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000049,EVT-CHE-00000166,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000049,EVT-CHE-00000111,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000049,EVT-CHE-00000112,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000049,EVT-CHE-00000169,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000050,EVT-SUB-00000226,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000050,EVT-SUB-00000229,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000050,EVT-CHE-00000109,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000050,EVT-CHE-00000171,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000050,EVT-SUB-00000227,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000051,EVT-CHE-00000109,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000051,EVT-SUB-00000228,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000051,EVT-CHE-00000169,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000051,EVT-CHE-00000171,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000051,EVT-SUB-00000229,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000052,EVT-CHE-00000107,1.0,behavioural_similarity,True,False
EVT-CHE-00000052,EVT-SUB-00000230,1.0,behavioural_similarity,True,False
EVT-CHE-00000052,EVT-SUB-00000232,1.0,behavioural_similarity,True,False
EVT-CHE-00000052,EVT-CHE-00000111,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000052,EVT-SUB-00000228,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000091,EVT-CHE-00000105,0.9999998807907104,behavioural_similarity,False,False
EVT-CHE-00000091,EVT-CHE-00000097,0.9999998211860657,behavioural_similarity,False,False
EVT-CHE-00000092,EVT-CHE-00000101,0.9999999403953552,behavioural_similarity,False,False
EVT-CHE-00000092,EVT-CHE-00000100,0.9999998807907104,behavioural_similarity,False,False
EVT-CHE-00000093,EVT-CHE-00000094,0.9999997019767761,behavioural_similarity,False,False
EVT-CHE-00000093,EVT-CHE-00000103,0.9999995231628418,behavioural_similarity,False,False
EVT-CHE-00000094,EVT-CHE-00000103,0.9999996423721313,behavioural_similarity,False,False
EVT-CHE-00000095,EVT-CHE-00000102,0.9999999403953552,behavioural_similarity,False,False
EVT-CHE-00000095,EVT-CHE-00000103,0.9999998807907104,behavioural_similarity,False,False
EVT-CHE-00000096,EVT-CHE-00000100,0.9999997615814209,behavioural_similarity,False,False
EVT-CHE-00000096,EVT-CHE-00000101,0.9999997615814209,behavioural_similarity,False,False
EVT-CHE-00000097,EVT-CHE-00000105,1.0,behavioural_similarity,False,False
EVT-CHE-00000097,EVT-CHE-00000100,0.9999999403953552,behavioural_similarity,False,False
EVT-CHE-00000096,EVT-CHE-00000098,0.9999997019767761,behavioural_similarity,False,False
EVT-CHE-00000098,EVT-CHE-00000101,0.999999463558197,behavioural_similarity,False,False
EVT-CHE-00000099,EVT-CHE-00000105,0.9999998211860657,behavioural_similarity,False,False
EVT-CHE-00000095,EVT-CHE-00000099,0.9999997615814209,behavioural_similarity,False,False
EVT-CHE-00000100,EVT-CHE-00000101,1.0,behavioural_similarity,False,False
EVT-CHE-00000100,EVT-CHE-00000105,1.0,behavioural_similarity,False,False
EVT-CHE-00000102,EVT-CHE-00000103,1.0,behavioural_similarity,False,False
EVT-CHE-00000098,EVT-CHE-00000104,0.999998927116394,behavioural_similarity,False,False
EVT-CHE-00000096,EVT-CHE-00000104,0.9999986290931702,behavioural_similarity,False,False
EVT-CHE-00000106,EVT-CHE-00000109,0.9999999403953552,behavioural_similarity,False,False
EVT-CHE-00000106,EVT-CHE-00000111,0.9999999403953552,behavioural_similarity,False,False
EVT-CHE-00000107,EVT-CHE-00000111,0.9999999403953552,behavioural_similarity,False,False
EVT-CHE-00000106,EVT-CHE-00000107,0.9999998807907104,behavioural_similarity,False,False
EVT-CHE-00000106,EVT-CHE-00000108,0.9999998807907104,behavioural_similarity,False,False
EVT-CHE-00000108,EVT-CHE-00000109,0.9999998807907104,behavioural_similarity,False,False
EVT-CHE-00000109,EVT-CHE-00000112,1.0,behavioural_similarity,False,False
EVT-CHE-00000109,EVT-CHE-00000110,0.9999998807907104,behavioural_similarity,False,False
EVT-CHE-00000110,EVT-CHE-00000112,0.9999997615814209,behavioural_similarity,False,False
EVT-CHE-00000111,EVT-CHE-00000112,0.9999999403953552,behavioural_similarity,False,False
EVT-CHE-00000032,EVT-CHE-00000091,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000091,EVT-CHE-00000157,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000091,EVT-SUB-00000223,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000091,EVT-CHE-00000153,0.9999997615814209,behavioural_similarity,True,False
EVT-CHE-00000092,EVT-SUB-00000216,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000092,EVT-SUB-00000224,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000092,EVT-SUB-00000217,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000092,EVT-CHE-00000165,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000093,EVT-SUB-00000220,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000039,EVT-CHE-00000093,0.9999996423721313,behavioural_similarity,True,False
EVT-CHE-00000093,EVT-SUB-00000216,0.9999995231628418,behavioural_similarity,True,False
EVT-CHE-00000093,EVT-CHE-00000158,0.9999994039535522,behavioural_similarity,True,False
EVT-CHE-00000093,EVT-SUB-00000211,0.9999993443489075,behavioural_similarity,True,False
EVT-CHE-00000094,EVT-SUB-00000216,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000094,EVT-CHE-00000158,0.9999997019767761,behavioural_similarity,True,False
EVT-CHE-00000094,EVT-SUB-00000220,0.9999997019767761,behavioural_similarity,True,False
EVT-CHE-00000039,EVT-CHE-00000094,0.9999996423721313,behavioural_similarity,True,False
EVT-CHE-00000094,EVT-SUB-00000225,0.9999996423721313,behavioural_similarity,True,False
EVT-CHE-00000095,EVT-SUB-00000211,1.0,behavioural_similarity,True,False
EVT-CHE-00000095,EVT-CHE-00000158,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000095,EVT-SUB-00000221,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000095,EVT-CHE-00000163,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000096,EVT-SUB-00000217,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000096,EVT-CHE-00000152,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000096,EVT-CHE-00000156,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000038,EVT-CHE-00000096,0.9999997615814209,behavioural_similarity,True,False
EVT-CHE-00000043,EVT-CHE-00000096,0.9999997615814209,behavioural_similarity,True,False
EVT-CHE-00000097,EVT-SUB-00000223,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000097,EVT-SUB-00000217,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000034,EVT-CHE-00000097,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000043,EVT-CHE-00000097,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000098,EVT-SUB-00000222,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000098,EVT-CHE-00000156,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000038,EVT-CHE-00000098,0.9999997615814209,behavioural_similarity,True,False
EVT-CHE-00000098,EVT-CHE-00000152,0.9999997019767761,behavioural_similarity,True,False
EVT-CHE-00000098,EVT-SUB-00000212,0.9999996423721313,behavioural_similarity,True,False
EVT-CHE-00000099,EVT-CHE-00000163,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000099,EVT-CHE-00000160,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000099,EVT-CHE-00000159,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000099,EVT-SUB-00000219,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000099,EVT-SUB-00000221,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000100,EVT-SUB-00000223,1.0,behavioural_similarity,True,False
EVT-CHE-00000100,EVT-SUB-00000217,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000101,EVT-SUB-00000217,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000038,EVT-CHE-00000101,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000101,EVT-CHE-00000152,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000101,EVT-SUB-00000212,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000102,EVT-CHE-00000158,1.0,behavioural_similarity,True,False
EVT-CHE-00000102,EVT-SUB-00000211,1.0,behavioural_similarity,True,False
EVT-CHE-00000102,EVT-CHE-00000163,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000103,EVT-CHE-00000158,1.0,behavioural_similarity,True,False
EVT-CHE-00000103,EVT-CHE-00000163,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000103,EVT-SUB-00000211,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000104,EVT-SUB-00000215,0.9999994039535522,behavioural_similarity,True,False
EVT-CHE-00000035,EVT-CHE-00000104,0.9999993443489075,behavioural_similarity,True,False
EVT-CHE-00000104,EVT-CHE-00000164,0.9999992847442627,behavioural_similarity,True,False
EVT-CHE-00000104,EVT-CHE-00000151,0.9999992251396179,behavioural_similarity,True,False
EVT-CHE-00000105,EVT-SUB-00000223,1.0,behavioural_similarity,True,False
EVT-CHE-00000105,EVT-CHE-00000163,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000105,EVT-CHE-00000158,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000046,EVT-CHE-00000106,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000106,EVT-CHE-00000170,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000106,EVT-CHE-00000169,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000106,EVT-CHE-00000166,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000106,EVT-SUB-00000228,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000107,EVT-SUB-00000228,1.0,behavioural_similarity,True,False
EVT-CHE-00000107,EVT-CHE-00000170,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000046,EVT-CHE-00000107,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000107,EVT-SUB-00000232,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000108,EVT-CHE-00000167,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000108,EVT-CHE-00000166,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000108,EVT-SUB-00000231,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000108,EVT-CHE-00000169,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000108,EVT-CHE-00000171,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000109,EVT-CHE-00000170,1.0,behavioural_similarity,True,False
EVT-CHE-00000109,EVT-CHE-00000171,1.0,behavioural_similarity,True,False
EVT-CHE-00000109,EVT-SUB-00000226,1.0,behavioural_similarity,True,False
EVT-CHE-00000109,EVT-CHE-00000169,1.0,behavioural_similarity,True,False
EVT-CHE-00000110,EVT-SUB-00000226,1.0,behavioural_similarity,True,False
EVT-CHE-00000110,EVT-SUB-00000230,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000110,EVT-CHE-00000168,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000110,EVT-CHE-00000171,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000110,EVT-SUB-00000232,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000111,EVT-CHE-00000169,1.0,behavioural_similarity,True,False
EVT-CHE-00000111,EVT-CHE-00000170,1.0,behavioural_similarity,True,False
EVT-CHE-00000046,EVT-CHE-00000111,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000111,EVT-SUB-00000228,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000112,EVT-CHE-00000170,1.0,behavioural_similarity,True,False
EVT-CHE-00000112,EVT-CHE-00000166,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000112,EVT-CHE-00000169,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000112,EVT-CHE-00000171,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000151,EVT-CHE-00000155,0.9999997615814209,behavioural_similarity,False,False
EVT-CHE-00000151,EVT-CHE-00000156,0.9999997019767761,behavioural_similarity,False,False
EVT-CHE-00000152,EVT-CHE-00000156,0.9999998211860657,behavioural_similarity,False,False
EVT-CHE-00000152,EVT-CHE-00000165,0.9999996423721313,behavioural_similarity,False,False
EVT-CHE-00000153,EVT-CHE-00000158,0.9999998211860657,behavioural_similarity,False,False
EVT-CHE-00000153,EVT-CHE-00000163,0.9999997019767761,behavioural_similarity,False,False
EVT-CHE-00000154,EVT-CHE-00000162,0.9999998211860657,behavioural_similarity,False,False
EVT-CHE-00000154,EVT-CHE-00000161,0.9999995231628418,behavioural_similarity,False,False
EVT-CHE-00000155,EVT-CHE-00000163,0.9999998807907104,behavioural_similarity,False,False
EVT-CHE-00000155,EVT-CHE-00000159,0.9999997615814209,behavioural_similarity,False,False
EVT-CHE-00000156,EVT-CHE-00000165,0.9999998211860657,behavioural_similarity,False,False
EVT-CHE-00000157,EVT-CHE-00000162,0.9999997019767761,behavioural_similarity,False,False
EVT-CHE-00000157,EVT-CHE-00000161,0.9999996423721313,behavioural_similarity,False,False
EVT-CHE-00000158,EVT-CHE-00000163,0.9999998807907104,behavioural_similarity,False,False
EVT-CHE-00000159,EVT-CHE-00000160,0.9999998807907104,behavioural_similarity,False,False
EVT-CHE-00000159,EVT-CHE-00000163,0.9999998211860657,behavioural_similarity,False,False
EVT-CHE-00000160,EVT-CHE-00000163,0.9999996423721313,behavioural_similarity,False,False
EVT-CHE-00000155,EVT-CHE-00000164,0.9999996423721313,behavioural_similarity,False,False
EVT-CHE-00000162,EVT-CHE-00000164,0.9999996423721313,behavioural_similarity,False,False
EVT-CHE-00000157,EVT-CHE-00000165,0.9999996423721313,behavioural_similarity,False,False
EVT-CHE-00000166,EVT-CHE-00000170,1.0,behavioural_similarity,False,False
EVT-CHE-00000166,EVT-CHE-00000169,1.0,behavioural_similarity,False,False
EVT-CHE-00000166,EVT-CHE-00000167,1.0,behavioural_similarity,False,False
EVT-CHE-00000167,EVT-CHE-00000172,0.9999998807907104,behavioural_similarity,False,False
EVT-CHE-00000168,EVT-CHE-00000171,0.9999997615814209,behavioural_similarity,False,False
EVT-CHE-00000168,EVT-CHE-00000169,0.9999996423721313,behavioural_similarity,False,False
EVT-CHE-00000169,EVT-CHE-00000170,1.0,behavioural_similarity,False,False
EVT-CHE-00000169,EVT-CHE-00000171,0.9999999403953552,behavioural_similarity,False,False
EVT-CHE-00000166,EVT-CHE-00000171,0.9999999403953552,behavioural_similarity,False,False
EVT-CHE-00000166,EVT-CHE-00000172,0.9999999403953552,behavioural_similarity,False,False
EVT-CHE-00000170,EVT-CHE-00000172,0.9999998807907104,behavioural_similarity,False,False
EVT-CHE-00000151,EVT-SUB-00000223,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000043,EVT-CHE-00000151,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000152,EVT-SUB-00000212,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000152,EVT-SUB-00000217,0.9999999403953552,behavioural_similarity,True,False
EVT-CHE-00000043,EVT-CHE-00000152,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000153,EVT-SUB-00000221,0.9999998807907104,behavioural_similarity,True,False
EVT-CHE-00000102,EVT-CHE-00000153,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000032,EVT-CHE-00000153,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000105,EVT-CHE-00000153,0.9999998211860657,behavioural_similarity,True,False
EVT-CHE-00000036,EVT-CHE-00000154,0.9999995827674866,behavioural_similarity,True,False
EVT-CHE-00000154,EVT-SUB-00000213,0.9999995827674866,behavioural_similarity,True,False
EVT-CHE-00000154,EVT-SUB-00000215,0.9999994039535522,behavioural_similarity,True,False
EVT-CHE-00000154,EVT-SUB-00000218,0.9999993443489075,behavioural_similarity,True,False
EVT-CHE-00000155,EVT-SUB-00000214,0.9999998807907104,behavioural_similarity,True,False
