node_id,vehicle_id,vehicle_token,vehicle_model,manufacturer,attack_type,label,anomaly_score,weak_prediction,strong_prediction,dataset_set,subset_name,frame_count,unique_can_id_count,can_id_entropy,most_common_can_id_ratio,id_transition_rate,id_repetition_rate,mean_inter_arrival_time,std_inter_arrival_time,min_inter_arrival_time,max_inter_arrival_time,message_rate,mean_dlc,std_dlc,dlc_mode_ratio,byte_mean_0,byte_mean_1,byte_mean_2,byte_mean_3,byte_mean_4,byte_mean_5,byte_mean_6,byte_mean_7,byte_std_0,byte_std_1,byte_std_2,byte_std_3,byte_std_4,byte_std_5,byte_std_6,byte_std_7,payload_change_rate,payload_static_ratio,local_alert,weak_signal,burstiness,payload_entropy
EVT-CHE-00000042,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,14.777840556885126,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,9.241472384535182,0.04999999994999993,0.5,0.5,20.811848240200316,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.054009183947151,12.084486893516763,13.013293378556716,13.990389261263447,15.028563098248814,15.905624208528533,16.99908754683245,17.946971157727273,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.271233127967276,-1874.564080192588
EVT-CHE-00000043,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,13.295053609797126,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,10.267657075982967,0.04999999994999993,0.5,0.5,21.29128972331423,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.990281768537194,11.874252197972108,13.03564022621425,14.0814684474072,14.963559005145918,16.034170225544365,17.036127157827988,17.922593616693106,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.836404291287081,-1960.2399509703423
EVT-CHE-00000044,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,10.218101620518425,1,0,set_01,test_01_known_vehicle_known_attack,0.0,21.0,10.868695077973205,0.04999999994999993,0.5,0.5,21.38381359264275,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.996840900264731,12.039398174519699,12.92296230123127,14.004664035142968,15.052717097860752,15.937878233424826,17.049628560457663,17.97908851705316,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,0,1,8.75286573656258,-1945.0976276292054
EVT-CHE-00000045,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,12.560169730776419,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,9.485367740798006,0.04999999994999993,0.5,0.5,20.108837647784966,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.015962982026641,11.941392942458265,13.052513795433628,13.963058483906568,15.017817874757968,15.97030100282838,16.983854734392093,18.059588002232466,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.914791079544571,-1957.2575277914716
EVT-CHE-00000046,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,fuzzing,1,12.64234995229013,1,1,set_01,test_01_known_vehicle_known_attack,0.0,22.0,18.68278760820934,0.09999999989999991,0.5,0.5,41.05477944867623,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.057997563695054,14.036640558464345,15.98367322130252,18.012165551108723,19.94852112240175,21.949257755739865,23.958690614576106,26.01767136089875,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,16.41324811044867,-4526.676673679013
EVT-CHE-00000047,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,fuzzing,1,11.062838261817365,1,1,set_01,test_01_known_vehicle_known_attack,0.0,22.0,18.35103163622342,0.09999999989999991,0.5,0.5,43.16768901897389,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.039234677045089,14.008645408214743,16.051919428387766,17.985631877469615,19.994348943235906,22.02364293374633,23.99829779953612,26.039694959922556,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,14.676440162707417,-4558.065511118418
EVT-CHE-00000048,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,fuzzing,1,11.868759478172574,1,1,set_01,test_01_known_vehicle_known_attack,0.0,22.0,20.40733975515422,0.09999999989999991,0.5,0.5,41.554239533199144,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,11.991765107501154,13.931122865045667,16.030011115991947,18.063692568659825,20.05355234643094,22.04166874861311,23.922142836502136,25.960891597286086,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,15.998213144273567,-4571.259868775294
EVT-CHE-00000049,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,fuzzing,1,12.93024644845106,1,1,set_01,test_01_known_vehicle_known_attack,0.0,22.0,18.171613397567,0.09999999989999991,0.5,0.5,43.57653112534321,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.009224215646563,13.998776109788741,16.024376786605174,17.952419048108588,19.95458246358664,21.95592690049836,24.024881047448318,26.017079818955075,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,14.34602655925977,-4574.912364154394
EVT-CHE-00000050,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,fuzzing,1,12.12437127277524,1,1,set_01,test_01_known_vehicle_known_attack,0.0,22.0,20.078319977276326,0.09999999989999991,0.5,0.5,40.94241194877726,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,11.971975280687971,14.007376904693635,15.932562844641097,17.97339123858335,20.050701445145187,22.05513220647688,24.053835344620687,26.00215088430546,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,16.50700976789387,-4623.349794097248
EVT-CHE-00000051,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,fuzzing,1,12.908140286135112,1,1,set_01,test_01_known_vehicle_known_attack,0.0,22.0,20.07940120785527,0.09999999989999991,0.5,0.5,41.988259668587624,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.016911949508764,14.066263946205828,15.981621459981657,17.969472384953384,19.999531436333733,22.029918958940115,24.024120450791738,26.007792888660532,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,15.639826724819029,-4562.388712564381
EVT-CHE-00000052,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,fuzzing,1,14.07076052895352,1,1,set_01,test_01_known_vehicle_known_attack,0.0,22.0,17.541892805017103,0.09999999989999991,0.5,0.5,41.47139794126394,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.008161305721138,13.953566923854432,15.93291627788285,17.939609007280282,19.95409180383874,21.991076255458783,23.94886870920042,26.01174494192505,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,16.06685773485551,-4597.597894809294
EVT-CHE-00000091,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,12.466844095989973,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,9.020405464605203,0.04999999994999993,0.5,0.5,21.52459500087147,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.991746430672345,11.940987858467793,12.95627262506169,14.007405963660766,15.003869812482382,15.9965092138357,17.11357852185347,17.98706099492122,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.625988070602078,-1987.9438318557573
EVT-CHE-00000092,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,13.188131544876056,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,8.645327830580886,0.04999999994999993,0.5,0.5,20.762979231024104,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.026347471878672,12.028474904500698,12.99223306110723,14.019836886867676,15.002829117270192,15.905990213075732,16.836276248736933,18.11555857837915,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.315739072509716,-1915.9790324755716
EVT-CHE-00000093,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,14.78194484873317,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,9.531762769380451,0.04999999994999993,0.5,0.5,19.295082976469182,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.936226153663574,12.067795523778033,12.86059113016327,13.983783441240861,15.043428218539693,16.007161556978403,17.03773963980063,17.993437533381737,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,10.668722772453945,-1982.3462691209913
EVT-CHE-00000094,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,13.9044005371607,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,8.611868558348828,0.04999999994999993,0.5,0.5,19.694249560625835,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.013726617286922,12.07147903220345,12.997205405897514,14.052450244684797,14.973458136135893,15.940736277160067,17.069996029448163,18.078435651589317,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,10.297684072423273,-1943.9067867194244
EVT-CHE-00000095,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,12.316410287044562,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,9.17043891241957,0.04999999994999993,0.5,0.5,19.9141348923306,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.941531353351118,11.98876824025801,13.029121889553528,14.02545858625504,14.928279714375932,16.009758641056568,17.000886512078687,18.004506387137756,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,10.094295656349905,-1963.2460678834605
EVT-CHE-00000096,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,13.285405824970312,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,9.394278998241738,0.04999999994999993,0.5,0.5,21.77127934440626,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.006342978050064,12.011270540812667,12.965462209104185,14.019788889038631,14.993942398796024,15.894241939664033,17.024180504056016,17.986784921694845,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.404339094043745,-1931.3371230597752
EVT-CHE-00000097,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,12.72820598137411,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,9.431995560686293,0.04999999994999993,0.5,0.5,21.03944164770599,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.010584496895367,11.99940717961947,12.977653509349178,13.91033997366581,15.092134413912945,15.921060690101193,16.982923902998774,18.032656915014257,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.064409390316932,-1948.6797458165297
EVT-CHE-00000098,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,13.828013179930592,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,10.122809380165455,0.04999999994999993,0.5,0.5,21.95812647120406,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.063168635082265,12.014864168088065,13.145332131128281,13.949329410195519,15.011368945200415,15.981957353882201,16.972743134623766,18.01436325848884,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.237022008409609,-1892.6734344485744
EVT-CHE-00000099,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,10.94816496491229,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,8.912858120480916,0.04999999994999993,0.5,0.5,20.385995103430872,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.03622444194832,12.027199704642078,13.097887845312624,14.051393998342196,15.011479564577199,15.983531348211068,17.01076314008281,17.991239148792157,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.660219689413237,-1901.4143113660002
EVT-CHE-00000100,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,12.58953944177643,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,9.593325480245694,0.04999999994999993,0.5,0.5,20.95512881769575,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.988372960567524,11.978534561546391,13.084503471020922,14.03481330913448,15.046843137347178,15.969616438556292,16.94886892411079,17.985855817410307,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.140941762240487,-1922.1368681408132
EVT-CHE-00000101,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,13.047088747775472,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,9.258450708716621,0.04999999994999993,0.5,0.5,20.941208568253096,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.048070976482654,12.0149612058118,12.950799253388048,13.978600035853109,14.967123000967828,16.009046919442184,16.941637411833444,17.99106263203011,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.153587193244046,-1916.5844785009551
EVT-CHE-00000102,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,12.754782406811792,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,9.612731644557138,0.04999999994999993,0.5,0.5,20.17046353768211,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.969179297184631,12.006217549776173,13.024154077368683,14.041853516904265,14.992739428685928,15.934137510007716,17.071249630753467,18.01489431525051,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.858090743595609,-1957.4428494287822
EVT-CHE-00000103,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,13.066137062875612,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,9.87489340434555,0.04999999994999993,0.5,0.5,20.03916750862553,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,10.984034773351732,12.012862927188998,13.0516314048648,14.003009092470656,14.844002576913507,15.987932436447554,17.017632704692794,18.064694456438993,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.978959322374541,-1953.799057197651
EVT-CHE-00000104,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,11.866253704637641,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,11.944105515530415,0.04999999994999993,0.5,0.5,22.653994418320732,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.06738319038069,12.047139367359982,12.930878235572443,14.042352524624151,15.029974205849824,15.973698972717475,17.029332298604096,18.020903307322392,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,7.618154000237793,-1922.9876574518048
EVT-CHE-00000105,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,dos,1,12.362626594438066,1,1,set_02,test_01_known_vehicle_known_attack,0.0,21.0,9.468657014109342,0.04999999994999993,0.5,0.5,20.86147656156827,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.01152395459896,11.978771230667174,13.02724565862611,13.904120607135525,14.98590358881738,15.915765628260873,16.975855029724237,18.025846827910613,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.226070667946107,-1938.9655100756213
EVT-CHE-00000106,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,fuzzing,1,13.083861055691237,1,1,set_02,test_01_known_vehicle_known_attack,0.0,22.0,18.95215162141611,0.09999999989999991,0.5,0.5,42.45713188665227,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.078475045858532,13.944687401678047,16.04438665819464,17.92437016011821,19.976627952346718,22.00817987331834,23.95741598601871,26.010256868742943,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,15.25501132180648,-4548.35098062987
EVT-CHE-00000107,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,fuzzing,1,14.317523103824366,1,1,set_02,test_01_known_vehicle_known_attack,0.0,22.0,17.92629592717704,0.09999999989999991,0.5,0.5,42.30188404539443,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,11.981171687809713,13.902980812494588,15.990646292031563,17.960111466793077,20.066954243811395,21.95622186390277,24.084973609916627,25.97332765954419,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,15.382158308384508,-4630.6578592161495
EVT-CHE-00000108,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,fuzzing,1,13.11604865067793,1,1,set_02,test_01_known_vehicle_known_attack,0.0,22.0,19.56781636424782,0.09999999989999991,0.5,0.5,42.866115931409404,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.040285701862173,14.045115383681138,16.070164570800564,18.08663541369701,19.982664314199255,21.93749325796691,23.866412184266366,25.980637347833056,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,14.921322864160327,-4478.6875855069975
EVT-CHE-00000109,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,fuzzing,1,11.69336199072294,1,1,set_02,test_01_known_vehicle_known_attack,0.0,22.0,19.415301326149333,0.09999999989999991,0.5,0.5,42.506408702191884,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,11.982490175544735,13.968000374630007,15.985816281670173,18.019448800692434,19.911769632949994,22.036446092115394,23.92707707402427,25.992087478902718,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,15.214709388257331,-4582.141856892564
EVT-CHE-00000110,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,fuzzing,1,9.828506451227685,1,0,set_02,test_01_known_vehicle_known_attack,0.0,22.0,18.706941698142494,0.09999999989999991,0.5,0.5,41.271190540169286,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,11.942213940079618,13.98833130552409,15.945598375446774,18.122763424702228,19.978948456889523,21.966919028672454,23.972227492104796,25.946111926572605,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,0,1,16.23307269846019,-4584.4022780647665
EVT-CHE-00000111,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,fuzzing,1,13.230343373138085,1,1,set_02,test_01_known_vehicle_known_attack,0.0,22.0,18.80829741892754,0.09999999989999991,0.5,0.5,42.70661502895999,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,11.924463066328462,13.999924578534035,15.939156674042144,17.99785213816762,20.017595786504472,22.023901396324227,24.021380373317204,25.964405831527365,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,15.05124115298367,-4624.042720328447
EVT-CHE-00000112,chevrolet_traverse,chevrolet_traverse,chevrolet_traverse,Chevrolet,fuzzing,1,12.16511748272248,1,1,set_02,test_01_known_vehicle_known_attack,0.0,22.0,18.625045926220448,0.09999999989999991,0.5,0.5,42.74725848311047,0.00029999999969999977,1e-06,0.01,0.0,8.0,0.1,1.0,12.034823511876384,13.98438066544808,15.935359168756207,18.030254533557017,19.943715083245557,21.955017567385795,23.944436914739693,26.041694391528356,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.3,0.7,1,1,15.018109438656403,-4568.962311392262
EVT-CHE-00000130,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,benign,0,2.502431054526598,1,0,set_03,train_01,0.0,20.0,-0.23056539794306033,-5.551115117574667e-17,0.5,0.5,0.5570288903035094,-2.1684043428026043e-19,1e-06,0.01,0.0,8.0,0.1,1.0,10.0734542459063,9.982159921384433,10.06886765301554,10.058217215577363,9.978279014163,9.916648842086536,10.042679535907151,10.030520366653393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0,1,-0.5642415313244732,-0.3698542387220827
EVT-CHE-00000151,chevrolet_silverado,chevrolet_silverado,chevrolet_silverado,Chevrolet,dos,1,12.417912214455262,1,1,set_03,test_01_known_vehicle_known_attack,0.0,21.0,10.971047871996236,0.04999999994999993,0.5,0.5,21.093959734143194,0.00014999999984999983,1e-06,0.01,0.0,8.0,0.1,1.0,11.026572769528824,11.97266333737913,13.08748471822858,14.005026983709612,14.934418897947047,16.03533205659293,16.978353012430084,18.027180665112123,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.014976201120538,-1931.7630134218673
